Transcript,Protein,TargetP,RC,HSAP_ortho,MMUS_ortho,SCER_ortho,MitoProt,HSAP_Gene,Seqlength,MMUS_Gene
comp63199_c0_seq1,emue13846,_ , 2, -, -, scer822,  Y,-,787,-
comp63199_c0_seq4,emue13847,_ , 2, -, -, -,  N,-,819,-
comp63199_c0_seq5,emue13848,_ , 3, -, -, -,  N,-,339,-
comp63199_c0_seq5,emue13849,_ , 2, -, -, -,  N,-,822,-
comp63200_c0_seq1,emue13850,_ , 2, -, -, -,  N,-,1033,-
comp63201_c0_seq10,emue13851,S , 3, -, -, -,  N,-,150,-
comp63201_c0_seq8,emue13852,S , 3, -, -, -,  N,-,139,-
comp63202_c0_seq10,emue13853,_ , 2, -, -, -,  N,-,271,-
comp63202_c0_seq4,emue13854,_ , 2, -, -, -,  N,-,297,-
comp63204_c0_seq1,emue13855,_ , 1, -, -, -,  N,-,410,-
comp63204_c1_seq6,emue13856,_ , 3, -, -, -,  N,-,836,-
comp63208_c0_seq1,emue13857,_ , 3, hsap430, mmus504, -,  Y,EEFSEC,341,Eefsec
comp63208_c0_seq1,emue13858,_ , 2, -, -, -,  N,-,187,-
comp63209_c1_seq1,emue13859,_ , 4, -, -, -,  N,-,166,-
comp63209_c1_seq2,emue13860,_ , 2, -, -, -,  N,-,484,-
comp63209_c1_seq3,emue13861,_ , 2, -, -, -,  N,-,469,-
comp63209_c1_seq5,emue13862,_ , 4, -, -, -,  N,-,151,-
comp63211_c0_seq3,emue13863,M , 2, -, -, -,  Y,-,231,-
comp63213_c0_seq2,emue13864,_ , 2, -, -, -,  N,-,190,-
comp63213_c0_seq3,emue13865,_ , 3, -, -, -,  N,-,122,-
comp63213_c0_seq4,emue13866,_ , 4, -, -, -,  N,-,166,-
comp63214_c2_seq1,emue13867,_ , 3, -, -, -,  N,-,136,-
comp63214_c2_seq2,emue13868,S , 3, -, -, -,  N,-,110,-
comp63216_c0_seq2,emue13869,_ , 4, -, -, -,  N,-,373,-
comp63218_c0_seq1,emue13870,_ , 4, -, -, -,  N,-,500,-
comp63220_c0_seq1,emue13871,_ , 1, -, -, -,  N,-,1188,-
comp63221_c0_seq2,emue13872,_ , 1, -, -, -,  N,-,884,-
comp63223_c0_seq1,emue13873,S , 1, -, -, scer187,  Y,-,353,-
comp63224_c0_seq1,emue13874,M , 4, -, -, -,  N,-,303,-
comp63225_c0_seq1,emue13875,_ , 3, -, -, -,  N,-,217,-
comp63225_c0_seq3,emue13876,_ , 3, -, -, -,  N,-,163,-
comp63225_c0_seq4,emue13877,_ , 4, -, -, -,  N,-,131,-
comp63225_c0_seq8,emue13878,_ , 4, -, -, -,  N,-,109,-
comp63226_c0_seq1,emue13879,_ , 1, -, -, -,  N,-,219,-
comp63227_c0_seq1,emue13880,_ , 4, -, -, -,  N,-,278,-
comp63227_c0_seq2,emue13881,_ , 4, -, -, -,  N,-,281,-
comp63227_c0_seq4,emue13882,_ , 2, -, -, -,  N,-,238,-
comp63227_c0_seq5,emue13883,_ , 2, -, -, -,  N,-,235,-
comp63228_c0_seq10,emue13884,_ , 5, -, -, -,  N,-,404,-
comp63228_c0_seq13,emue13885,_ , 5, -, -, -,  N,-,108,-
comp63228_c0_seq15,emue13886,_ , 5, -, -, -,  N,-,425,-
comp63228_c0_seq9,emue13887,_ , 5, -, -, -,  N,-,108,-
comp63229_c0_seq1,emue13888,_ , 2, -, -, -,  N,-,192,-
comp63229_c0_seq1,emue13889,M , 3, -, -, -,  Y,-,537,-
comp63229_c0_seq11,emue13890,M , 3, -, -, -,  Y,-,537,-
comp63229_c0_seq11,emue13891,_ , 2, -, -, -,  N,-,115,-
comp63229_c0_seq11,emue13892,_ , 2, -, -, -,  N,-,102,-
comp63229_c0_seq15,emue13893,M , 3, -, -, -,  Y,-,537,-
comp63229_c0_seq7,emue13894,_ , 2, -, -, -,  N,-,115,-
comp63229_c0_seq8,emue13895,M , 3, -, -, -,  Y,-,537,-
comp63229_c0_seq8,emue13896,_ , 2, -, -, -,  N,-,265,-
comp63230_c0_seq12,emue13897,S , 2, -, -, -,  N,-,187,-
comp63230_c0_seq12,emue13898,S , 4, -, -, -,  N,-,423,-
comp63230_c0_seq13,emue13899,S , 4, -, -, -,  N,-,156,-
comp63230_c0_seq14,emue13900,S , 4, -, -, -,  N,-,309,-
comp63230_c0_seq14,emue13901,S , 3, -, -, -,  N,-,152,-
comp63230_c0_seq8,emue13902,S , 4, -, -, -,  N,-,545,-
comp63231_c0_seq5,emue13903,_ , 3, -, -, -,  N,-,837,-
comp63231_c0_seq8,emue13904,_ , 2, -, -, -,  N,-,119,-
comp63231_c0_seq8,emue13905,_ , 5, -, -, -,  N,-,274,-
comp63231_c0_seq9,emue13906,_ , 5, -, -, -,  N,-,274,-
comp63233_c0_seq1,emue13907,_ , 5, -, -, -,  N,-,180,-
comp63233_c0_seq5,emue13908,_ , 3, -, -, -,  N,-,455,-
comp63233_c0_seq5,emue13909,_ , 2, -, -, -,  N,-,500,-
comp63233_c0_seq6,emue13910,_ , 3, -, -, -,  N,-,296,-
comp63234_c0_seq1,emue13911,M , 4, -, -, -,  N,-,276,-
comp63234_c0_seq17,emue13912,_ , 4, -, -, -,  N,-,289,-
comp63234_c0_seq24,emue13913,M , 3, -, -, -,  Y,-,498,-
comp63234_c0_seq29,emue13914,M , 3, -, -, -,  Y,-,543,-
comp63236_c0_seq5,emue13915,M , 5, -, -, -,  N,-,136,-
comp63236_c0_seq7,emue13916,S , 1, -, -, -,  N,-,607,-
comp63236_c0_seq8,emue13917,S , 1, -, -, -,  N,-,628,-
comp63237_c0_seq1,emue13918,_ , 1, -, -, -,  N,-,133,-
comp63238_c0_seq2,emue13919,_ , 3, -, -, -,  N,-,843,-
comp63238_c0_seq3,emue13920,_ , 3, -, -, -,  N,-,311,-
comp63238_c0_seq3,emue13921,_ , 3, -, -, -,  N,-,524,-
comp63239_c0_seq1,emue13922,_ , 2, -, -, -,  N,-,802,-
comp63241_c0_seq1,emue13923,_ , 1, -, -, -,  N,-,120,-
comp63241_c0_seq2,emue13924,_ , 1, -, -, -,  N,-,585,-
comp63242_c0_seq2,emue13925,_ , 4, -, -, -,  N,-,471,-
comp63242_c0_seq2,emue13926,S , 5, -, -, -,  N,-,339,-
comp63243_c0_seq2,emue13927,M , 4, -, -, -,  N,-,154,-
comp63243_c0_seq2,emue13928,_ , 1, -, -, -,  N,-,253,-
comp63243_c0_seq3,emue13929,M , 4, -, -, -,  N,-,154,-
comp63243_c0_seq3,emue13930,S , 5, -, -, -,  N,-,119,-
comp63243_c0_seq5,emue13931,M , 4, -, -, -,  N,-,154,-
comp63245_c0_seq5,emue13932,_ , 2, -, -, -,  N,-,378,-
comp63246_c0_seq15,emue13933,M , 5, -, -, -,  N,-,133,-
comp63246_c0_seq24,emue13934,M , 4, -, -, -,  N,-,375,-
comp63246_c0_seq33,emue13935,_ , 3, -, -, -,  N,-,195,-
comp63246_c0_seq5,emue13936,M , 5, -, -, -,  N,-,115,-
comp63249_c0_seq2,emue13937,S , 1, -, -, -,  N,-,213,-
comp63250_c0_seq4,emue13938,M , 4, -, -, -,  N,-,633,-
comp63250_c0_seq4,emue13939,M , 4, -, -, -,  N,-,101,-
comp63250_c0_seq9,emue13940,M , 4, -, -, -,  N,-,871,-
comp63251_c0_seq9,emue13941,M , 5, -, -, -,  N,-,469,-
comp63252_c0_seq8,emue13942,_ , 4, -, -, -,  N,-,1609,-
comp63253_c0_seq1,emue13943,_ , 4, -, -, -,  N,-,140,-
comp63254_c0_seq10,emue13944,S , 2, -, -, -,  N,-,624,-
comp63254_c0_seq4,emue13945,_ , 4, -, -, -,  N,-,430,-
comp63254_c0_seq6,emue13946,S , 5, -, -, -,  N,-,159,-
comp63255_c0_seq1,emue13947,_ , 5, -, -, -,  N,-,776,-
comp63257_c0_seq11,emue13948,_ , 1, -, -, -,  N,-,685,-
comp63258_c0_seq1,emue13949,S , 5, -, -, -,  N,-,174,-
comp63258_c0_seq1,emue13950,_ , 3, -, -, -,  N,-,308,-
comp63261_c0_seq1,emue13951,_ , 2, -, -, -,  N,-,206,-
comp63262_c0_seq3,emue13952,_ , 3, -, -, -,  N,-,270,-
comp63262_c0_seq5,emue13953,_ , 5, -, -, -,  N,-,266,-
comp63264_c0_seq1,emue13954,_ , 5, -, -, -,  N,-,246,-
comp63264_c0_seq1,emue13955,_ , 2, -, -, -,  N,-,659,-
comp63264_c0_seq5,emue13956,M , 5, -, -, -,  N,-,403,-
comp63264_c0_seq5,emue13957,_ , 2, -, -, -,  N,-,659,-
comp63265_c0_seq1,emue13958,M , 2, -, -, -,  Y,-,392,-
comp63266_c0_seq2,emue13959,_ , 1, -, -, -,  N,-,949,-
comp63266_c0_seq3,emue13960,_ , 1, -, -, -,  N,-,885,-
comp63267_c0_seq3,emue13961,_ , 5, -, -, -,  N,-,203,-
comp63267_c0_seq3,emue13962,M , 2, -, -, -,  Y,-,293,-
comp63268_c0_seq1,emue13963,S , 1, -, -, -,  N,-,142,-
comp63268_c0_seq3,emue13964,S , 2, -, -, -,  N,-,318,-
comp63268_c0_seq5,emue13965,S , 1, -, -, -,  N,-,327,-
comp63269_c0_seq4,emue13966,_ , 2, -, -, -,  N,-,102,-
comp63270_c0_seq2,emue13967,_ , 1, -, -, -,  N,-,246,-
comp63270_c0_seq5,emue13968,_ , 1, -, -, -,  N,-,228,-
comp63271_c0_seq5,emue13969,_ , 2, -, -, scer888,  Y,-,1315,-
comp63272_c0_seq2,emue13970,_ , 2, -, -, -,  N,-,284,-
comp63273_c0_seq1,emue13971,_ , 1, -, -, -,  N,-,463,-
comp63273_c0_seq2,emue13972,M , 3, -, -, -,  Y,-,1101,-
comp63275_c0_seq3,emue13973,_ , 5, -, -, -,  N,-,483,-
comp63275_c0_seq5,emue13974,_ , 5, -, -, -,  N,-,276,-
comp63276_c0_seq7,emue13975,_ , 1, -, -, -,  N,-,279,-
comp63277_c0_seq2,emue13976,S , 2, -, -, -,  N,-,195,-
comp63277_c0_seq3,emue13977,S , 2, -, -, -,  N,-,428,-
comp63277_c0_seq4,emue13978,S , 2, -, -, -,  N,-,263,-
comp63277_c0_seq6,emue13979,S , 2, -, -, -,  N,-,195,-
comp63277_c0_seq6,emue13980,_ , 3, -, -, -,  N,-,224,-
comp63278_c0_seq1,emue13981,_ , 3, -, -, -,  N,-,407,-
comp63278_c1_seq1,emue13982,_ , 5, -, -, -,  N,-,295,-
comp63278_c1_seq2,emue13983,_ , 5, -, -, -,  N,-,300,-
comp63278_c1_seq5,emue13984,_ , 1, -, -, -,  N,-,110,-
comp63278_c1_seq6,emue13985,_ , 2, -, -, -,  N,-,554,-
comp63278_c1_seq6,emue13986,_ , 5, -, -, -,  N,-,221,-
comp63280_c0_seq1,emue13987,_ , 4, -, -, -,  N,-,651,-
comp63280_c0_seq13,emue13988,_ , 4, -, -, -,  N,-,631,-
comp63283_c1_seq1,emue13989,_ , 1, -, -, -,  N,-,164,-
comp63283_c1_seq4,emue13990,_ , 3, -, -, -,  N,-,141,-
comp63283_c1_seq5,emue13991,_ , 1, -, -, -,  N,-,410,-
comp63284_c0_seq1,emue13992,_ , 2, -, -, -,  N,-,133,-
comp63284_c0_seq2,emue13993,_ , 2, -, -, -,  N,-,193,-
comp63284_c0_seq4,emue13994,_ , 3, -, -, -,  N,-,192,-
comp63284_c0_seq5,emue13995,_ , 2, -, -, -,  N,-,156,-
comp63285_c0_seq1,emue13996,_ , 2, -, -, -,  N,-,414,-
comp63286_c0_seq1,emue13997,S , 1, -, -, -,  N,-,150,-
comp63286_c0_seq2,emue13998,S , 2, -, -, -,  N,-,139,-
comp63288_c0_seq4,emue13999,_ , 2, -, -, -,  N,-,1081,-
comp63288_c0_seq7,emue14000,_ , 2, -, -, -,  N,-,970,-
comp63289_c0_seq1,emue14001,_ , 1, -, -, -,  N,-,695,-
comp63289_c0_seq1,emue14002,M , 5, -, -, -,  N,-,261,-
comp63289_c0_seq2,emue14003,_ , 1, hsap2002, mmus1432, -,  Y,OSBPL1A,903,Osbpl1a
comp63289_c0_seq3,emue14004,S , 1, -, -, -,  N,-,108,-
comp63289_c0_seq4,emue14005,_ , 5, -, -, -,  N,-,137,-
comp63290_c0_seq1,emue14006,M , 2, -, -, -,  Y,-,585,-
comp63290_c0_seq10,emue14007,M , 5, -, -, -,  N,-,244,-
comp63290_c0_seq10,emue14008,_ , 5, -, -, -,  N,-,104,-
comp63290_c0_seq3,emue14009,M , 2, -, -, -,  Y,-,298,-
comp63290_c0_seq5,emue14010,M , 2, -, -, -,  Y,-,677,-
comp63290_c0_seq9,emue14011,_ , 5, -, -, -,  N,-,104,-
comp63290_c0_seq9,emue14012,M , 5, -, -, -,  N,-,531,-
comp63291_c0_seq2,emue14013,S , 5, -, -, -,  N,-,513,-
comp63292_c0_seq1,emue14014,S , 1, -, -, -,  N,-,405,-
comp63292_c0_seq3,emue14015,_ , 1, -, -, -,  N,-,107,-
comp63292_c0_seq3,emue14016,S , 1, -, -, -,  N,-,152,-
comp63292_c1_seq1,emue14017,_ , 3, -, -, -,  N,-,146,-
comp63294_c0_seq1,emue14018,M , 3, -, -, -,  Y,-,224,-
comp63294_c0_seq4,emue14019,S , 2, -, -, -,  N,-,133,-
comp63294_c0_seq4,emue14020,_ , 2, -, -, -,  N,-,440,-
comp63294_c0_seq6,emue14021,_ , 4, -, -, -,  N,-,170,-
comp63294_c0_seq7,emue14022,S , 2, -, -, -,  N,-,133,-
comp63294_c0_seq7,emue14023,_ , 4, -, -, -,  N,-,263,-
comp63295_c0_seq2,emue14024,S , 5, -, -, -,  N,-,130,-
comp63295_c0_seq3,emue14025,_ , 5, -, -, -,  N,-,343,-
comp63295_c0_seq4,emue14026,_ , 5, -, -, -,  N,-,343,-
comp63295_c0_seq4,emue14027,S , 5, -, -, -,  N,-,130,-
comp63296_c0_seq1,emue14028,_ , 5, -, -, -,  N,-,135,-
comp63296_c0_seq2,emue14029,_ , 1, -, -, -,  N,-,141,-
comp63296_c0_seq5,emue14030,S , 3, -, -, -,  N,-,731,-
comp63296_c0_seq5,emue14031,S , 1, -, -, -,  N,-,312,-
comp63296_c0_seq6,emue14032,_ , 2, -, -, -,  N,-,829,-
comp63297_c0_seq1,emue14033,_ , 3, -, -, -,  N,-,233,-
comp63298_c0_seq3,emue14034,M , 5, -, -, -,  N,-,208,-
comp63298_c0_seq4,emue14035,_ , 2, -, -, -,  N,-,146,-
comp63302_c0_seq1,emue14036,_ , 1, -, -, -,  N,-,533,-
comp63302_c0_seq2,emue14037,_ , 3, -, -, -,  N,-,649,-
comp63302_c0_seq4,emue14038,_ , 3, -, -, -,  N,-,559,-
comp63302_c0_seq5,emue14039,_ , 1, -, -, -,  N,-,623,-
comp63303_c0_seq2,emue14040,_ , 2, -, -, -,  N,-,166,-
comp63303_c0_seq2,emue14041,_ , 4, -, -, -,  N,-,464,-
comp63304_c0_seq1,emue14042,_ , 4, -, -, scer537,  Y,-,504,-
comp63305_c0_seq1,emue14043,_ , 2, -, -, -,  N,-,246,-
comp63306_c0_seq1,emue14044,_ , 5, -, -, -,  N,-,162,-
comp63306_c0_seq2,emue14045,_ , 5, -, -, -,  N,-,162,-
comp63306_c0_seq2,emue14046,M , 2, -, -, -,  Y,-,100,-
comp63309_c0_seq3,emue14047,_ , 1, -, -, -,  N,-,285,-
comp63309_c0_seq3,emue14048,S , 3, -, -, -,  N,-,104,-
comp63309_c0_seq3,emue14049,_ , 2, -, -, -,  N,-,448,-
comp63311_c0_seq1,emue14050,_ , 4, -, -, -,  N,-,127,-
comp63316_c0_seq1,emue14051,_ , 3, -, -, -,  N,-,413,-
comp63317_c0_seq1,emue14052,M , 5, -, -, -,  N,-,134,-
comp63317_c0_seq1,emue14053,_ , 5, -, -, -,  N,-,173,-
comp63318_c0_seq1,emue14054,_ , 1, -, -, -,  N,-,416,-
comp63319_c0_seq1,emue14055,M , 5, -, -, -,  N,-,767,-
comp63319_c0_seq1,emue14056,_ , 4, -, -, -,  N,-,138,-
comp63319_c0_seq9,emue14057,_ , 4, -, -, -,  N,-,138,-
comp63319_c0_seq9,emue14058,_ , 5, -, -, -,  N,-,232,-
comp63321_c0_seq2,emue14059,S , 4, -, -, -,  N,-,289,-
comp63322_c0_seq4,emue14060,_ , 3, -, -, -,  N,-,577,-
comp63322_c0_seq6,emue14061,_ , 3, -, -, -,  N,-,136,-
comp63323_c1_seq16,emue14062,_ , 1, -, -, -,  N,-,307,-
comp63323_c1_seq5,emue14063,_ , 1, -, -, -,  N,-,121,-
comp63323_c1_seq5,emue14064,_ , 5, -, -, -,  N,-,204,-
comp63324_c0_seq1,emue14065,M , 5, -, -, -,  N,-,246,-
comp63326_c0_seq1,emue14066,M , 4, -, -, -,  N,-,496,-
comp63327_c0_seq1,emue14067,_ , 3, -, -, -,  N,-,173,-
comp63327_c0_seq1,emue14068,_ , 2, -, -, -,  N,-,172,-
comp63327_c0_seq11,emue14069,_ , 2, -, -, -,  N,-,172,-
comp63327_c0_seq18,emue14070,S , 4, -, -, -,  N,-,193,-
comp63327_c0_seq25,emue14071,_ , 2, -, -, -,  N,-,418,-
comp63327_c0_seq26,emue14072,_ , 2, -, -, -,  N,-,172,-
comp63328_c0_seq1,emue14073,_ , 3, -, -, -,  N,-,776,-
comp63329_c0_seq2,emue14074,M , 2, -, -, -,  Y,-,1148,-
comp63330_c0_seq1,emue14075,M , 2, -, -, -,  Y,-,166,-
comp63330_c0_seq1,emue14076,_ , 3, -, -, -,  N,-,129,-
comp63330_c0_seq1,emue14077,M , 2, -, -, -,  Y,-,158,-
comp63331_c0_seq2,emue14078,_ , 1, -, -, -,  N,-,977,-
comp63332_c0_seq1,emue14079,_ , 1, -, -, -,  N,-,294,-
comp63332_c0_seq2,emue14080,_ , 1, -, -, -,  N,-,279,-
comp63332_c0_seq3,emue14081,_ , 1, -, -, -,  N,-,327,-
comp63333_c0_seq2,emue14082,_ , 2, -, -, -,  N,-,594,-
comp63334_c0_seq3,emue14083,S , 5, -, -, -,  N,-,431,-
comp63334_c0_seq4,emue14084,_ , 2, -, -, -,  N,-,173,-
comp63334_c0_seq4,emue14085,_ , 1, -, -, -,  N,-,360,-
comp63334_c0_seq6,emue14086,_ , 1, -, -, -,  N,-,360,-
comp63334_c0_seq6,emue14087,S , 3, -, -, -,  N,-,425,-
comp63334_c0_seq6,emue14088,_ , 2, -, -, -,  N,-,173,-
comp63334_c0_seq7,emue14089,S , 3, -, -, -,  N,-,425,-
comp63334_c0_seq8,emue14090,_ , 1, -, -, -,  N,-,360,-
comp63334_c0_seq8,emue14091,_ , 4, -, -, -,  N,-,199,-
comp63334_c0_seq8,emue14092,S , 3, -, -, -,  N,-,425,-
comp63335_c0_seq1,emue14093,_ , 1, -, -, -,  N,-,136,-
comp63336_c1_seq1,emue14094,_ , 2, -, -, -,  N,-,277,-
comp63336_c1_seq3,emue14095,_ , 3, -, -, -,  N,-,706,-
comp63337_c0_seq1,emue14096,M , 4, -, -, -,  N,-,368,-
comp63338_c0_seq1,emue14097,_ , 3, -, -, -,  N,-,169,-
comp63338_c1_seq6,emue14098,_ , 5, -, -, -,  N,-,705,-
comp63339_c1_seq1,emue14099,S , 1, -, -, -,  N,-,161,-
comp63344_c0_seq1,emue14100,S , 5, -, -, -,  N,-,149,-
comp63344_c0_seq2,emue14101,S , 5, -, -, -,  N,-,162,-
comp63346_c0_seq1,emue14102,_ , 1, -, -, -,  N,-,1039,-
comp63351_c0_seq1,emue14103,_ , 2, -, -, -,  N,-,1421,-
comp63352_c0_seq3,emue14104,M , 3, -, -, -,  Y,-,380,-
comp63354_c0_seq1,emue14105,_ , 5, -, -, -,  N,-,317,-
comp63354_c0_seq4,emue14106,M , 5, -, -, -,  N,-,281,-
comp63355_c0_seq1,emue14107,_ , 1, -, -, -,  N,-,800,-
comp63357_c0_seq1,emue14108,_ , 3, -, -, -,  N,-,257,-
comp63357_c0_seq2,emue14109,_ , 1, -, -, -,  N,-,307,-
comp63358_c0_seq1,emue14110,S , 4, -, -, -,  N,-,340,-
comp63358_c0_seq1,emue14111,M , 5, -, -, -,  N,-,126,-
comp63358_c0_seq2,emue14112,M , 5, -, -, -,  N,-,397,-
comp63359_c0_seq1,emue14113,_ , 4, -, -, -,  N,-,137,-
comp63359_c1_seq1,emue14114,_ , 1, -, -, -,  N,-,614,-
comp63360_c0_seq1,emue14115,M , 5, -, -, -,  N,-,374,-
comp63360_c0_seq2,emue14116,_ , 3, -, -, -,  N,-,375,-
comp63361_c0_seq2,emue14117,_ , 2, -, -, -,  N,-,142,-
comp63361_c0_seq4,emue14118,_ , 1, -, -, -,  N,-,716,-
comp63362_c0_seq4,emue14119,S , 2, -, -, -,  N,-,143,-
comp63362_c0_seq8,emue14120,_ , 2, -, -, -,  N,-,681,-
comp63363_c0_seq4,emue14121,M , 5, -, -, -,  N,-,462,-
comp63363_c0_seq5,emue14122,_ , 3, -, -, -,  N,-,537,-
comp63365_c0_seq14,emue14123,_ , 2, -, -, -,  N,-,227,-
comp63365_c0_seq3,emue14124,_ , 4, -, -, -,  N,-,518,-
comp63365_c0_seq5,emue14125,M , 3, -, -, -,  Y,-,453,-
comp63365_c0_seq5,emue14126,_ , 4, -, -, -,  N,-,178,-
comp63366_c0_seq3,emue14127,_ , 2, -, -, -,  N,-,334,-
comp63366_c0_seq3,emue14128,S , 1, -, -, -,  N,-,493,-
comp63367_c0_seq1,emue14129,_ , 3, -, -, -,  N,-,1008,-
comp63367_c0_seq9,emue14130,_ , 3, -, -, -,  N,-,731,-
comp63367_c0_seq9,emue14131,_ , 3, -, -, -,  N,-,202,-
comp63368_c0_seq4,emue14132,S , 2, -, -, -,  N,-,468,-
comp63369_c0_seq1,emue14133,S , 3, hsap562, mmus1198, scer678,  Y,DNAJC19,116,Dnajc15
comp63369_c0_seq1,emue14134,_ , 1, -, -, -,  N,-,199,-
comp63369_c0_seq2,emue14135,M , 3, -, -, -,  Y,-,154,-
comp63371_c0_seq6,emue14136,_ , 4, -, -, -,  N,-,119,-
comp63372_c0_seq1,emue14137,M , 5, -, -, -,  N,-,1123,-
comp63373_c0_seq4,emue14138,_ , 1, -, -, -,  N,-,207,-
comp63373_c0_seq5,emue14139,_ , 1, -, -, -,  N,-,286,-
comp63375_c0_seq1,emue14140,_ , 1, -, -, -,  N,-,572,-
comp63376_c0_seq17,emue14141,S , 4, -, -, -,  N,-,710,-
comp63376_c0_seq4,emue14142,_ , 2, -, -, -,  N,-,1059,-
comp63379_c0_seq1,emue14143,_ , 1, -, -, -,  N,-,217,-
comp63380_c0_seq2,emue14144,_ , 1, -, -, -,  N,-,155,-
comp63380_c0_seq4,emue14145,_ , 1, -, -, -,  N,-,155,-
comp63381_c0_seq1,emue14146,_ , 1, -, -, -,  N,-,447,-
comp63382_c0_seq1,emue14147,_ , 1, -, -, -,  N,-,100,-
comp63382_c0_seq1,emue14148,_ , 2, -, -, -,  N,-,110,-
comp63382_c0_seq3,emue14149,_ , 1, -, -, -,  N,-,100,-
comp63382_c0_seq6,emue14150,_ , 2, -, -, -,  N,-,110,-
comp63384_c1_seq5,emue14151,M , 5, -, -, -,  N,-,184,-
comp63384_c1_seq5,emue14152,S , 4, -, -, -,  N,-,185,-
comp63384_c1_seq6,emue14153,M , 5, -, -, -,  N,-,321,-
comp63385_c0_seq3,emue14154,M , 5, -, -, -,  N,-,901,-
comp63385_c0_seq5,emue14155,S , 3, -, -, -,  N,-,185,-
comp63386_c0_seq1,emue14156,_ , 1, -, -, -,  N,-,426,-
comp63386_c0_seq3,emue14157,_ , 2, -, -, scer153,  Y,-,528,-
comp63386_c0_seq3,emue14158,_ , 2, -, -, -,  N,-,263,-
comp63387_c0_seq1,emue14159,S , 1, -, -, -,  N,-,829,-
comp63388_c0_seq1,emue14160,S , 3, -, -, -,  N,-,141,-
comp63391_c0_seq1,emue14161,M , 5, -, -, -,  N,-,197,-
comp63391_c1_seq2,emue14162,_ , 2, -, -, -,  N,-,122,-
comp63391_c1_seq2,emue14163,M , 5, -, -, -,  N,-,307,-
comp63391_c1_seq6,emue14164,S , 1, -, -, -,  N,-,776,-
comp63393_c0_seq3,emue14165,_ , 4, -, -, -,  N,-,607,-
comp63394_c0_seq1,emue14166,_ , 4, -, -, -,  N,-,139,-
comp63396_c0_seq1,emue14167,_ , 2, -, -, -,  N,-,425,-
comp63398_c0_seq4,emue14168,M , 4, -, -, -,  N,-,254,-
comp63399_c0_seq15,emue14169,_ , 5, -, -, -,  N,-,1124,-
comp63399_c0_seq20,emue14170,_ , 4, -, -, -,  N,-,678,-
comp63399_c0_seq20,emue14171,S , 2, -, -, -,  N,-,293,-
comp63399_c0_seq8,emue14172,_ , 5, -, -, -,  N,-,1089,-
comp63400_c0_seq5,emue14173,_ , 2, -, -, -,  N,-,403,-
comp63401_c0_seq2,emue14174,_ , 2, -, -, -,  N,-,527,-
comp63403_c0_seq13,emue14175,_ , 2, -, -, -,  N,-,614,-
comp63403_c0_seq2,emue14176,M , 5, -, -, -,  N,-,210,-
comp63403_c0_seq2,emue14177,_ , 2, -, -, -,  N,-,340,-
comp63403_c0_seq3,emue14178,M , 5, -, -, -,  N,-,189,-
comp63403_c0_seq6,emue14179,M , 5, -, -, -,  N,-,213,-
comp63404_c0_seq1,emue14180,M , 5, -, -, -,  N,-,862,-
comp63406_c0_seq3,emue14181,_ , 2, -, -, -,  N,-,140,-
comp63406_c0_seq7,emue14182,_ , 2, -, -, -,  N,-,259,-
comp63407_c0_seq1,emue14183,S , 2, -, -, -,  N,-,930,-
comp63407_c0_seq1,emue14184,S , 3, -, -, -,  N,-,341,-
comp63408_c0_seq4,emue14185,_ , 3, -, -, -,  N,-,844,-
comp63410_c0_seq1,emue14186,M , 2, -, -, -,  Y,-,109,-
comp63412_c0_seq3,emue14187,_ , 4, -, -, -,  N,-,782,-
comp63413_c0_seq3,emue14188,_ , 2, -, -, -,  N,-,131,-
comp63414_c0_seq12,emue14189,_ , 4, -, -, -,  N,-,494,-
comp63414_c0_seq12,emue14190,_ , 1, -, -, -,  N,-,116,-
comp63414_c0_seq3,emue14191,_ , 1, -, -, -,  N,-,249,-
comp63414_c0_seq3,emue14192,_ , 4, -, -, -,  N,-,494,-
comp63414_c0_seq6,emue14193,_ , 1, -, -, -,  N,-,116,-
comp63416_c0_seq12,emue14194,_ , 2, -, -, -,  N,-,425,-
comp63416_c0_seq12,emue14195,_ , 1, -, -, -,  N,-,150,-
comp63416_c0_seq7,emue14196,_ , 2, -, -, -,  N,-,570,-
comp63417_c0_seq2,emue14197,_ , 2, -, -, -,  N,-,129,-
comp63417_c0_seq2,emue14198,_ , 1, -, -, -,  N,-,104,-
comp63417_c0_seq2,emue14199,_ , 2, -, -, -,  N,-,222,-
comp63417_c0_seq2,emue14200,M , 4, -, -, -,  N,-,381,-
comp63417_c0_seq4,emue14201,_ , 2, -, -, -,  N,-,222,-
comp63417_c0_seq4,emue14202,_ , 2, -, -, -,  N,-,611,-
comp63418_c1_seq2,emue14203,_ , 4, -, -, -,  N,-,552,-
comp63420_c0_seq14,emue14204,_ , 1, -, -, -,  N,-,224,-
comp63420_c0_seq14,emue14205,_ , 2, -, -, -,  N,-,132,-
comp63420_c0_seq15,emue14206,M , 4, hsap1828, mmus687, -,  Y,DUS2,484,Dus2
comp63420_c0_seq7,emue14207,M , 4, -, -, -,  N,-,472,-
comp63423_c0_seq1,emue14208,_ , 4, -, -, -,  N,-,361,-
comp63424_c0_seq1,emue14209,M , 4, -, -, -,  N,-,198,-
comp63426_c0_seq12,emue14210,_ , 5, -, -, -,  N,-,864,-
comp63426_c0_seq12,emue14211,_ , 3, -, -, -,  N,-,108,-
