transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4182|m.4554,ccan18917,_ , 4, -, -, -,  N,-,169,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4182|m.4556,ccan18918,_ , 1, -, -, -,  N,-,101,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41820|m.31066,ccan18919,_ , 1, -, -, -,  N,-,158,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41821|m.31067,ccan18920,_ , 2, -, -, -,  N,-,127,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41825|m.31070,ccan18921,_ , 2, -, -, -,  N,-,103,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4183|m.4557,ccan18922,_ , 5, -, -, -,  N,-,369,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4183|m.4558,ccan18923,_ , 2, -, -, -,  N,-,283,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41830|m.31071,ccan18924,_ , 2, -, -, -,  N,-,377,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41835|m.31074,ccan18925,_ , 1, hsap1582, -, -,  Y,VWA8,878,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41836|m.31076,ccan18926,_ , 2, -, -, -,  N,-,274,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4184|m.4559,ccan18927,_ , 3, -, -, -,  N,-,423,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41843|m.31078,ccan18928,S , 1, -, -, -,  N,-,291,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41846|m.31079,ccan18929,_ , 2, -, -, -,  N,-,99,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4185|m.4560,ccan18930,_ , 2, -, -, -,  N,-,146,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41853|m.31080,ccan18931,_ , 2, -, -, -,  N,-,253,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41856|m.31081,ccan18932,_ , 4, -, -, -,  N,-,160,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41860|m.31085,ccan18933,_ , 5, -, -, -,  N,-,149,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41862|m.31086,ccan18934,_ , 3, -, -, -,  N,-,172,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41866|m.31088,ccan18935,_ , 5, -, -, -,  N,-,355,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41866|m.31089,ccan18936,M , 4, -, -, -,  N,-,310,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41874|m.31093,ccan18937,_ , 4, -, -, -,  N,-,110,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41876|m.31094,ccan18938,_ , 2, -, -, -,  N,-,100,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4188|m.4562,ccan18939,_ , 3, -, -, -,  N,-,158,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41882|m.31095,ccan18940,_ , 1, -, -, -,  N,-,140,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41884|m.31096,ccan18941,_ , 2, -, -, -,  N,-,546,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41885|m.31097,ccan18942,_ , 2, -, -, -,  N,-,507,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4189|m.4563,ccan18943,_ , 1, -, -, -,  N,-,169,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41890|m.31102,ccan18944,_ , 3, -, -, -,  N,-,308,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41890|m.31103,ccan18945,_ , 4, -, -, -,  N,-,305,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41891|m.31108,ccan18946,_ , 2, -, -, -,  N,-,304,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41896|m.31110,ccan18947,_ , 2, -, -, -,  N,-,431,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41897|m.31111,ccan18948,_ , 5, -, -, -,  N,-,107,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41899|m.31112,ccan18949,_ , 5, -, -, -,  N,-,107,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_419|m.493,ccan18950,_ , 5, -, -, -,  N,-,317,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_419|m.492,ccan18951,_ , 5, -, -, -,  N,-,603,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4190|m.4564,ccan18952,S , 5, -, -, scer626,  Y,-,191,-,GPM1
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41908|m.31119,ccan18953,_ , 4, -, -, -,  N,-,262,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41909|m.31120,ccan18954,_ , 3, -, -, -,  N,-,131,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4191|m.4565,ccan18955,_ , 3, -, -, -,  N,-,211,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41913|m.31121,ccan18956,_ , 1, -, -, -,  N,-,787,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41915|m.31123,ccan18957,_ , 1, -, -, -,  N,-,150,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41916|m.31125,ccan18958,M , 4, -, -, -,  N,-,121,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41917|m.31127,ccan18959,_ , 3, -, -, -,  N,-,137,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41921|m.31132,ccan18960,_ , 1, -, -, -,  N,-,476,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41922|m.31133,ccan18961,_ , 1, -, -, -,  N,-,126,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41923|m.31134,ccan18962,_ , 1, -, -, -,  N,-,178,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41929|m.31136,ccan18963,_ , 1, -, -, -,  N,-,99,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41930|m.31137,ccan18964,_ , 2, -, -, -,  N,-,105,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41931|m.31138,ccan18965,_ , 4, -, -, -,  N,-,215,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41938|m.31141,ccan18966,_ , 1, -, -, -,  N,-,226,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41944|m.31144,ccan18967,_ , 1, -, -, -,  N,-,100,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41945|m.31145,ccan18968,_ , 2, -, -, -,  N,-,235,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41949|m.31148,ccan18969,_ , 2, -, -, -,  N,-,99,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41950|m.31149,ccan18970,_ , 2, -, -, -,  N,-,275,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41951|m.31150,ccan18971,_ , 1, -, -, -,  N,-,157,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4196|m.4566,ccan18972,_ , 1, -, -, -,  N,-,251,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41964|m.31155,ccan18973,_ , 1, -, -, -,  N,-,269,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41966|m.31156,ccan18974,_ , 3, -, -, -,  N,-,238,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41969|m.31157,ccan18975,_ , 2, -, -, -,  N,-,184,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4197|m.4567,ccan18976,_ , 1, -, -, -,  N,-,216,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41970|m.31158,ccan18977,_ , 2, -, -, -,  N,-,177,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41971|m.31159,ccan18978,_ , 2, -, -, -,  N,-,221,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41975|m.31162,ccan18979,M , 5, -, -, -,  N,-,114,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41979|m.31163,ccan18980,S , 4, -, -, -,  N,-,113,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4198|m.4568,ccan18981,_ , 1, -, -, -,  N,-,1192,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41988|m.31169,ccan18982,_ , 2, -, -, -,  N,-,216,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41989|m.31171,ccan18983,M , 5, -, -, -,  N,-,187,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4199|m.4569,ccan18984,_ , 3, -, -, -,  N,-,111,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_41996|m.31172,ccan18985,_ , 2, -, -, -,  N,-,149,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_420|m.495,ccan18986,S , 4, hsap1989, mmus1077, -,  Y,SLC25A10,135,Slc25a10,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4200|m.4570,ccan18987,S , 5, -, -, -,  N,-,126,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42006|m.31174,ccan18988,_ , 5, -, -, -,  N,-,514,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42011|m.31175,ccan18989,_ , 2, -, -, -,  N,-,383,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42013|m.31177,ccan18990,_ , 4, -, -, -,  N,-,107,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42017|m.31178,ccan18991,_ , 1, -, -, -,  N,-,118,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42019|m.31179,ccan18992,_ , 1, -, -, -,  N,-,139,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4202|m.4572,ccan18993,_ , 3, -, -, -,  N,-,187,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4202|m.4571,ccan18994,_ , 2, -, -, -,  N,-,286,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42022|m.31180,ccan18995,_ , 2, -, -, -,  N,-,103,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42026|m.31183,ccan18996,M , 3, -, -, -,  N,-,562,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42029|m.31184,ccan18997,_ , 4, -, -, -,  N,-,104,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42035|m.31187,ccan18998,_ , 5, -, -, -,  N,-,192,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42039|m.31189,ccan18999,_ , 1, -, -, -,  N,-,120,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4204|m.4573,ccan19000,M , 3, -, -, -,  Y,-,739,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42040|m.31190,ccan19001,_ , 2, -, -, -,  N,-,120,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42042|m.31191,ccan19002,S , 1, -, -, -,  N,-,99,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42044|m.31192,ccan19003,_ , 1, -, -, -,  N,-,207,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42060|m.31199,ccan19004,_ , 2, -, -, -,  N,-,183,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42062|m.31202,ccan19005,_ , 3, -, -, -,  N,-,272,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42065|m.31203,ccan19006,_ , 1, -, -, -,  N,-,104,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42069|m.31204,ccan19007,S , 4, -, -, -,  N,-,103,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42071|m.31205,ccan19008,S , 1, -, -, -,  N,-,153,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42074|m.31206,ccan19009,_ , 1, -, -, -,  N,-,125,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42076|m.31207,ccan19010,_ , 3, -, -, -,  N,-,134,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42079|m.31209,ccan19011,S , 1, -, -, -,  N,-,171,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42084|m.31211,ccan19012,_ , 4, -, -, -,  N,-,236,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42085|m.31212,ccan19013,S , 1, -, -, -,  N,-,174,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42091|m.31217,ccan19014,_ , 3, -, -, -,  N,-,104,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42092|m.31218,ccan19015,M , 4, -, -, -,  N,-,135,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42094|m.31219,ccan19016,_ , 1, -, -, -,  N,-,282,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42099|m.31222,ccan19017,_ , 1, -, -, -,  N,-,377,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42100|m.31224,ccan19018,_ , 1, -, -, -,  N,-,103,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42102|m.31226,ccan19019,_ , 1, -, -, -,  N,-,132,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42106|m.31228,ccan19020,_ , 2, -, -, -,  N,-,131,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42108|m.31230,ccan19021,S , 2, -, -, -,  N,-,311,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42108|m.31231,ccan19022,_ , 4, -, -, -,  N,-,310,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42109|m.31232,ccan19023,_ , 4, -, -, -,  N,-,180,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4211|m.4577,ccan19024,_ , 1, -, -, -,  N,-,389,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4211|m.4578,ccan19025,_ , 1, -, -, -,  N,-,170,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42111|m.31234,ccan19026,_ , 3, -, -, -,  N,-,122,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42112|m.31235,ccan19027,_ , 1, -, -, -,  N,-,116,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42113|m.31236,ccan19028,_ , 2, -, -, -,  N,-,127,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42115|m.31237,ccan19029,M , 3, -, -, -,  Y,-,200,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42116|m.31238,ccan19030,_ , 3, -, -, -,  N,-,104,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42122|m.31241,ccan19031,_ , 2, -, -, -,  N,-,226,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42124|m.31243,ccan19032,_ , 1, -, -, -,  N,-,213,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42126|m.31244,ccan19033,_ , 4, -, -, -,  N,-,130,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4213|m.4581,ccan19034,_ , 2, -, -, -,  N,-,283,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42137|m.31248,ccan19035,_ , 3, -, -, scer65,  Y,-,114,-,MRPS9
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42143|m.31250,ccan19036,_ , 3, -, -, -,  N,-,465,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42148|m.31256,ccan19037,_ , 1, -, -, -,  N,-,128,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4215|m.4582,ccan19038,S , 1, -, -, -,  N,-,159,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42150|m.31257,ccan19039,_ , 2, -, -, -,  N,-,283,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42152|m.31260,ccan19040,_ , 2, -, -, -,  N,-,227,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42153|m.31262,ccan19041,_ , 1, -, -, -,  N,-,151,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4216|m.4583,ccan19042,M , 4, -, -, -,  N,-,831,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42166|m.31264,ccan19043,S , 2, -, -, -,  N,-,106,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4218|m.4584,ccan19044,_ , 1, -, -, -,  N,-,146,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42181|m.31268,ccan19045,_ , 2, -, -, -,  N,-,656,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42182|m.31270,ccan19046,_ , 2, -, -, -,  N,-,105,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42185|m.31272,ccan19047,_ , 2, -, -, -,  N,-,99,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42187|m.31273,ccan19048,_ , 2, -, -, -,  N,-,349,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4219|m.4585,ccan19049,_ , 1, -, -, -,  N,-,214,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42192|m.31275,ccan19050,S , 2, -, -, -,  N,-,508,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42196|m.31276,ccan19051,_ , 3, -, -, -,  N,-,119,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42199|m.31277,ccan19052,_ , 1, -, -, -,  N,-,177,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_422|m.496,ccan19053,_ , 1, -, -, -,  N,-,103,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4220|m.4586,ccan19054,S , 5, -, -, -,  N,-,136,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4220|m.4587,ccan19055,S , 1, -, -, -,  N,-,124,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42208|m.31279,ccan19056,_ , 3, -, -, -,  N,-,132,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42209|m.31280,ccan19057,_ , 4, -, -, -,  N,-,130,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42214|m.31282,ccan19058,_ , 5, -, -, -,  N,-,199,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42217|m.31283,ccan19059,S , 1, -, -, -,  N,-,161,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42219|m.31287,ccan19060,M , 3, -, -, -,  Y,-,108,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42220|m.31288,ccan19061,_ , 2, -, -, -,  N,-,140,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42221|m.31289,ccan19062,_ , 2, -, -, -,  N,-,100,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42229|m.31291,ccan19063,_ , 1, -, -, -,  N,-,102,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42238|m.31295,ccan19064,S , 1, -, -, -,  N,-,105,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4224|m.4589,ccan19065,_ , 4, -, -, -,  N,-,254,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42241|m.31296,ccan19066,_ , 5, -, -, -,  N,-,105,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42243|m.31297,ccan19067,_ , 1, -, -, -,  N,-,172,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42247|m.31299,ccan19068,_ , 1, -, -, -,  N,-,462,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4225|m.4590,ccan19069,_ , 2, -, -, -,  N,-,109,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42251|m.31300,ccan19070,M , 5, -, -, -,  N,-,458,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42255|m.31303,ccan19071,_ , 2, -, -, -,  N,-,293,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42262|m.31304,ccan19072,S , 1, -, -, -,  N,-,146,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42264|m.31306,ccan19073,_ , 4, -, -, -,  N,-,120,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42266|m.31309,ccan19074,S , 1, -, -, -,  N,-,140,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42269|m.31310,ccan19075,_ , 2, -, -, -,  N,-,358,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42272|m.31314,ccan19076,_ , 3, -, -, -,  N,-,285,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42279|m.31319,ccan19077,_ , 2, -, -, -,  N,-,148,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4228|m.4592,ccan19078,_ , 3, -, -, -,  N,-,136,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4228|m.4591,ccan19079,S , 4, -, -, -,  N,-,182,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4229|m.4593,ccan19080,M , 3, -, -, -,  Y,-,142,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42293|m.31332,ccan19081,_ , 1, -, -, -,  N,-,187,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42294|m.31333,ccan19082,_ , 2, -, -, -,  N,-,135,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42294|m.31334,ccan19083,M , 2, -, -, -,  Y,-,109,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42297|m.31335,ccan19084,S , 5, -, -, -,  N,-,297,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_423|m.497,ccan19085,_ , 2, -, -, -,  N,-,110,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4230|m.4594,ccan19086,_ , 4, -, -, -,  N,-,378,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42300|m.31336,ccan19087,_ , 3, -, -, -,  N,-,138,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42302|m.31337,ccan19088,_ , 5, -, -, -,  N,-,137,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42303|m.31339,ccan19089,_ , 3, -, -, -,  N,-,187,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42303|m.31340,ccan19090,_ , 2, -, -, -,  N,-,170,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42308|m.31343,ccan19091,_ , 2, -, -, -,  N,-,280,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4231|m.4600,ccan19092,_ , 5, -, -, -,  N,-,103,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4231|m.4595,ccan19093,_ , 5, -, -, -,  N,-,615,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4231|m.4597,ccan19094,M , 5, hsap1622, mmus1115, scer190,  Y,DLST,257,Dlst,KGD2
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_4231|m.4596,ccan19095,M , 1, -, -, -,  Y,-,376,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_42310|m.31344,ccan19096,_ , 4, -, -, -,  N,-,509,-,-
