transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
comp36441_c1_seq16,ocar12471,_ , 5, -, -, -,  N,-,282,-,-
comp36441_c1_seq16,ocar12472,_ , 3, -, -, -,  N,-,113,-,-
comp36441_c1_seq2,ocar12473,_ , 2, -, -, -,  N,-,924,-,-
comp36443_c0_seq1,ocar12474,_ , 1, -, -, -,  N,-,100,-,-
comp36445_c0_seq1,ocar12475,_ , 2, -, -, -,  N,-,851,-,-
comp36445_c0_seq7,ocar12476,_ , 4, -, -, -,  N,-,317,-,-
comp36446_c1_seq1,ocar12477,S , 3, hsap443, mmus508, scer846,  Y,SLC25A26,272,Slc25a26,PET8
comp36446_c1_seq2,ocar12478,_ , 1, -, -, -,  N,-,1085,-,-
comp36446_c1_seq5,ocar12479,_ , 3, hsap444, -, -,  Y,SLC25A26,180,-,-
comp36446_c1_seq5,ocar12480,S , 4, -, -, -,  N,-,119,-,-
comp36447_c0_seq5,ocar12481,_ , 2, -, -, -,  N,-,676,-,-
comp36449_c0_seq1,ocar12482,_ , 2, -, -, -,  N,-,133,-,-
comp36449_c0_seq2,ocar12483,_ , 2, -, -, -,  N,-,155,-,-
comp36450_c0_seq15,ocar12484,_ , 2, -, -, -,  N,-,468,-,-
comp36450_c0_seq3,ocar12485,_ , 2, -, -, -,  N,-,410,-,-
comp36450_c0_seq8,ocar12486,_ , 2, -, -, -,  N,-,141,-,-
comp36450_c0_seq8,ocar12487,M , 3, -, -, -,  Y,-,121,-,-
comp36451_c0_seq1,ocar12488,M , 2, -, -, -,  Y,-,369,-,-
comp36452_c0_seq17,ocar12489,_ , 2, -, -, -,  N,-,482,-,-
comp36452_c0_seq6,ocar12490,_ , 2, -, -, -,  N,-,138,-,-
comp36453_c0_seq6,ocar12491,_ , 3, -, -, -,  N,-,300,-,-
comp36455_c0_seq4,ocar12492,_ , 3, -, -, -,  N,-,495,-,-
comp36458_c0_seq1,ocar12493,_ , 3, -, -, -,  N,-,592,-,-
comp36459_c0_seq1,ocar12494,M , 5, -, -, -,  N,-,555,-,-
comp36460_c0_seq1,ocar12495,_ , 3, -, -, -,  N,-,387,-,-
comp36460_c0_seq2,ocar12496,_ , 2, -, -, -,  N,-,140,-,-
comp36460_c0_seq4,ocar12497,_ , 4, -, -, -,  N,-,356,-,-
comp36460_c0_seq7,ocar12498,_ , 3, -, -, -,  N,-,124,-,-
comp36460_c0_seq8,ocar12499,_ , 3, -, -, -,  N,-,155,-,-
comp36461_c0_seq6,ocar12500,_ , 2, -, -, -,  N,-,558,-,-
comp36461_c0_seq9,ocar12501,_ , 2, -, -, -,  N,-,941,-,-
comp36462_c0_seq3,ocar12502,S , 2, -, -, -,  N,-,794,-,-
comp36463_c0_seq2,ocar12503,_ , 2, -, -, -,  N,-,358,-,-
comp36465_c0_seq4,ocar12504,_ , 1, -, -, -,  N,-,134,-,-
comp36465_c0_seq4,ocar12505,M , 4, -, -, -,  N,-,196,-,-
comp36465_c0_seq5,ocar12506,_ , 2, -, -, -,  N,-,372,-,-
comp36465_c0_seq8,ocar12507,_ , 2, -, -, -,  N,-,207,-,-
comp36465_c0_seq8,ocar12508,_ , 1, -, -, -,  N,-,134,-,-
comp36466_c0_seq1,ocar12509,_ , 1, -, -, -,  N,-,719,-,-
comp36468_c0_seq1,ocar12510,M , 2, hsap1269, mmus1205, -,  Y,CHCHD1,111,Chchd1,-
comp36470_c0_seq3,ocar12511,S , 1, -, -, -,  N,-,223,-,-
comp36472_c0_seq1,ocar12512,_ , 2, -, -, -,  N,-,552,-,-
comp36472_c0_seq4,ocar12513,_ , 2, -, -, -,  N,-,383,-,-
comp36472_c0_seq6,ocar12514,_ , 2, -, -, -,  N,-,119,-,-
comp36474_c0_seq1,ocar12515,_ , 1, -, -, -,  N,-,342,-,-
comp36474_c1_seq1,ocar12516,S , 2, -, -, -,  N,-,194,-,-
comp36474_c1_seq3,ocar12517,_ , 2, -, -, -,  N,-,973,-,-
comp36475_c0_seq2,ocar12518,_ , 5, -, -, -,  N,-,109,-,-
comp36476_c0_seq3,ocar12519,_ , 1, -, -, -,  N,-,118,-,-
comp36476_c0_seq4,ocar12520,_ , 2, -, -, -,  N,-,132,-,-
comp36476_c0_seq5,ocar12521,_ , 1, -, -, -,  N,-,113,-,-
comp36478_c0_seq1,ocar12522,M , 5, -, -, -,  N,-,610,-,-
comp36479_c0_seq1,ocar12523,S , 1, -, -, -,  N,-,337,-,-
comp36480_c0_seq2,ocar12524,M , 4, -, -, -,  N,-,513,-,-
comp36482_c0_seq1,ocar12525,_ , 3, -, -, -,  N,-,100,-,-
comp36482_c0_seq1,ocar12526,_ , 3, -, -, -,  N,-,217,-,-
comp36483_c0_seq3,ocar12527,_ , 2, -, -, -,  N,-,250,-,-
comp36483_c0_seq3,ocar12528,_ , 3, -, -, -,  N,-,289,-,-
comp36483_c0_seq4,ocar12529,_ , 2, -, -, -,  N,-,250,-,-
comp36483_c0_seq4,ocar12530,_ , 3, -, -, -,  N,-,289,-,-
comp36483_c0_seq5,ocar12531,_ , 3, -, -, -,  N,-,289,-,-
comp36483_c0_seq5,ocar12532,_ , 2, -, -, -,  N,-,250,-,-
comp36485_c0_seq11,ocar12533,_ , 1, -, -, -,  N,-,115,-,-
comp36485_c0_seq11,ocar12534,_ , 5, -, -, -,  N,-,549,-,-
comp36485_c0_seq21,ocar12535,_ , 5, -, -, -,  N,-,549,-,-
comp36485_c0_seq21,ocar12536,_ , 4, -, -, -,  N,-,153,-,-
comp36485_c0_seq21,ocar12537,_ , 1, -, -, -,  N,-,190,-,-
comp36485_c0_seq5,ocar12538,_ , 1, -, -, -,  N,-,640,-,-
comp36485_c0_seq7,ocar12539,_ , 5, hsap2042, mmus612, -,  Y,CEP89,869,Cep89,-
comp36486_c1_seq3,ocar12540,_ , 1, -, -, -,  N,-,524,-,-
comp36486_c1_seq3,ocar12541,_ , 3, -, -, -,  N,-,100,-,-
comp36486_c1_seq3,ocar12542,_ , 3, -, -, -,  N,-,283,-,-
comp36486_c1_seq4,ocar12543,_ , 3, -, -, -,  N,-,203,-,-
comp36486_c1_seq4,ocar12544,_ , 5, -, -, -,  N,-,601,-,-
comp36486_c1_seq8,ocar12545,_ , 3, -, -, -,  N,-,908,-,-
comp36487_c1_seq1,ocar12546,S , 1, -, -, -,  N,-,219,-,-
comp36489_c0_seq4,ocar12547,_ , 1, -, -, -,  N,-,132,-,-
comp36490_c0_seq3,ocar12548,S , 1, -, -, -,  N,-,1096,-,-
comp36491_c0_seq1,ocar12549,_ , 4, -, -, -,  N,-,758,-,-
comp36493_c0_seq1,ocar12550,_ , 3, -, -, -,  N,-,542,-,-
comp36494_c0_seq12,ocar12551,S , 1, -, -, -,  N,-,509,-,-
comp36494_c0_seq3,ocar12552,_ , 5, -, -, -,  N,-,365,-,-
comp36494_c0_seq7,ocar12553,_ , 1, -, -, -,  N,-,745,-,-
comp36496_c0_seq34,ocar12554,M , 4, -, -, -,  N,-,383,-,-
comp36496_c0_seq42,ocar12555,M , 4, -, -, -,  N,-,832,-,-
comp36497_c0_seq1,ocar12556,S , 5, -, -, -,  N,-,291,-,-
comp36498_c0_seq1,ocar12557,S , 3, -, -, -,  N,-,1316,-,-
comp36499_c0_seq1,ocar12558,_ , 3, -, -, -,  N,-,446,-,-
comp36500_c0_seq2,ocar12559,_ , 2, -, -, -,  N,-,139,-,-
comp36500_c0_seq3,ocar12560,_ , 2, -, -, -,  N,-,129,-,-
comp36501_c0_seq2,ocar12561,S , 1, -, -, -,  N,-,296,-,-
comp36502_c0_seq4,ocar12562,S , 2, -, -, -,  N,-,106,-,-
comp36502_c0_seq5,ocar12563,_ , 1, -, -, -,  N,-,234,-,-
comp36505_c0_seq3,ocar12564,_ , 5, -, -, -,  N,-,1899,-,-
comp36506_c0_seq10,ocar12565,_ , 3, -, -, -,  N,-,482,-,-
comp36506_c0_seq10,ocar12566,S , 2, -, -, -,  N,-,352,-,-
comp36506_c0_seq2,ocar12567,M , 5, -, -, -,  N,-,915,-,-
comp36507_c0_seq1,ocar12568,S , 2, -, -, -,  N,-,115,-,-
comp36507_c0_seq3,ocar12569,S , 2, -, -, -,  N,-,115,-,-
comp36508_c0_seq10,ocar12570,_ , 1, -, -, -,  N,-,165,-,-
comp36508_c0_seq10,ocar12571,_ , 1, -, -, -,  N,-,185,-,-
comp36508_c0_seq10,ocar12572,_ , 2, -, -, -,  N,-,412,-,-
comp36508_c0_seq2,ocar12573,_ , 3, -, -, -,  N,-,904,-,-
comp36508_c0_seq8,ocar12574,_ , 3, -, -, -,  N,-,194,-,-
comp36510_c0_seq12,ocar12575,_ , 1, -, -, -,  N,-,519,-,-
comp36510_c0_seq20,ocar12576,_ , 1, -, -, -,  N,-,190,-,-
comp36510_c0_seq20,ocar12577,_ , 4, -, -, -,  N,-,247,-,-
comp36510_c0_seq20,ocar12578,_ , 2, -, -, -,  N,-,100,-,-
comp36510_c0_seq28,ocar12579,_ , 2, -, -, -,  N,-,192,-,-
comp36512_c1_seq1,ocar12580,_ , 2, -, -, -,  N,-,171,-,-
comp36512_c1_seq1,ocar12581,_ , 3, -, -, -,  N,-,231,-,-
comp36512_c1_seq1,ocar12582,_ , 3, -, -, -,  N,-,308,-,-
comp36512_c1_seq1,ocar12583,_ , 4, -, -, -,  N,-,179,-,-
comp36512_c1_seq4,ocar12584,_ , 4, -, -, -,  N,-,179,-,-
comp36512_c1_seq4,ocar12585,_ , 3, -, -, -,  N,-,525,-,-
comp36512_c1_seq7,ocar12586,_ , 4, -, -, -,  N,-,179,-,-
comp36512_c1_seq7,ocar12587,_ , 3, -, -, -,  N,-,308,-,-
comp36512_c1_seq7,ocar12588,_ , 3, -, -, -,  N,-,231,-,-
comp36513_c0_seq1,ocar12589,_ , 2, -, -, -,  N,-,522,-,-
comp36513_c0_seq11,ocar12590,_ , 1, -, -, -,  N,-,249,-,-
comp36513_c0_seq12,ocar12591,_ , 1, -, -, -,  N,-,249,-,-
comp36513_c0_seq8,ocar12592,_ , 1, -, -, -,  N,-,249,-,-
comp36517_c0_seq3,ocar12593,S , 2, -, -, -,  N,-,433,-,-
comp36520_c0_seq13,ocar12594,_ , 2, -, -, -,  N,-,359,-,-
comp36520_c0_seq19,ocar12595,_ , 2, -, -, -,  N,-,137,-,-
comp36520_c0_seq30,ocar12596,_ , 2, -, -, -,  N,-,137,-,-
comp36520_c0_seq31,ocar12597,_ , 1, -, -, -,  N,-,148,-,-
comp36520_c0_seq36,ocar12598,_ , 1, -, -, -,  N,-,148,-,-
comp36520_c0_seq4,ocar12599,_ , 1, -, -, -,  N,-,211,-,-
comp36521_c0_seq1,ocar12600,M , 5, -, -, -,  N,-,805,-,-
comp36522_c0_seq1,ocar12601,M , 2, -, -, -,  Y,-,406,-,-
comp36522_c0_seq1,ocar12602,_ , 4, -, -, -,  N,-,178,-,-
comp36522_c0_seq1,ocar12603,_ , 3, -, -, -,  N,-,138,-,-
comp36525_c0_seq2,ocar12604,S , 3, -, -, -,  N,-,407,-,-
comp36526_c0_seq1,ocar12605,_ , 1, -, -, -,  N,-,122,-,-
comp36526_c0_seq1,ocar12606,_ , 1, -, -, -,  N,-,149,-,-
comp36526_c0_seq11,ocar12607,_ , 1, -, -, -,  N,-,131,-,-
comp36526_c0_seq13,ocar12608,_ , 1, -, -, -,  N,-,131,-,-
comp36526_c0_seq14,ocar12609,_ , 2, -, -, -,  N,-,162,-,-
comp36526_c0_seq14,ocar12610,_ , 1, -, -, -,  N,-,131,-,-
comp36526_c0_seq16,ocar12611,_ , 1, -, -, -,  N,-,149,-,-
comp36526_c0_seq16,ocar12612,_ , 1, -, -, -,  N,-,131,-,-
comp36526_c0_seq17,ocar12613,_ , 1, -, -, -,  N,-,122,-,-
comp36526_c0_seq18,ocar12614,_ , 1, -, -, -,  N,-,122,-,-
comp36526_c0_seq19,ocar12615,_ , 1, -, -, -,  N,-,131,-,-
comp36526_c0_seq2,ocar12616,_ , 1, -, -, -,  N,-,184,-,-
comp36526_c0_seq2,ocar12617,_ , 1, -, -, -,  N,-,131,-,-
comp36526_c0_seq24,ocar12618,_ , 1, -, -, -,  N,-,131,-,-
comp36526_c0_seq27,ocar12619,_ , 1, -, -, -,  N,-,122,-,-
comp36526_c0_seq29,ocar12620,_ , 1, -, -, -,  N,-,122,-,-
comp36526_c0_seq29,ocar12621,_ , 2, -, -, -,  N,-,162,-,-
comp36526_c0_seq4,ocar12622,_ , 1, -, -, -,  N,-,184,-,-
comp36526_c0_seq4,ocar12623,_ , 1, -, -, -,  N,-,122,-,-
comp36526_c0_seq8,ocar12624,_ , 1, -, -, -,  N,-,131,-,-
comp36527_c0_seq3,ocar12625,S , 3, -, -, -,  N,-,500,-,-
comp36528_c1_seq12,ocar12626,_ , 3, -, -, -,  N,-,111,-,-
comp36528_c1_seq29,ocar12627,_ , 3, -, -, -,  N,-,737,-,-
comp36528_c1_seq9,ocar12628,S , 4, -, -, -,  N,-,125,-,-
comp36530_c0_seq1,ocar12629,_ , 2, -, -, -,  N,-,356,-,-
comp36532_c0_seq4,ocar12630,M , 5, -, -, -,  N,-,316,-,-
comp36532_c0_seq8,ocar12631,_ , 2, -, -, -,  N,-,160,-,-
comp36533_c0_seq11,ocar12632,_ , 2, -, -, -,  N,-,493,-,-
comp36533_c0_seq11,ocar12633,M , 3, -, -, -,  Y,-,122,-,-
comp36533_c0_seq5,ocar12634,_ , 2, -, -, -,  N,-,270,-,-
comp36533_c0_seq5,ocar12635,M , 3, -, -, -,  Y,-,122,-,-
comp36533_c0_seq5,ocar12636,_ , 2, -, -, -,  N,-,218,-,-
comp36534_c0_seq1,ocar12637,_ , 2, -, -, -,  N,-,121,-,-
comp36536_c0_seq1,ocar12638,_ , 1, -, -, -,  N,-,266,-,-
comp36537_c0_seq1,ocar12639,_ , 1, -, -, -,  N,-,327,-,-
comp36538_c0_seq6,ocar12640,_ , 2, -, -, -,  N,-,1398,-,-
comp36539_c0_seq1,ocar12641,S , 2, -, -, -,  N,-,222,-,-
comp36540_c0_seq17,ocar12642,_ , 4, -, -, -,  N,-,207,-,-
comp36540_c0_seq17,ocar12643,_ , 2, -, -, -,  N,-,182,-,-
comp36540_c0_seq17,ocar12644,_ , 5, -, -, -,  N,-,216,-,-
comp36540_c0_seq23,ocar12645,M , 3, -, -, -,  Y,-,247,-,-
comp36540_c0_seq27,ocar12646,M , 5, -, -, -,  N,-,465,-,-
comp36540_c0_seq28,ocar12647,_ , 2, -, -, -,  N,-,380,-,-
comp36540_c0_seq28,ocar12648,_ , 2, -, -, -,  N,-,174,-,-
comp36540_c0_seq28,ocar12649,_ , 1, -, -, -,  N,-,120,-,-
comp36540_c0_seq32,ocar12650,_ , 2, -, -, -,  N,-,380,-,-
comp36540_c0_seq32,ocar12651,_ , 4, -, -, -,  N,-,207,-,-
comp36540_c0_seq4,ocar12652,_ , 2, -, -, -,  N,-,182,-,-
comp36540_c0_seq4,ocar12653,_ , 2, -, -, -,  N,-,331,-,-
comp36540_c0_seq4,ocar12654,M , 1, -, -, -,  Y,-,185,-,-
comp36540_c0_seq4,ocar12655,_ , 5, -, -, -,  N,-,216,-,-
comp36540_c0_seq5,ocar12656,_ , 2, -, -, -,  N,-,333,-,-
comp36540_c0_seq5,ocar12657,M , 3, -, -, -,  Y,-,247,-,-
comp36540_c0_seq7,ocar12658,_ , 1, -, -, -,  N,-,120,-,-
comp36540_c0_seq7,ocar12659,S , 1, -, -, -,  N,-,306,-,-
comp36540_c0_seq9,ocar12660,M , 3, -, -, -,  Y,-,247,-,-
comp36540_c0_seq9,ocar12661,_ , 2, -, -, -,  N,-,193,-,-
comp36541_c0_seq1,ocar12662,_ , 1, -, -, -,  N,-,381,-,-
comp36541_c0_seq2,ocar12663,S , 3, -, -, -,  N,-,191,-,-
comp36541_c0_seq3,ocar12664,_ , 1, -, -, -,  N,-,278,-,-
comp36541_c0_seq3,ocar12665,_ , 2, -, -, -,  N,-,126,-,-
comp36541_c0_seq4,ocar12666,_ , 1, -, -, -,  N,-,233,-,-
comp36541_c0_seq4,ocar12667,S , 1, -, -, -,  N,-,252,-,-
comp36541_c0_seq6,ocar12668,S , 3, -, -, -,  N,-,194,-,-
comp36541_c0_seq6,ocar12669,_ , 1, -, -, -,  N,-,233,-,-
comp36542_c0_seq3,ocar12670,M , 4, -, -, -,  N,-,352,-,-
comp36542_c0_seq3,ocar12671,_ , 2, -, -, -,  N,-,286,-,-
comp36542_c0_seq3,ocar12672,_ , 2, -, -, -,  N,-,176,-,-
comp36542_c0_seq4,ocar12673,M , 4, -, -, -,  N,-,337,-,-
comp36542_c0_seq4,ocar12674,_ , 2, -, -, -,  N,-,563,-,-
comp36543_c0_seq5,ocar12675,_ , 2, -, -, -,  N,-,141,-,-
comp36544_c0_seq1,ocar12676,_ , 2, -, -, -,  N,-,113,-,-
comp36544_c0_seq2,ocar12677,_ , 1, -, -, -,  N,-,195,-,-
comp36544_c0_seq3,ocar12678,_ , 1, -, -, -,  N,-,195,-,-
comp36545_c0_seq33,ocar12679,_ , 3, -, -, -,  N,-,237,-,-
comp36545_c0_seq33,ocar12680,M , 2, -, -, -,  Y,-,256,-,-
comp36545_c0_seq33,ocar12681,_ , 1, -, -, -,  N,-,269,-,-
comp36545_c0_seq33,ocar12682,_ , 2, -, -, -,  N,-,403,-,-
comp36545_c0_seq35,ocar12683,M , 2, -, -, -,  Y,-,256,-,-
comp36545_c0_seq35,ocar12684,M , 3, hsap756, mmus800, scer369,  Y,MTO1,659,Mto1,MTO1
comp36545_c0_seq35,ocar12685,M , 5, -, -, -,  N,-,263,-,-
comp36545_c0_seq35,ocar12686,_ , 1, -, -, -,  N,-,269,-,-
comp36545_c0_seq6,ocar12687,_ , 1, -, -, -,  N,-,571,-,-
comp36545_c0_seq6,ocar12688,M , 2, -, -, -,  Y,-,256,-,-
comp36545_c0_seq6,ocar12689,_ , 1, -, -, -,  N,-,537,-,-
comp36545_c0_seq7,ocar12690,_ , 1, -, -, -,  N,-,535,-,-
comp36545_c0_seq7,ocar12691,M , 2, -, -, scer58,  Y,-,256,-,YSA1
comp36545_c0_seq7,ocar12692,_ , 1, -, -, -,  N,-,537,-,-
comp36546_c0_seq1,ocar12693,S , 2, -, -, -,  N,-,185,-,-
comp36546_c0_seq1,ocar12694,M , 3, -, -, -,  Y,-,269,-,-
comp36546_c0_seq2,ocar12695,M , 3, -, -, -,  Y,-,269,-,-
comp36546_c0_seq2,ocar12696,S , 2, -, -, -,  N,-,326,-,-
comp36548_c0_seq4,ocar12697,_ , 3, -, -, -,  N,-,156,-,-
comp36551_c0_seq1,ocar12698,M , 3, -, -, -,  Y,-,134,-,-
comp36552_c2_seq1,ocar12699,_ , 4, -, -, -,  N,-,287,-,-
comp36552_c2_seq1,ocar12700,_ , 4, -, -, -,  N,-,139,-,-
comp36552_c2_seq1,ocar12701,_ , 5, -, -, -,  N,-,576,-,-
comp36552_c2_seq1,ocar12702,_ , 4, -, -, -,  N,-,674,-,-
comp36552_c2_seq18,ocar12703,_ , 4, -, -, -,  N,-,139,-,-
comp36552_c2_seq18,ocar12704,_ , 4, -, -, -,  N,-,139,-,-
comp36552_c2_seq18,ocar12705,_ , 5, -, -, -,  N,-,552,-,-
comp36552_c2_seq18,ocar12706,_ , 4, -, -, -,  N,-,746,-,-
comp36552_c2_seq21,ocar12707,_ , 4, -, -, -,  N,-,139,-,-
comp36552_c2_seq21,ocar12708,_ , 4, -, -, -,  N,-,139,-,-
comp36552_c2_seq21,ocar12709,_ , 5, -, -, -,  N,-,558,-,-
comp36552_c2_seq23,ocar12710,_ , 4, -, -, -,  N,-,139,-,-
comp36552_c2_seq23,ocar12711,_ , 4, -, -, -,  N,-,191,-,-
comp36552_c2_seq23,ocar12712,_ , 4, -, -, -,  N,-,746,-,-
comp36552_c2_seq23,ocar12713,_ , 5, -, -, -,  N,-,552,-,-
comp36552_c2_seq29,ocar12714,_ , 4, -, -, -,  N,-,139,-,-
comp36552_c2_seq29,ocar12715,_ , 4, -, -, -,  N,-,873,-,-
comp36554_c0_seq2,ocar12716,S , 1, -, -, -,  N,-,477,-,-
comp36554_c0_seq3,ocar12717,S , 1, -, -, -,  N,-,477,-,-
comp36555_c0_seq2,ocar12718,_ , 2, -, -, -,  N,-,715,-,-
comp36558_c0_seq6,ocar12719,M , 5, -, -, -,  N,-,625,-,-
comp36559_c0_seq4,ocar12720,S , 3, -, -, -,  N,-,146,-,-
comp36559_c0_seq6,ocar12721,S , 3, -, -, -,  N,-,135,-,-
comp36560_c0_seq2,ocar12722,_ , 4, -, -, -,  N,-,105,-,-
comp36560_c0_seq2,ocar12723,M , 4, -, -, -,  N,-,268,-,-
comp36561_c0_seq1,ocar12724,_ , 2, -, -, -,  N,-,792,-,-
comp36562_c0_seq3,ocar12725,_ , 2, -, -, -,  N,-,144,-,-
comp36562_c0_seq3,ocar12726,_ , 1, -, -, -,  N,-,1114,-,-
comp36562_c0_seq3,ocar12727,_ , 2, -, -, -,  N,-,367,-,-
comp36562_c0_seq9,ocar12728,_ , 2, -, -, -,  N,-,475,-,-
comp36562_c0_seq9,ocar12729,_ , 1, -, -, -,  N,-,1114,-,-
comp36563_c0_seq1,ocar12730,_ , 3, -, -, -,  N,-,2835,-,-
comp36565_c0_seq2,ocar12731,M , 2, -, -, -,  Y,-,169,-,-
comp36566_c0_seq1,ocar12732,_ , 2, -, -, -,  N,-,108,-,-
comp36566_c0_seq2,ocar12733,M , 4, -, -, -,  N,-,135,-,-
comp36567_c0_seq1,ocar12734,_ , 2, -, -, -,  N,-,104,-,-
comp36568_c0_seq1,ocar12735,_ , 4, -, -, -,  N,-,469,-,-
comp36568_c0_seq13,ocar12736,M , 5, -, -, -,  N,-,155,-,-
comp36568_c0_seq13,ocar12737,_ , 4, -, -, -,  N,-,121,-,-
comp36568_c0_seq13,ocar12738,_ , 4, -, -, -,  N,-,108,-,-
comp36568_c0_seq22,ocar12739,_ , 4, -, -, -,  N,-,121,-,-
comp36568_c0_seq22,ocar12740,_ , 4, -, -, -,  N,-,220,-,-
comp36568_c0_seq22,ocar12741,M , 5, -, -, -,  N,-,159,-,-
comp36568_c0_seq26,ocar12742,_ , 4, -, -, -,  N,-,121,-,-
comp36568_c0_seq26,ocar12743,_ , 4, -, -, -,  N,-,108,-,-
comp36568_c0_seq26,ocar12744,M , 5, -, -, -,  N,-,155,-,-
comp36568_c0_seq36,ocar12745,_ , 4, -, -, -,  N,-,387,-,-
comp36570_c0_seq2,ocar12746,S , 1, -, -, -,  N,-,2191,-,-
comp36572_c0_seq3,ocar12747,S , 1, -, -, -,  N,-,643,-,-
comp36574_c0_seq2,ocar12748,_ , 2, -, -, -,  N,-,106,-,-
comp36574_c0_seq2,ocar12749,_ , 1, -, -, -,  N,-,159,-,-
comp36576_c0_seq2,ocar12750,_ , 2, -, -, -,  N,-,134,-,-
comp36579_c0_seq1,ocar12751,M , 5, -, -, -,  N,-,168,-,-
comp36580_c0_seq4,ocar12752,M , 3, -, -, -,  Y,-,929,-,-
comp36581_c0_seq14,ocar12753,_ , 4, -, -, -,  N,-,453,-,-
comp36581_c0_seq3,ocar12754,_ , 3, -, -, -,  N,-,240,-,-
comp36581_c0_seq3,ocar12755,_ , 4, -, -, -,  N,-,372,-,-
comp36581_c0_seq3,ocar12756,M , 3, -, -, -,  Y,-,159,-,-
comp36581_c0_seq6,ocar12757,_ , 3, -, -, -,  N,-,215,-,-
comp36581_c0_seq6,ocar12758,_ , 4, -, -, -,  N,-,372,-,-
comp36581_c0_seq8,ocar12759,_ , 4, -, -, -,  N,-,462,-,-
comp36581_c0_seq9,ocar12760,M , 2, -, -, -,  Y,-,781,-,-
comp36581_c1_seq1,ocar12761,_ , 5, -, -, -,  N,-,187,-,-
comp36581_c1_seq2,ocar12762,_ , 5, -, -, -,  N,-,118,-,-
comp36582_c0_seq7,ocar12763,_ , 3, -, -, -,  N,-,135,-,-
comp36582_c0_seq7,ocar12764,_ , 3, -, -, -,  N,-,102,-,-
comp36582_c0_seq7,ocar12765,_ , 2, -, -, -,  N,-,299,-,-
comp36582_c0_seq8,ocar12766,S , 1, -, -, -,  N,-,1056,-,-
comp36584_c0_seq1,ocar12767,_ , 3, -, mmus672, -,  Y,-,698,Mtg1,-
comp36585_c0_seq7,ocar12768,_ , 1, -, -, -,  N,-,279,-,-
comp36586_c1_seq17,ocar12769,M , 4, -, -, -,  N,-,155,-,-
comp36587_c0_seq1,ocar12770,_ , 3, -, -, -,  N,-,925,-,-
comp36588_c0_seq13,ocar12771,M , 5, -, -, -,  N,-,883,-,-
comp36588_c0_seq21,ocar12772,M , 2, -, -, -,  Y,-,225,-,-
comp36588_c0_seq21,ocar12773,_ , 2, -, -, -,  N,-,402,-,-
comp36588_c0_seq3,ocar12774,M , 2, -, -, -,  Y,-,243,-,-
comp36588_c0_seq3,ocar12775,_ , 5, -, -, -,  N,-,391,-,-
comp36588_c0_seq3,ocar12776,M , 5, -, -, -,  N,-,189,-,-
comp36589_c0_seq17,ocar12777,M , 5, -, -, -,  N,-,225,-,-
comp36589_c0_seq17,ocar12778,_ , 2, -, -, -,  N,-,183,-,-
comp36589_c0_seq19,ocar12779,_ , 3, -, -, -,  N,-,410,-,-
comp36589_c0_seq24,ocar12780,_ , 2, -, -, -,  N,-,183,-,-
comp36589_c0_seq24,ocar12781,M , 5, -, -, -,  N,-,264,-,-
comp36589_c0_seq24,ocar12782,_ , 3, -, -, -,  N,-,124,-,-
comp36589_c0_seq3,ocar12783,M , 5, -, -, -,  N,-,264,-,-
comp36589_c0_seq5,ocar12784,_ , 3, -, -, -,  N,-,124,-,-
comp36590_c0_seq17,ocar12785,_ , 3, -, -, -,  N,-,187,-,-
comp36590_c0_seq4,ocar12786,_ , 2, -, -, scer934,  Y,-,2691,-,IRA2
comp36591_c0_seq3,ocar12787,S , 2, -, -, -,  N,-,192,-,-
comp36592_c0_seq1,ocar12788,_ , 1, -, -, -,  N,-,269,-,-
comp36595_c0_seq1,ocar12789,_ , 2, -, -, -,  N,-,127,-,-
comp36597_c0_seq2,ocar12790,_ , 2, -, -, -,  N,-,518,-,-
comp36597_c1_seq1,ocar12791,_ , 3, -, -, -,  N,-,294,-,-
comp36599_c0_seq1,ocar12792,_ , 2, -, -, -,  N,-,162,-,-
comp36599_c0_seq2,ocar12793,_ , 1, -, -, -,  N,-,134,-,-
comp36599_c0_seq5,ocar12794,_ , 2, -, -, -,  N,-,641,-,-
comp36600_c0_seq3,ocar12795,M , 5, -, -, -,  N,-,386,-,-
comp36600_c0_seq3,ocar12796,_ , 5, -, -, -,  N,-,117,-,-
comp36600_c0_seq3,ocar12797,_ , 1, -, -, -,  N,-,245,-,-
comp36600_c0_seq4,ocar12798,M , 5, -, -, -,  N,-,533,-,-
comp36604_c0_seq20,ocar12799,_ , 2, -, -, -,  N,-,761,-,-
comp36604_c0_seq21,ocar12800,_ , 4, -, -, -,  N,-,121,-,-
comp36606_c0_seq5,ocar12801,S , 1, -, -, -,  N,-,293,-,-
comp36607_c0_seq11,ocar12802,_ , 2, -, -, -,  N,-,644,-,-
comp36607_c0_seq17,ocar12803,_ , 2, hsap1308, -, -,  Y,MTG1,306,-,-
comp36607_c0_seq25,ocar12804,_ , 5, -, -, -,  N,-,126,-,-
comp36607_c0_seq25,ocar12805,M , 2, -, -, -,  Y,-,142,-,-
comp36607_c0_seq25,ocar12806,_ , 2, -, -, -,  N,-,184,-,-
comp36607_c0_seq33,ocar12807,_ , 5, -, -, -,  N,-,455,-,-
comp36607_c0_seq36,ocar12808,M , 2, -, -, -,  Y,-,142,-,-
