transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
jgi|Nemve1|219458|fgenesh1_pg.scaffold_411000015|m.33144 jgi|Nemve1|219458|fgenesh1_pg.scaffold_411000015|g.33144  ,nvec11940,_,5,-,-,-,N,-,938,-,-
jgi|Nemve1|219460|fgenesh1_pg.scaffold_413000001|m.23201 jgi|Nemve1|219460|fgenesh1_pg.scaffold_413000001|g.23201  ,nvec11941,_,2,-,-,-,N,-,334,-,-
jgi|Nemve1|219466|fgenesh1_pg.scaffold_413000007|m.23208 jgi|Nemve1|219466|fgenesh1_pg.scaffold_413000007|g.23208  ,nvec11942,_,2,-,-,-,N,-,420,-,-
jgi|Nemve1|219468|fgenesh1_pg.scaffold_413000009|m.23209 jgi|Nemve1|219468|fgenesh1_pg.scaffold_413000009|g.23209  ,nvec11943,S,2,-,-,-,N,-,212,-,-
jgi|Nemve1|219471|fgenesh1_pg.scaffold_413000012|m.23213 jgi|Nemve1|219471|fgenesh1_pg.scaffold_413000012|g.23213  ,nvec11944,_,5,-,-,-,N,-,577,-,-
jgi|Nemve1|219473|fgenesh1_pg.scaffold_413000014|m.23217 jgi|Nemve1|219473|fgenesh1_pg.scaffold_413000014|g.23217  ,nvec11945,S,3,-,-,-,N,-,334,-,-
jgi|Nemve1|219474|fgenesh1_pg.scaffold_414000001|m.6916 jgi|Nemve1|219474|fgenesh1_pg.scaffold_414000001|g.6916  ,nvec11946,_,2,-,-,-,N,-,211,-,-
jgi|Nemve1|219483|fgenesh1_pg.scaffold_414000010|m.6929 jgi|Nemve1|219483|fgenesh1_pg.scaffold_414000010|g.6929  ,nvec11947,_,2,-,-,-,N,-,395,-,-
jgi|Nemve1|219487|fgenesh1_pg.scaffold_415000001|m.21661 jgi|Nemve1|219487|fgenesh1_pg.scaffold_415000001|g.21661  ,nvec11948,_,5,-,-,-,N,-,385,-,-
jgi|Nemve1|219487|fgenesh1_pg.scaffold_415000001|m.21659 jgi|Nemve1|219487|fgenesh1_pg.scaffold_415000001|g.21659  ,nvec11949,S,3,-,-,-,N,-,492,-,-
jgi|Nemve1|219487|fgenesh1_pg.scaffold_415000001|m.21658 jgi|Nemve1|219487|fgenesh1_pg.scaffold_415000001|g.21658  ,nvec11950,M,4,-,-,-,N,-,588,-,-
jgi|Nemve1|219487|fgenesh1_pg.scaffold_415000001|m.21660 jgi|Nemve1|219487|fgenesh1_pg.scaffold_415000001|g.21660  ,nvec11951,S,5,-,-,-,N,-,392,-,-
jgi|Nemve1|219487|fgenesh1_pg.scaffold_415000001|m.21657 jgi|Nemve1|219487|fgenesh1_pg.scaffold_415000001|g.21657  ,nvec11952,_,3,-,-,-,N,-,996,-,-
jgi|Nemve1|219492|fgenesh1_pg.scaffold_415000006|m.21662 jgi|Nemve1|219492|fgenesh1_pg.scaffold_415000006|g.21662  ,nvec11953,_,2,-,-,-,N,-,462,-,-
jgi|Nemve1|219493|fgenesh1_pg.scaffold_416000001|m.37169 jgi|Nemve1|219493|fgenesh1_pg.scaffold_416000001|g.37169  ,nvec11954,_,4,-,-,-,N,-,594,-,-
jgi|Nemve1|219496|fgenesh1_pg.scaffold_416000004|m.37171 jgi|Nemve1|219496|fgenesh1_pg.scaffold_416000004|g.37171  ,nvec11955,_,1,-,-,-,N,-,377,-,-
jgi|Nemve1|219497|fgenesh1_pg.scaffold_416000005|m.37172 jgi|Nemve1|219497|fgenesh1_pg.scaffold_416000005|g.37172  ,nvec11956,_,1,-,-,-,N,-,181,-,-
jgi|Nemve1|219500|fgenesh1_pg.scaffold_416000008|m.37173 jgi|Nemve1|219500|fgenesh1_pg.scaffold_416000008|g.37173  ,nvec11957,_,3,-,-,-,N,-,390,-,-
jgi|Nemve1|219501|fgenesh1_pg.scaffold_416000009|m.37175 jgi|Nemve1|219501|fgenesh1_pg.scaffold_416000009|g.37175  ,nvec11958,_,1,-,-,-,N,-,433,-,-
jgi|Nemve1|219506|fgenesh1_pg.scaffold_417000005|m.4990 jgi|Nemve1|219506|fgenesh1_pg.scaffold_417000005|g.4990  ,nvec11959,_,2,-,-,-,N,-,209,-,-
jgi|Nemve1|219518|fgenesh1_pg.scaffold_417000017|m.5006 jgi|Nemve1|219518|fgenesh1_pg.scaffold_417000017|g.5006  ,nvec11960,_,3,-,-,-,N,-,300,-,-
jgi|Nemve1|219523|fgenesh1_pg.scaffold_418000004|m.7217 jgi|Nemve1|219523|fgenesh1_pg.scaffold_418000004|g.7217  ,nvec11961,_,2,-,-,-,N,-,1132,-,-
jgi|Nemve1|219528|fgenesh1_pg.scaffold_418000009|m.7222 jgi|Nemve1|219528|fgenesh1_pg.scaffold_418000009|g.7222  ,nvec11962,S,1,-,-,-,N,-,347,-,-
jgi|Nemve1|219529|fgenesh1_pg.scaffold_418000010|m.7226 jgi|Nemve1|219529|fgenesh1_pg.scaffold_418000010|g.7226  ,nvec11963,_,5,-,-,-,N,-,356,-,-
jgi|Nemve1|219533|fgenesh1_pg.scaffold_418000014|m.7233 jgi|Nemve1|219533|fgenesh1_pg.scaffold_418000014|g.7233  ,nvec11964,_,1,-,-,-,N,-,159,-,-
jgi|Nemve1|219543|fgenesh1_pg.scaffold_419000008|m.18127 jgi|Nemve1|219543|fgenesh1_pg.scaffold_419000008|g.18127  ,nvec11965,_,2,-,-,-,N,-,160,-,-
jgi|Nemve1|219557|fgenesh1_pg.scaffold_420000007|m.2139 jgi|Nemve1|219557|fgenesh1_pg.scaffold_420000007|g.2139  ,nvec11966,_,2,-,-,-,N,-,270,-,-
jgi|Nemve1|219567|fgenesh1_pg.scaffold_421000002|m.9974 jgi|Nemve1|219567|fgenesh1_pg.scaffold_421000002|g.9974  ,nvec11967,M,2,-,-,-,Y,-,248,-,-
jgi|Nemve1|219569|fgenesh1_pg.scaffold_421000004|m.9977 jgi|Nemve1|219569|fgenesh1_pg.scaffold_421000004|g.9977  ,nvec11968,S,3,-,-,-,N,-,193,-,-
jgi|Nemve1|219570|fgenesh1_pg.scaffold_422000001|m.29991 jgi|Nemve1|219570|fgenesh1_pg.scaffold_422000001|g.29991  ,nvec11969,_,4,-,-,-,N,-,516,-,-
jgi|Nemve1|219578|fgenesh1_pg.scaffold_422000009|m.30002 jgi|Nemve1|219578|fgenesh1_pg.scaffold_422000009|g.30002  ,nvec11970,M,4,-,-,-,N,-,390,-,-
jgi|Nemve1|219578|fgenesh1_pg.scaffold_422000009|m.30001 jgi|Nemve1|219578|fgenesh1_pg.scaffold_422000009|g.30001  ,nvec11971,M,4,-,-,-,N,-,395,-,-
jgi|Nemve1|219578|fgenesh1_pg.scaffold_422000009|m.29999 jgi|Nemve1|219578|fgenesh1_pg.scaffold_422000009|g.29999  ,nvec11972,_,5,-,-,-,N,-,396,-,-
jgi|Nemve1|219578|fgenesh1_pg.scaffold_422000009|m.30000 jgi|Nemve1|219578|fgenesh1_pg.scaffold_422000009|g.30000  ,nvec11973,_,2,-,-,-,N,-,396,-,-
jgi|Nemve1|219591|fgenesh1_pg.scaffold_422000022|m.30022 jgi|Nemve1|219591|fgenesh1_pg.scaffold_422000022|g.30022  ,nvec11974,_,1,hsap681,mmus1258,scer499,Y,TARS,560,Tars,THS1
jgi|Nemve1|219594|fgenesh1_pg.scaffold_423000001|m.34453 jgi|Nemve1|219594|fgenesh1_pg.scaffold_423000001|g.34453  ,nvec11975,S,3,-,-,-,N,-,190,-,-
jgi|Nemve1|219595|fgenesh1_pg.scaffold_423000002|m.34454 jgi|Nemve1|219595|fgenesh1_pg.scaffold_423000002|g.34454  ,nvec11976,_,4,-,-,-,N,-,226,-,-
jgi|Nemve1|219596|fgenesh1_pg.scaffold_423000003|m.34455 jgi|Nemve1|219596|fgenesh1_pg.scaffold_423000003|g.34455  ,nvec11977,_,3,-,-,-,N,-,271,-,-
jgi|Nemve1|219598|fgenesh1_pg.scaffold_423000005|m.34456 jgi|Nemve1|219598|fgenesh1_pg.scaffold_423000005|g.34456  ,nvec11978,_,5,-,-,-,N,-,597,-,-
jgi|Nemve1|219608|fgenesh1_pg.scaffold_424000007|m.23037 jgi|Nemve1|219608|fgenesh1_pg.scaffold_424000007|g.23037  ,nvec11979,_,4,-,-,-,N,-,490,-,-
jgi|Nemve1|219610|fgenesh1_pg.scaffold_424000009|m.23039 jgi|Nemve1|219610|fgenesh1_pg.scaffold_424000009|g.23039  ,nvec11980,_,2,-,-,-,N,-,271,-,-
jgi|Nemve1|219622|fgenesh1_pg.scaffold_424000021|m.23052 jgi|Nemve1|219622|fgenesh1_pg.scaffold_424000021|g.23052  ,nvec11981,_,3,-,-,-,N,-,262,-,-
jgi|Nemve1|219625|fgenesh1_pg.scaffold_425000003|m.5748 jgi|Nemve1|219625|fgenesh1_pg.scaffold_425000003|g.5748  ,nvec11982,_,5,-,-,-,N,-,344,-,-
jgi|Nemve1|219641|fgenesh1_pg.scaffold_426000002|m.33761 jgi|Nemve1|219641|fgenesh1_pg.scaffold_426000002|g.33761  ,nvec11983,_,2,-,-,-,N,-,376,-,-
jgi|Nemve1|219646|fgenesh1_pg.scaffold_426000007|m.33762 jgi|Nemve1|219646|fgenesh1_pg.scaffold_426000007|g.33762  ,nvec11984,M,3,-,-,-,Y,-,754,-,-
jgi|Nemve1|219646|fgenesh1_pg.scaffold_426000007|m.33763 jgi|Nemve1|219646|fgenesh1_pg.scaffold_426000007|g.33763  ,nvec11985,_,2,-,-,-,N,-,156,-,-
jgi|Nemve1|219650|fgenesh1_pg.scaffold_426000011|m.33774 jgi|Nemve1|219650|fgenesh1_pg.scaffold_426000011|g.33774  ,nvec11986,_,3,-,-,scer1014,N,-,525,-,PHR1
jgi|Nemve1|219653|fgenesh1_pg.scaffold_427000002|m.34095 jgi|Nemve1|219653|fgenesh1_pg.scaffold_427000002|g.34095  ,nvec11987,_,3,-,-,-,N,-,159,-,-
jgi|Nemve1|219654|fgenesh1_pg.scaffold_427000003|m.34096 jgi|Nemve1|219654|fgenesh1_pg.scaffold_427000003|g.34096  ,nvec11988,_,2,-,-,-,N,-,123,-,-
jgi|Nemve1|219655|fgenesh1_pg.scaffold_427000004|m.34098 jgi|Nemve1|219655|fgenesh1_pg.scaffold_427000004|g.34098  ,nvec11989,M,5,-,-,-,N,-,126,-,-
jgi|Nemve1|219661|fgenesh1_pg.scaffold_428000001|m.13138 jgi|Nemve1|219661|fgenesh1_pg.scaffold_428000001|g.13138  ,nvec11990,_,3,-,-,-,N,-,227,-,-
jgi|Nemve1|219665|fgenesh1_pg.scaffold_428000005|m.13142 jgi|Nemve1|219665|fgenesh1_pg.scaffold_428000005|g.13142  ,nvec11991,S,4,-,-,-,N,-,326,-,-
jgi|Nemve1|219682|fgenesh1_pg.scaffold_429000002|m.2595 jgi|Nemve1|219682|fgenesh1_pg.scaffold_429000002|g.2595  ,nvec11992,_,1,-,-,-,N,-,501,-,-
jgi|Nemve1|219687|fgenesh1_pg.scaffold_429000007|m.2596 jgi|Nemve1|219687|fgenesh1_pg.scaffold_429000007|g.2596  ,nvec11993,M,5,-,-,-,N,-,228,-,-
jgi|Nemve1|219689|fgenesh1_pg.scaffold_430000001|m.17080 jgi|Nemve1|219689|fgenesh1_pg.scaffold_430000001|g.17080  ,nvec11994,_,1,-,-,-,N,-,534,-,-
jgi|Nemve1|219695|fgenesh1_pg.scaffold_430000007|m.17091 jgi|Nemve1|219695|fgenesh1_pg.scaffold_430000007|g.17091  ,nvec11995,M,5,-,-,-,N,-,222,-,-
jgi|Nemve1|219700|fgenesh1_pg.scaffold_431000001|m.25278 jgi|Nemve1|219700|fgenesh1_pg.scaffold_431000001|g.25278  ,nvec11996,_,2,-,-,-,N,-,240,-,-
jgi|Nemve1|219703|fgenesh1_pg.scaffold_431000004|m.25279 jgi|Nemve1|219703|fgenesh1_pg.scaffold_431000004|g.25279  ,nvec11997,_,1,-,-,-,N,-,364,-,-
jgi|Nemve1|219708|fgenesh1_pg.scaffold_431000009|m.25284 jgi|Nemve1|219708|fgenesh1_pg.scaffold_431000009|g.25284  ,nvec11998,S,4,-,-,-,N,-,443,-,-
jgi|Nemve1|219709|fgenesh1_pg.scaffold_432000001|m.7591 jgi|Nemve1|219709|fgenesh1_pg.scaffold_432000001|g.7591  ,nvec11999,_,1,-,-,-,N,-,466,-,-
jgi|Nemve1|219711|fgenesh1_pg.scaffold_432000003|m.7596 jgi|Nemve1|219711|fgenesh1_pg.scaffold_432000003|g.7596  ,nvec12000,M,3,-,-,-,Y,-,254,-,-
jgi|Nemve1|219712|fgenesh1_pg.scaffold_432000004|m.7597 jgi|Nemve1|219712|fgenesh1_pg.scaffold_432000004|g.7597  ,nvec12001,_,3,hsap1542,mmus452,scer758,Y,UNG,309,Ung,UNG1
jgi|Nemve1|219724|fgenesh1_pg.scaffold_432000016|m.7609 jgi|Nemve1|219724|fgenesh1_pg.scaffold_432000016|g.7609  ,nvec12002,M,3,-,-,-,Y,-,301,-,-
jgi|Nemve1|219724|fgenesh1_pg.scaffold_432000016|m.7608 jgi|Nemve1|219724|fgenesh1_pg.scaffold_432000016|g.7608  ,nvec12003,M,5,-,-,-,N,-,314,-,-
jgi|Nemve1|219736|fgenesh1_pg.scaffold_434000001|m.37176 jgi|Nemve1|219736|fgenesh1_pg.scaffold_434000001|g.37176  ,nvec12004,_,1,-,-,-,N,-,229,-,-
jgi|Nemve1|219738|fgenesh1_pg.scaffold_434000003|m.37177 jgi|Nemve1|219738|fgenesh1_pg.scaffold_434000003|g.37177  ,nvec12005,_,5,-,-,-,N,-,351,-,-
jgi|Nemve1|219740|fgenesh1_pg.scaffold_434000005|m.37178 jgi|Nemve1|219740|fgenesh1_pg.scaffold_434000005|g.37178  ,nvec12006,_,2,-,-,-,N,-,1108,-,-
jgi|Nemve1|219740|fgenesh1_pg.scaffold_434000005|m.37179 jgi|Nemve1|219740|fgenesh1_pg.scaffold_434000005|g.37179  ,nvec12007,M,5,-,-,-,N,-,475,-,-
jgi|Nemve1|219742|fgenesh1_pg.scaffold_435000001|m.36052 jgi|Nemve1|219742|fgenesh1_pg.scaffold_435000001|g.36052  ,nvec12008,_,1,-,-,-,N,-,161,-,-
jgi|Nemve1|219745|fgenesh1_pg.scaffold_435000004|m.36055 jgi|Nemve1|219745|fgenesh1_pg.scaffold_435000004|g.36055  ,nvec12009,_,2,-,-,-,N,-,571,-,-
jgi|Nemve1|219750|fgenesh1_pg.scaffold_435000009|m.36060 jgi|Nemve1|219750|fgenesh1_pg.scaffold_435000009|g.36060  ,nvec12010,M,5,-,-,-,N,-,133,-,-
jgi|Nemve1|219755|fgenesh1_pg.scaffold_435000014|m.36063 jgi|Nemve1|219755|fgenesh1_pg.scaffold_435000014|g.36063  ,nvec12011,_,3,-,-,-,N,-,207,-,-
jgi|Nemve1|219782|fgenesh1_pg.scaffold_438000004|m.7566 jgi|Nemve1|219782|fgenesh1_pg.scaffold_438000004|g.7566  ,nvec12012,_,3,-,-,-,N,-,526,-,-
jgi|Nemve1|219783|fgenesh1_pg.scaffold_438000005|m.7569 jgi|Nemve1|219783|fgenesh1_pg.scaffold_438000005|g.7569  ,nvec12013,_,2,-,-,-,N,-,203,-,-
jgi|Nemve1|219784|fgenesh1_pg.scaffold_438000006|m.7570 jgi|Nemve1|219784|fgenesh1_pg.scaffold_438000006|g.7570  ,nvec12014,_,4,-,-,-,N,-,288,-,-
jgi|Nemve1|219789|fgenesh1_pg.scaffold_439000002|m.462 jgi|Nemve1|219789|fgenesh1_pg.scaffold_439000002|g.462  ,nvec12015,_,2,-,-,-,N,-,365,-,-
jgi|Nemve1|21978|gw.155.6.1|m.20218 jgi|Nemve1|21978|gw.155.6.1|g.20218  ,nvec12016,S,3,-,-,-,N,-,242,-,-
jgi|Nemve1|219803|fgenesh1_pg.scaffold_441000005|m.37184 jgi|Nemve1|219803|fgenesh1_pg.scaffold_441000005|g.37184  ,nvec12017,_,1,-,-,-,N,-,892,-,-
jgi|Nemve1|219804|fgenesh1_pg.scaffold_441000006|m.37186 jgi|Nemve1|219804|fgenesh1_pg.scaffold_441000006|g.37186  ,nvec12018,_,1,-,-,-,N,-,339,-,-
jgi|Nemve1|219808|fgenesh1_pg.scaffold_442000004|m.5743 jgi|Nemve1|219808|fgenesh1_pg.scaffold_442000004|g.5743  ,nvec12019,_,1,-,-,-,N,-,704,-,-
jgi|Nemve1|219814|fgenesh1_pg.scaffold_443000005|m.2775 jgi|Nemve1|219814|fgenesh1_pg.scaffold_443000005|g.2775  ,nvec12020,_,2,-,-,-,N,-,116,-,-
jgi|Nemve1|219815|fgenesh1_pg.scaffold_443000006|m.2778 jgi|Nemve1|219815|fgenesh1_pg.scaffold_443000006|g.2778  ,nvec12021,_,3,-,-,-,N,-,324,-,-
jgi|Nemve1|219815|fgenesh1_pg.scaffold_443000006|m.2780 jgi|Nemve1|219815|fgenesh1_pg.scaffold_443000006|g.2780  ,nvec12022,_,3,-,-,-,N,-,323,-,-
jgi|Nemve1|219815|fgenesh1_pg.scaffold_443000006|m.2779 jgi|Nemve1|219815|fgenesh1_pg.scaffold_443000006|g.2779  ,nvec12023,_,3,-,-,-,N,-,323,-,-
jgi|Nemve1|219824|fgenesh1_pg.scaffold_444000005|m.15033 jgi|Nemve1|219824|fgenesh1_pg.scaffold_444000005|g.15033  ,nvec12024,S,4,-,-,-,N,-,292,-,-
jgi|Nemve1|219826|fgenesh1_pg.scaffold_444000007|m.15035 jgi|Nemve1|219826|fgenesh1_pg.scaffold_444000007|g.15035  ,nvec12025,M,3,hsap1380,mmus1478,-,Y,NUDT8,289,Nudt8,-
jgi|Nemve1|219830|fgenesh1_pg.scaffold_444000011|m.15039 jgi|Nemve1|219830|fgenesh1_pg.scaffold_444000011|g.15039  ,nvec12026,_,2,-,-,-,N,-,551,-,-
jgi|Nemve1|219841|fgenesh1_pg.scaffold_445000005|m.36545 jgi|Nemve1|219841|fgenesh1_pg.scaffold_445000005|g.36545  ,nvec12027,_,2,-,-,-,N,-,219,-,-
jgi|Nemve1|219842|fgenesh1_pg.scaffold_445000006|m.36546 jgi|Nemve1|219842|fgenesh1_pg.scaffold_445000006|g.36546  ,nvec12028,S,3,-,-,-,N,-,227,-,-
jgi|Nemve1|219843|fgenesh1_pg.scaffold_445000007|m.36547 jgi|Nemve1|219843|fgenesh1_pg.scaffold_445000007|g.36547  ,nvec12029,S,2,-,-,-,N,-,207,-,-
jgi|Nemve1|219847|fgenesh1_pg.scaffold_447000001|m.34111 jgi|Nemve1|219847|fgenesh1_pg.scaffold_447000001|g.34111  ,nvec12030,_,3,-,-,-,N,-,350,-,-
jgi|Nemve1|219848|fgenesh1_pg.scaffold_447000002|m.34114 jgi|Nemve1|219848|fgenesh1_pg.scaffold_447000002|g.34114  ,nvec12031,_,5,-,-,-,N,-,450,-,-
jgi|Nemve1|219850|fgenesh1_pg.scaffold_447000004|m.34118 jgi|Nemve1|219850|fgenesh1_pg.scaffold_447000004|g.34118  ,nvec12032,_,1,-,-,-,N,-,810,-,-
jgi|Nemve1|219856|fgenesh1_pg.scaffold_448000006|m.18160 jgi|Nemve1|219856|fgenesh1_pg.scaffold_448000006|g.18160  ,nvec12033,_,4,-,-,-,N,-,563,-,-
jgi|Nemve1|219858|fgenesh1_pg.scaffold_449000001|m.6397 jgi|Nemve1|219858|fgenesh1_pg.scaffold_449000001|g.6397  ,nvec12034,_,4,-,-,-,N,-,331,-,-
jgi|Nemve1|219858|fgenesh1_pg.scaffold_449000001|m.6396 jgi|Nemve1|219858|fgenesh1_pg.scaffold_449000001|g.6396  ,nvec12035,M,3,-,-,-,Y,-,455,-,-
jgi|Nemve1|219858|fgenesh1_pg.scaffold_449000001|m.6395 jgi|Nemve1|219858|fgenesh1_pg.scaffold_449000001|g.6395  ,nvec12036,_,2,-,-,-,N,-,1736,-,-
jgi|Nemve1|219869|fgenesh1_pg.scaffold_450000005|m.18142 jgi|Nemve1|219869|fgenesh1_pg.scaffold_450000005|g.18142  ,nvec12037,_,1,-,-,-,N,-,300,-,-
jgi|Nemve1|219885|fgenesh1_pg.scaffold_453000005|m.28488 jgi|Nemve1|219885|fgenesh1_pg.scaffold_453000005|g.28488  ,nvec12038,M,5,-,-,-,N,-,426,-,-
jgi|Nemve1|219888|fgenesh1_pg.scaffold_453000008|m.28491 jgi|Nemve1|219888|fgenesh1_pg.scaffold_453000008|g.28491  ,nvec12039,S,1,-,-,-,N,-,312,-,-
jgi|Nemve1|219893|fgenesh1_pg.scaffold_454000001|m.14026 jgi|Nemve1|219893|fgenesh1_pg.scaffold_454000001|g.14026  ,nvec12040,_,1,-,-,-,N,-,337,-,-
jgi|Nemve1|219893|fgenesh1_pg.scaffold_454000001|m.14027 jgi|Nemve1|219893|fgenesh1_pg.scaffold_454000001|g.14027  ,nvec12041,S,1,-,-,-,N,-,337,-,-
jgi|Nemve1|219894|fgenesh1_pg.scaffold_454000002|m.14028 jgi|Nemve1|219894|fgenesh1_pg.scaffold_454000002|g.14028  ,nvec12042,M,3,-,-,-,Y,-,190,-,-
jgi|Nemve1|219898|fgenesh1_pg.scaffold_454000006|m.14033 jgi|Nemve1|219898|fgenesh1_pg.scaffold_454000006|g.14033  ,nvec12043,_,2,-,-,-,N,-,348,-,-
jgi|Nemve1|219901|fgenesh1_pg.scaffold_454000009|m.14039 jgi|Nemve1|219901|fgenesh1_pg.scaffold_454000009|g.14039  ,nvec12044,_,5,-,-,-,N,-,154,-,-
jgi|Nemve1|219903|fgenesh1_pg.scaffold_454000011|m.14043 jgi|Nemve1|219903|fgenesh1_pg.scaffold_454000011|g.14043  ,nvec12045,_,1,-,-,-,N,-,179,-,-
jgi|Nemve1|219912|fgenesh1_pg.scaffold_455000004|m.36550 jgi|Nemve1|219912|fgenesh1_pg.scaffold_455000004|g.36550  ,nvec12046,_,2,-,-,-,N,-,258,-,-
jgi|Nemve1|219925|fgenesh1_pg.scaffold_456000005|m.34520 jgi|Nemve1|219925|fgenesh1_pg.scaffold_456000005|g.34520  ,nvec12047,S,1,-,-,-,N,-,376,-,-
jgi|Nemve1|219939|fgenesh1_pg.scaffold_457000006|m.31605 jgi|Nemve1|219939|fgenesh1_pg.scaffold_457000006|g.31605  ,nvec12048,_,2,-,-,-,N,-,654,-,-
jgi|Nemve1|219945|fgenesh1_pg.scaffold_458000003|m.34408 jgi|Nemve1|219945|fgenesh1_pg.scaffold_458000003|g.34408  ,nvec12049,_,1,-,-,-,N,-,177,-,-
jgi|Nemve1|219947|fgenesh1_pg.scaffold_458000005|m.34409 jgi|Nemve1|219947|fgenesh1_pg.scaffold_458000005|g.34409  ,nvec12050,M,4,-,-,-,N,-,1183,-,-
jgi|Nemve1|219948|fgenesh1_pg.scaffold_458000006|m.34411 jgi|Nemve1|219948|fgenesh1_pg.scaffold_458000006|g.34411  ,nvec12051,_,1,-,-,-,N,-,611,-,-
jgi|Nemve1|219949|fgenesh1_pg.scaffold_458000007|m.34413 jgi|Nemve1|219949|fgenesh1_pg.scaffold_458000007|g.34413  ,nvec12052,_,1,-,-,-,N,-,381,-,-
jgi|Nemve1|219952|fgenesh1_pg.scaffold_459000003|m.8925 jgi|Nemve1|219952|fgenesh1_pg.scaffold_459000003|g.8925  ,nvec12053,_,3,-,-,-,N,-,631,-,-
jgi|Nemve1|219959|fgenesh1_pg.scaffold_459000010|m.8935 jgi|Nemve1|219959|fgenesh1_pg.scaffold_459000010|g.8935  ,nvec12054,_,1,-,-,-,N,-,299,-,-
jgi|Nemve1|219967|fgenesh1_pg.scaffold_462000007|m.33082 jgi|Nemve1|219967|fgenesh1_pg.scaffold_462000007|g.33082  ,nvec12055,S,5,-,-,-,N,-,358,-,-
jgi|Nemve1|219968|fgenesh1_pg.scaffold_462000008|m.33083 jgi|Nemve1|219968|fgenesh1_pg.scaffold_462000008|g.33083  ,nvec12056,_,4,-,-,-,N,-,127,-,-
jgi|Nemve1|219971|fgenesh1_pg.scaffold_463000003|m.10368 jgi|Nemve1|219971|fgenesh1_pg.scaffold_463000003|g.10368  ,nvec12057,S,2,-,-,-,N,-,301,-,-
jgi|Nemve1|219972|fgenesh1_pg.scaffold_463000004|m.10369 jgi|Nemve1|219972|fgenesh1_pg.scaffold_463000004|g.10369  ,nvec12058,M,2,-,-,-,Y,-,1251,-,-
jgi|Nemve1|219973|fgenesh1_pg.scaffold_463000005|m.10374 jgi|Nemve1|219973|fgenesh1_pg.scaffold_463000005|g.10374  ,nvec12059,_,5,-,-,-,N,-,315,-,-
jgi|Nemve1|219975|fgenesh1_pg.scaffold_463000007|m.10376 jgi|Nemve1|219975|fgenesh1_pg.scaffold_463000007|g.10376  ,nvec12060,_,2,-,-,-,N,-,152,-,-
jgi|Nemve1|219985|fgenesh1_pg.scaffold_464000005|m.21316 jgi|Nemve1|219985|fgenesh1_pg.scaffold_464000005|g.21316  ,nvec12061,_,2,-,-,-,N,-,402,-,-
jgi|Nemve1|219987|fgenesh1_pg.scaffold_464000007|m.21320 jgi|Nemve1|219987|fgenesh1_pg.scaffold_464000007|g.21320  ,nvec12062,_,3,-,-,-,N,-,412,-,-
jgi|Nemve1|219988|fgenesh1_pg.scaffold_465000001|m.4307 jgi|Nemve1|219988|fgenesh1_pg.scaffold_465000001|g.4307  ,nvec12063,S,4,-,-,-,N,-,306,-,-
jgi|Nemve1|219996|fgenesh1_pg.scaffold_465000009|m.4316 jgi|Nemve1|219996|fgenesh1_pg.scaffold_465000009|g.4316  ,nvec12064,S,2,-,-,-,N,-,353,-,-
jgi|Nemve1|220006|fgenesh1_pg.scaffold_466000008|m.5618 jgi|Nemve1|220006|fgenesh1_pg.scaffold_466000008|g.5618  ,nvec12065,S,2,-,-,-,N,-,363,-,-
jgi|Nemve1|220007|fgenesh1_pg.scaffold_466000009|m.5619 jgi|Nemve1|220007|fgenesh1_pg.scaffold_466000009|g.5619  ,nvec12066,S,1,-,-,-,N,-,146,-,-
jgi|Nemve1|220018|fgenesh1_pg.scaffold_467000011|m.33384 jgi|Nemve1|220018|fgenesh1_pg.scaffold_467000011|g.33384  ,nvec12067,S,1,-,-,-,N,-,376,-,-
jgi|Nemve1|220018|fgenesh1_pg.scaffold_467000011|m.33383 jgi|Nemve1|220018|fgenesh1_pg.scaffold_467000011|g.33383  ,nvec12068,_,2,-,-,-,N,-,376,-,-
jgi|Nemve1|220022|fgenesh1_pg.scaffold_468000004|m.24699 jgi|Nemve1|220022|fgenesh1_pg.scaffold_468000004|g.24699  ,nvec12069,_,1,-,-,-,N,-,183,-,-
jgi|Nemve1|220027|fgenesh1_pg.scaffold_469000003|m.3824 jgi|Nemve1|220027|fgenesh1_pg.scaffold_469000003|g.3824  ,nvec12070,_,1,-,-,-,N,-,142,-,-
jgi|Nemve1|220028|fgenesh1_pg.scaffold_469000004|m.3825 jgi|Nemve1|220028|fgenesh1_pg.scaffold_469000004|g.3825  ,nvec12071,_,1,-,-,-,N,-,609,-,-
jgi|Nemve1|220036|fgenesh1_pg.scaffold_469000012|m.3837 jgi|Nemve1|220036|fgenesh1_pg.scaffold_469000012|g.3837  ,nvec12072,_,4,-,-,-,N,-,216,-,-
jgi|Nemve1|220043|fgenesh1_pg.scaffold_469000019|m.3844 jgi|Nemve1|220043|fgenesh1_pg.scaffold_469000019|g.3844  ,nvec12073,M,5,-,-,-,N,-,322,-,-
jgi|Nemve1|220044|fgenesh1_pg.scaffold_469000020|m.3845 jgi|Nemve1|220044|fgenesh1_pg.scaffold_469000020|g.3845  ,nvec12074,S,1,-,-,-,N,-,113,-,-
