transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
gb|GBGI01012712.1||m.11211 gb|GBGI01012712.1||g.11211  ,kiwa10663,_,2,-,-,-,N,-,208,-,-
gb|GBGI01012720.1||m.11212 gb|GBGI01012720.1||g.11212  ,kiwa10664,_,4,-,-,-,N,-,101,-,-
gb|GBGI01012721.1||m.11213 gb|GBGI01012721.1||g.11213  ,kiwa10665,_,4,-,-,-,N,-,101,-,-
gb|GBGI01012722.1||m.11214 gb|GBGI01012722.1||g.11214  ,kiwa10666,_,4,-,-,-,N,-,101,-,-
gb|GBGI01012723.1||m.11215 gb|GBGI01012723.1||g.11215  ,kiwa10667,_,4,-,-,-,N,-,101,-,-
gb|GBGI01012724.1||m.11216 gb|GBGI01012724.1||g.11216  ,kiwa10668,_,4,-,-,-,N,-,101,-,-
gb|GBGI01012725.1||m.11217 gb|GBGI01012725.1||g.11217  ,kiwa10669,_,5,-,-,-,N,-,115,-,-
gb|GBGI01012726.1||m.11218 gb|GBGI01012726.1||g.11218  ,kiwa10670,_,1,-,-,-,N,-,163,-,-
gb|GBGI01012727.1||m.11219 gb|GBGI01012727.1||g.11219  ,kiwa10671,_,1,-,-,-,N,-,163,-,-
gb|GBGI01012728.1||m.11220 gb|GBGI01012728.1||g.11220  ,kiwa10672,_,1,-,-,-,N,-,163,-,-
gb|GBGI01012729.1||m.11221 gb|GBGI01012729.1||g.11221  ,kiwa10673,_,1,-,-,-,N,-,101,-,-
gb|GBGI01012730.1||m.11222 gb|GBGI01012730.1||g.11222  ,kiwa10674,_,2,-,-,-,N,-,138,-,-
gb|GBGI01012731.1||m.11223 gb|GBGI01012731.1||g.11223  ,kiwa10675,_,1,-,-,-,N,-,647,-,-
gb|GBGI01012732.1||m.11224 gb|GBGI01012732.1||g.11224  ,kiwa10676,_,1,-,-,-,N,-,276,-,-
gb|GBGI01012732.1||m.11225 gb|GBGI01012732.1||g.11225  ,kiwa10677,S,2,-,-,-,N,-,156,-,-
gb|GBGI01012733.1||m.11226 gb|GBGI01012733.1||g.11226  ,kiwa10678,_,1,-,-,-,N,-,276,-,-
gb|GBGI01012733.1||m.11227 gb|GBGI01012733.1||g.11227  ,kiwa10679,S,2,-,-,-,N,-,156,-,-
gb|GBGI01012734.1||m.11228 gb|GBGI01012734.1||g.11228  ,kiwa10680,_,2,-,-,-,N,-,167,-,-
gb|GBGI01012736.1||m.11229 gb|GBGI01012736.1||g.11229  ,kiwa10681,_,3,-,-,-,N,-,105,-,-
gb|GBGI01012737.1||m.11230 gb|GBGI01012737.1||g.11230  ,kiwa10682,_,2,-,-,-,N,-,644,-,-
gb|GBGI01012738.1||m.11231 gb|GBGI01012738.1||g.11231  ,kiwa10683,_,4,-,-,-,N,-,561,-,-
gb|GBGI01012739.1||m.11232 gb|GBGI01012739.1||g.11232  ,kiwa10684,_,1,-,-,-,N,-,405,-,-
gb|GBGI01012740.1||m.11233 gb|GBGI01012740.1||g.11233  ,kiwa10685,_,2,-,-,-,N,-,272,-,-
gb|GBGI01012741.1||m.11234 gb|GBGI01012741.1||g.11234  ,kiwa10686,_,2,-,-,-,N,-,290,-,-
gb|GBGI01012753.1||m.11235 gb|GBGI01012753.1||g.11235  ,kiwa10687,_,2,-,-,-,N,-,249,-,-
gb|GBGI01012754.1||m.11236 gb|GBGI01012754.1||g.11236  ,kiwa10688,_,1,-,-,-,N,-,197,-,-
gb|GBGI01012755.1||m.11237 gb|GBGI01012755.1||g.11237  ,kiwa10689,_,2,-,-,-,N,-,221,-,-
gb|GBGI01012756.1||m.11238 gb|GBGI01012756.1||g.11238  ,kiwa10690,_,3,-,-,-,N,-,265,-,-
gb|GBGI01012757.1||m.11239 gb|GBGI01012757.1||g.11239  ,kiwa10691,_,2,-,-,-,N,-,186,-,-
gb|GBGI01012762.1||m.11240 gb|GBGI01012762.1||g.11240  ,kiwa10692,_,1,-,-,-,N,-,143,-,-
gb|GBGI01012762.1||m.11241 gb|GBGI01012762.1||g.11241  ,kiwa10693,_,4,-,-,-,N,-,134,-,-
gb|GBGI01012763.1||m.11242 gb|GBGI01012763.1||g.11242  ,kiwa10694,_,4,-,-,-,N,-,294,-,-
gb|GBGI01012764.1||m.11243 gb|GBGI01012764.1||g.11243  ,kiwa10695,_,4,-,-,-,N,-,213,-,-
gb|GBGI01012765.1||m.11244 gb|GBGI01012765.1||g.11244  ,kiwa10696,_,4,-,-,-,N,-,134,-,-
gb|GBGI01012766.1||m.11245 gb|GBGI01012766.1||g.11245  ,kiwa10697,_,4,-,-,-,N,-,176,-,-
gb|GBGI01012767.1||m.11247 gb|GBGI01012767.1||g.11247  ,kiwa10698,_,3,-,-,-,N,-,135,-,-
gb|GBGI01012768.1||m.11248 gb|GBGI01012768.1||g.11248  ,kiwa10699,_,1,-,-,scer1063,Y,-,316,-,BMS1
gb|GBGI01012769.1||m.11249 gb|GBGI01012769.1||g.11249  ,kiwa10700,_,1,-,-,-,N,-,298,-,-
gb|GBGI01012770.1||m.11250 gb|GBGI01012770.1||g.11250  ,kiwa10701,_,1,-,-,-,N,-,270,-,-
gb|GBGI01012771.1||m.11251 gb|GBGI01012771.1||g.11251  ,kiwa10702,_,1,-,-,-,N,-,262,-,-
gb|GBGI01012773.1||m.11252 gb|GBGI01012773.1||g.11252  ,kiwa10703,_,3,-,-,-,N,-,200,-,-
gb|GBGI01012774.1||m.11253 gb|GBGI01012774.1||g.11253  ,kiwa10704,_,3,-,-,-,N,-,200,-,-
gb|GBGI01012775.1||m.11254 gb|GBGI01012775.1||g.11254  ,kiwa10705,_,3,-,-,-,N,-,200,-,-
gb|GBGI01012776.1||m.11255 gb|GBGI01012776.1||g.11255  ,kiwa10706,_,3,-,-,-,N,-,200,-,-
gb|GBGI01012777.1||m.11256 gb|GBGI01012777.1||g.11256  ,kiwa10707,_,3,-,-,-,N,-,131,-,-
gb|GBGI01012778.1||m.11257 gb|GBGI01012778.1||g.11257  ,kiwa10708,_,3,-,-,-,N,-,131,-,-
gb|GBGI01012780.1||m.11258 gb|GBGI01012780.1||g.11258  ,kiwa10709,_,3,-,-,-,N,-,200,-,-
gb|GBGI01012781.1||m.11259 gb|GBGI01012781.1||g.11259  ,kiwa10710,_,3,-,-,-,N,-,200,-,-
gb|GBGI01012782.1||m.11260 gb|GBGI01012782.1||g.11260  ,kiwa10711,_,3,-,-,-,N,-,200,-,-
gb|GBGI01012783.1||m.11261 gb|GBGI01012783.1||g.11261  ,kiwa10712,_,3,-,-,-,N,-,200,-,-
gb|GBGI01012784.1||m.11262 gb|GBGI01012784.1||g.11262  ,kiwa10713,_,3,-,-,-,N,-,200,-,-
gb|GBGI01012785.1||m.11263 gb|GBGI01012785.1||g.11263  ,kiwa10714,_,3,-,-,-,N,-,200,-,-
gb|GBGI01012786.1||m.11264 gb|GBGI01012786.1||g.11264  ,kiwa10715,_,3,-,-,-,N,-,131,-,-
gb|GBGI01012787.1||m.11265 gb|GBGI01012787.1||g.11265  ,kiwa10716,_,2,-,-,-,N,-,120,-,-
gb|GBGI01012788.1||m.11266 gb|GBGI01012788.1||g.11266  ,kiwa10717,_,3,-,-,-,N,-,200,-,-
gb|GBGI01012789.1||m.11267 gb|GBGI01012789.1||g.11267  ,kiwa10718,_,1,-,-,-,N,-,231,-,-
gb|GBGI01012791.1||m.11268 gb|GBGI01012791.1||g.11268  ,kiwa10719,_,5,-,-,-,N,-,360,-,-
gb|GBGI01012792.1||m.11269 gb|GBGI01012792.1||g.11269  ,kiwa10720,S,4,-,-,-,N,-,212,-,-
gb|GBGI01012793.1||m.11270 gb|GBGI01012793.1||g.11270  ,kiwa10721,M,4,-,-,-,N,-,345,-,-
gb|GBGI01012794.1||m.11271 gb|GBGI01012794.1||g.11271  ,kiwa10722,_,5,-,-,-,N,-,360,-,-
gb|GBGI01012803.1||m.11272 gb|GBGI01012803.1||g.11272  ,kiwa10723,S,1,-,-,-,N,-,225,-,-
gb|GBGI01012804.1||m.11273 gb|GBGI01012804.1||g.11273  ,kiwa10724,_,4,-,-,-,N,-,206,-,-
gb|GBGI01012816.1||m.11274 gb|GBGI01012816.1||g.11274  ,kiwa10725,_,1,-,-,-,N,-,130,-,-
gb|GBGI01012816.1||m.11275 gb|GBGI01012816.1||g.11275  ,kiwa10726,_,3,-,-,-,N,-,119,-,-
gb|GBGI01012817.1||m.11276 gb|GBGI01012817.1||g.11276  ,kiwa10727,_,1,-,-,-,N,-,130,-,-
gb|GBGI01012817.1||m.11277 gb|GBGI01012817.1||g.11277  ,kiwa10728,_,3,-,-,-,N,-,119,-,-
gb|GBGI01012818.1||m.11278 gb|GBGI01012818.1||g.11278  ,kiwa10729,_,1,-,-,-,N,-,130,-,-
gb|GBGI01012820.1||m.11279 gb|GBGI01012820.1||g.11279  ,kiwa10730,_,1,-,-,-,N,-,130,-,-
gb|GBGI01012822.1||m.11280 gb|GBGI01012822.1||g.11280  ,kiwa10731,_,1,-,-,-,N,-,130,-,-
gb|GBGI01012822.1||m.11281 gb|GBGI01012822.1||g.11281  ,kiwa10732,_,3,-,-,-,N,-,119,-,-
gb|GBGI01012824.1||m.11282 gb|GBGI01012824.1||g.11282  ,kiwa10733,_,1,-,-,-,N,-,130,-,-
gb|GBGI01012825.1||m.11283 gb|GBGI01012825.1||g.11283  ,kiwa10734,_,5,-,-,-,N,-,114,-,-
gb|GBGI01012826.1||m.11284 gb|GBGI01012826.1||g.11284  ,kiwa10735,_,1,-,-,-,N,-,130,-,-
gb|GBGI01012828.1||m.11285 gb|GBGI01012828.1||g.11285  ,kiwa10736,_,3,-,-,-,N,-,122,-,-
gb|GBGI01012829.1||m.11286 gb|GBGI01012829.1||g.11286  ,kiwa10737,_,3,hsap2134,mmus619,scer484,Y,BCAT2,213,Bcat2,BAT1
gb|GBGI01012830.1||m.11287 gb|GBGI01012830.1||g.11287  ,kiwa10738,_,3,-,-,-,N,-,113,-,-
gb|GBGI01012831.1||m.11288 gb|GBGI01012831.1||g.11288  ,kiwa10739,_,3,-,-,-,N,-,204,-,-
gb|GBGI01012832.1||m.11289 gb|GBGI01012832.1||g.11289  ,kiwa10740,_,3,-,-,-,N,-,113,-,-
gb|GBGI01012833.1||m.11290 gb|GBGI01012833.1||g.11290  ,kiwa10741,_,3,-,-,-,N,-,177,-,-
gb|GBGI01012835.1||m.11291 gb|GBGI01012835.1||g.11291  ,kiwa10742,_,2,-,-,-,N,-,125,-,-
gb|GBGI01012836.1||m.11292 gb|GBGI01012836.1||g.11292  ,kiwa10743,_,4,hsap2136,-,-,Y,BCAT2,154,-,-
gb|GBGI01012837.1||m.11293 gb|GBGI01012837.1||g.11293  ,kiwa10744,_,1,-,-,-,N,-,172,-,-
gb|GBGI01012838.1||m.11294 gb|GBGI01012838.1||g.11294  ,kiwa10745,_,1,-,-,-,N,-,118,-,-
gb|GBGI01012839.1||m.11295 gb|GBGI01012839.1||g.11295  ,kiwa10746,_,1,-,-,-,N,-,189,-,-
gb|GBGI01012840.1||m.11296 gb|GBGI01012840.1||g.11296  ,kiwa10747,_,1,-,-,-,N,-,189,-,-
gb|GBGI01012841.1||m.11297 gb|GBGI01012841.1||g.11297  ,kiwa10748,_,1,-,-,-,N,-,189,-,-
gb|GBGI01012842.1||m.11298 gb|GBGI01012842.1||g.11298  ,kiwa10749,_,1,-,-,-,N,-,172,-,-
gb|GBGI01012843.1||m.11299 gb|GBGI01012843.1||g.11299  ,kiwa10750,_,1,hsap2218,-,-,Y,SNAP29,172,-,-
gb|GBGI01012844.1||m.11300 gb|GBGI01012844.1||g.11300  ,kiwa10751,_,5,-,-,-,N,-,100,-,-
gb|GBGI01012846.1||m.11301 gb|GBGI01012846.1||g.11301  ,kiwa10752,_,2,-,-,-,N,-,232,-,-
gb|GBGI01012847.1||m.11302 gb|GBGI01012847.1||g.11302  ,kiwa10753,_,2,-,-,-,N,-,197,-,-
gb|GBGI01012848.1||m.11303 gb|GBGI01012848.1||g.11303  ,kiwa10754,_,2,-,-,-,N,-,151,-,-
gb|GBGI01012849.1||m.11304 gb|GBGI01012849.1||g.11304  ,kiwa10755,_,2,-,-,-,N,-,232,-,-
gb|GBGI01012850.1||m.11305 gb|GBGI01012850.1||g.11305  ,kiwa10756,_,2,-,-,-,N,-,151,-,-
gb|GBGI01012863.1||m.11306 gb|GBGI01012863.1||g.11306  ,kiwa10757,_,4,-,-,-,N,-,273,-,-
gb|GBGI01012863.1||m.11307 gb|GBGI01012863.1||g.11307  ,kiwa10758,_,3,-,-,-,N,-,248,-,-
gb|GBGI01012863.1||m.11308 gb|GBGI01012863.1||g.11308  ,kiwa10759,S,1,-,-,-,N,-,138,-,-
gb|GBGI01012864.1||m.11310 gb|GBGI01012864.1||g.11310  ,kiwa10760,_,3,-,-,-,N,-,248,-,-
gb|GBGI01012864.1||m.11309 gb|GBGI01012864.1||g.11309  ,kiwa10761,_,4,-,-,-,N,-,273,-,-
gb|GBGI01012865.1||m.11313 gb|GBGI01012865.1||g.11313  ,kiwa10762,_,3,-,-,-,N,-,116,-,-
gb|GBGI01012865.1||m.11311 gb|GBGI01012865.1||g.11311  ,kiwa10763,_,4,-,-,-,N,-,399,-,-
gb|GBGI01012865.1||m.11312 gb|GBGI01012865.1||g.11312  ,kiwa10764,_,2,-,-,-,N,-,138,-,-
gb|GBGI01012866.1||m.11314 gb|GBGI01012866.1||g.11314  ,kiwa10765,_,4,-,-,-,N,-,399,-,-
gb|GBGI01012866.1||m.11315 gb|GBGI01012866.1||g.11315  ,kiwa10766,_,3,-,-,-,N,-,248,-,-
gb|GBGI01012867.1||m.11317 gb|GBGI01012867.1||g.11317  ,kiwa10767,_,2,-,-,-,N,-,138,-,-
gb|GBGI01012867.1||m.11318 gb|GBGI01012867.1||g.11318  ,kiwa10768,_,3,-,-,-,N,-,116,-,-
gb|GBGI01012867.1||m.11316 gb|GBGI01012867.1||g.11316  ,kiwa10769,_,4,-,-,-,N,-,399,-,-
gb|GBGI01012868.1||m.11320 gb|GBGI01012868.1||g.11320  ,kiwa10770,S,1,-,-,-,N,-,239,-,-
gb|GBGI01012868.1||m.11319 gb|GBGI01012868.1||g.11319  ,kiwa10771,_,4,-,-,-,N,-,273,-,-
gb|GBGI01012868.1||m.11321 gb|GBGI01012868.1||g.11321  ,kiwa10772,_,2,-,-,-,N,-,138,-,-
gb|GBGI01012869.1||m.11322 gb|GBGI01012869.1||g.11322  ,kiwa10773,_,4,-,-,-,N,-,273,-,-
gb|GBGI01012869.1||m.11323 gb|GBGI01012869.1||g.11323  ,kiwa10774,_,3,-,-,-,N,-,248,-,-
gb|GBGI01012870.1||m.11326 gb|GBGI01012870.1||g.11326  ,kiwa10775,_,2,-,-,-,N,-,124,-,-
gb|GBGI01012870.1||m.11325 gb|GBGI01012870.1||g.11325  ,kiwa10776,_,3,-,-,-,N,-,158,-,-
gb|GBGI01012870.1||m.11324 gb|GBGI01012870.1||g.11324  ,kiwa10777,_,4,-,-,-,N,-,273,-,-
gb|GBGI01012871.1||m.11327 gb|GBGI01012871.1||g.11327  ,kiwa10778,_,4,-,-,-,N,-,399,-,-
gb|GBGI01012871.1||m.11328 gb|GBGI01012871.1||g.11328  ,kiwa10779,_,3,-,-,-,N,-,290,-,-
gb|GBGI01012872.1||m.11331 gb|GBGI01012872.1||g.11331  ,kiwa10780,S,1,-,-,-,N,-,138,-,-
gb|GBGI01012872.1||m.11330 gb|GBGI01012872.1||g.11330  ,kiwa10781,_,3,-,-,-,N,-,248,-,-
gb|GBGI01012872.1||m.11329 gb|GBGI01012872.1||g.11329  ,kiwa10782,_,4,-,-,-,N,-,273,-,-
gb|GBGI01012873.1||m.11332 gb|GBGI01012873.1||g.11332  ,kiwa10783,_,3,-,-,-,N,-,290,-,-
gb|GBGI01012873.1||m.11333 gb|GBGI01012873.1||g.11333  ,kiwa10784,_,4,-,-,-,N,-,273,-,-
gb|GBGI01012874.1||m.11335 gb|GBGI01012874.1||g.11335  ,kiwa10785,_,3,-,-,-,N,-,248,-,-
gb|GBGI01012874.1||m.11334 gb|GBGI01012874.1||g.11334  ,kiwa10786,_,4,-,-,-,N,-,399,-,-
gb|GBGI01012874.1||m.11336 gb|GBGI01012874.1||g.11336  ,kiwa10787,S,1,-,-,-,N,-,138,-,-
gb|GBGI01012875.1||m.11339 gb|GBGI01012875.1||g.11339  ,kiwa10788,_,2,-,-,-,N,-,124,-,-
gb|GBGI01012875.1||m.11337 gb|GBGI01012875.1||g.11337  ,kiwa10789,_,4,-,-,-,N,-,399,-,-
gb|GBGI01012875.1||m.11338 gb|GBGI01012875.1||g.11338  ,kiwa10790,_,3,-,-,-,N,-,158,-,-
gb|GBGI01012876.1||m.11342 gb|GBGI01012876.1||g.11342  ,kiwa10791,_,3,-,-,-,N,-,116,-,-
gb|GBGI01012876.1||m.11341 gb|GBGI01012876.1||g.11341  ,kiwa10792,_,2,-,-,-,N,-,138,-,-
gb|GBGI01012876.1||m.11340 gb|GBGI01012876.1||g.11340  ,kiwa10793,_,4,-,-,-,N,-,273,-,-
gb|GBGI01012877.1||m.11343 gb|GBGI01012877.1||g.11343  ,kiwa10794,_,4,-,-,-,N,-,399,-,-
gb|GBGI01012877.1||m.11344 gb|GBGI01012877.1||g.11344  ,kiwa10795,_,3,-,-,-,N,-,290,-,-
gb|GBGI01012878.1||m.11346 gb|GBGI01012878.1||g.11346  ,kiwa10796,_,3,-,-,-,N,-,248,-,-
gb|GBGI01012878.1||m.11345 gb|GBGI01012878.1||g.11345  ,kiwa10797,_,4,-,-,-,N,-,273,-,-
gb|GBGI01012879.1||m.11347 gb|GBGI01012879.1||g.11347  ,kiwa10798,_,4,-,-,-,N,-,273,-,-
gb|GBGI01012879.1||m.11348 gb|GBGI01012879.1||g.11348  ,kiwa10799,_,3,-,-,-,N,-,248,-,-
gb|GBGI01012880.1||m.11350 gb|GBGI01012880.1||g.11350  ,kiwa10800,_,3,-,-,-,N,-,248,-,-
gb|GBGI01012880.1||m.11349 gb|GBGI01012880.1||g.11349  ,kiwa10801,_,4,-,-,-,N,-,399,-,-
gb|GBGI01012881.1||m.11351 gb|GBGI01012881.1||g.11351  ,kiwa10802,_,4,-,-,-,N,-,273,-,-
gb|GBGI01012881.1||m.11352 gb|GBGI01012881.1||g.11352  ,kiwa10803,_,3,-,-,-,N,-,234,-,-
gb|GBGI01012882.1||m.11353 gb|GBGI01012882.1||g.11353  ,kiwa10804,_,4,-,-,-,N,-,399,-,-
gb|GBGI01012882.1||m.11354 gb|GBGI01012882.1||g.11354  ,kiwa10805,S,1,-,-,-,N,-,367,-,-
gb|GBGI01012883.1||m.11356 gb|GBGI01012883.1||g.11356  ,kiwa10806,_,3,-,-,-,N,-,248,-,-
gb|GBGI01012883.1||m.11355 gb|GBGI01012883.1||g.11355  ,kiwa10807,_,4,-,-,-,N,-,399,-,-
gb|GBGI01012884.1||m.11358 gb|GBGI01012884.1||g.11358  ,kiwa10808,_,3,-,-,-,N,-,248,-,-
gb|GBGI01012884.1||m.11357 gb|GBGI01012884.1||g.11357  ,kiwa10809,_,4,-,-,-,N,-,399,-,-
gb|GBGI01012885.1||m.11360 gb|GBGI01012885.1||g.11360  ,kiwa10810,_,3,-,-,-,N,-,248,-,-
gb|GBGI01012885.1||m.11359 gb|GBGI01012885.1||g.11359  ,kiwa10811,_,4,-,-,-,N,-,273,-,-
gb|GBGI01012885.1||m.11361 gb|GBGI01012885.1||g.11361  ,kiwa10812,S,1,-,-,-,N,-,138,-,-
gb|GBGI01012886.1||m.11363 gb|GBGI01012886.1||g.11363  ,kiwa10813,_,3,-,-,-,N,-,234,-,-
gb|GBGI01012886.1||m.11364 gb|GBGI01012886.1||g.11364  ,kiwa10814,S,1,-,-,-,N,-,138,-,-
gb|GBGI01012886.1||m.11362 gb|GBGI01012886.1||g.11362  ,kiwa10815,_,4,-,-,-,N,-,399,-,-
gb|GBGI01012887.1||m.11365 gb|GBGI01012887.1||g.11365  ,kiwa10816,S,4,-,-,-,N,-,179,-,-
gb|GBGI01012888.1||m.11367 gb|GBGI01012888.1||g.11367  ,kiwa10817,_,3,-,-,-,N,-,228,-,-
gb|GBGI01012888.1||m.11366 gb|GBGI01012888.1||g.11366  ,kiwa10818,_,4,-,-,-,N,-,482,-,-
gb|GBGI01012889.1||m.11369 gb|GBGI01012889.1||g.11369  ,kiwa10819,_,3,-,-,-,N,-,228,-,-
gb|GBGI01012889.1||m.11368 gb|GBGI01012889.1||g.11368  ,kiwa10820,_,4,-,-,-,N,-,514,-,-
gb|GBGI01012890.1||m.11371 gb|GBGI01012890.1||g.11371  ,kiwa10821,_,3,-,-,-,N,-,245,-,-
gb|GBGI01012890.1||m.11370 gb|GBGI01012890.1||g.11370  ,kiwa10822,_,4,-,-,-,N,-,482,-,-
gb|GBGI01012891.1||m.11373 gb|GBGI01012891.1||g.11373  ,kiwa10823,_,3,-,-,-,N,-,245,-,-
gb|GBGI01012891.1||m.11372 gb|GBGI01012891.1||g.11372  ,kiwa10824,_,4,-,-,-,N,-,514,-,-
gb|GBGI01012893.1||m.11374 gb|GBGI01012893.1||g.11374  ,kiwa10825,_,1,-,-,-,N,-,134,-,-
gb|GBGI01012894.1||m.11375 gb|GBGI01012894.1||g.11375  ,kiwa10826,_,1,-,-,-,N,-,297,-,-
gb|GBGI01012896.1||m.11376 gb|GBGI01012896.1||g.11376  ,kiwa10827,_,2,-,-,-,N,-,191,-,-
gb|GBGI01012897.1||m.11377 gb|GBGI01012897.1||g.11377  ,kiwa10828,_,2,-,-,-,N,-,191,-,-
gb|GBGI01012898.1||m.11378 gb|GBGI01012898.1||g.11378  ,kiwa10829,_,2,-,-,-,N,-,191,-,-
gb|GBGI01012899.1||m.11379 gb|GBGI01012899.1||g.11379  ,kiwa10830,_,2,-,-,-,N,-,191,-,-
gb|GBGI01012900.1||m.11380 gb|GBGI01012900.1||g.11380  ,kiwa10831,_,2,-,-,-,N,-,191,-,-
gb|GBGI01012901.1||m.11381 gb|GBGI01012901.1||g.11381  ,kiwa10832,_,2,-,-,-,N,-,191,-,-
gb|GBGI01012902.1||m.11382 gb|GBGI01012902.1||g.11382  ,kiwa10833,_,2,-,-,-,N,-,191,-,-
gb|GBGI01012909.1||m.11383 gb|GBGI01012909.1||g.11383  ,kiwa10834,_,5,-,-,-,N,-,165,-,-
gb|GBGI01012910.1||m.11384 gb|GBGI01012910.1||g.11384  ,kiwa10835,_,5,-,-,-,N,-,216,-,-
gb|GBGI01012912.1||m.11385 gb|GBGI01012912.1||g.11385  ,kiwa10836,_,1,-,-,-,N,-,139,-,-
gb|GBGI01012915.1||m.11386 gb|GBGI01012915.1||g.11386  ,kiwa10837,_,2,-,-,-,N,-,127,-,-
gb|GBGI01012916.1||m.11387 gb|GBGI01012916.1||g.11387  ,kiwa10838,_,2,-,-,-,N,-,119,-,-
gb|GBGI01012917.1||m.11388 gb|GBGI01012917.1||g.11388  ,kiwa10839,_,1,-,-,-,N,-,511,-,-
gb|GBGI01012918.1||m.11390 gb|GBGI01012918.1||g.11390  ,kiwa10840,_,5,-,-,-,N,-,202,-,-
gb|GBGI01012918.1||m.11389 gb|GBGI01012918.1||g.11389  ,kiwa10841,_,1,-,-,-,N,-,268,-,-
gb|GBGI01012919.1||m.11391 gb|GBGI01012919.1||g.11391  ,kiwa10842,S,5,-,-,-,N,-,133,-,-
gb|GBGI01012920.1||m.11393 gb|GBGI01012920.1||g.11393  ,kiwa10843,S,4,-,-,-,N,-,111,-,-
gb|GBGI01012920.1||m.11392 gb|GBGI01012920.1||g.11392  ,kiwa10844,_,5,-,-,-,N,-,202,-,-
gb|GBGI01012921.1||m.11394 gb|GBGI01012921.1||g.11394  ,kiwa10845,_,5,-,-,-,N,-,222,-,-
gb|GBGI01012924.1||m.11397 gb|GBGI01012924.1||g.11397  ,kiwa10846,_,2,-,-,-,N,-,126,-,-
gb|GBGI01012924.1||m.11396 gb|GBGI01012924.1||g.11396  ,kiwa10847,S,1,-,-,-,N,-,140,-,-
gb|GBGI01012924.1||m.11395 gb|GBGI01012924.1||g.11395  ,kiwa10848,_,1,-,-,-,N,-,344,-,-
gb|GBGI01012925.1||m.11398 gb|GBGI01012925.1||g.11398  ,kiwa10849,_,1,-,-,-,N,-,344,-,-
gb|GBGI01012925.1||m.11399 gb|GBGI01012925.1||g.11399  ,kiwa10850,S,1,-,-,-,N,-,140,-,-
gb|GBGI01012926.1||m.11400 gb|GBGI01012926.1||g.11400  ,kiwa10851,_,1,-,-,-,N,-,154,-,-
gb|GBGI01012927.1||m.11401 gb|GBGI01012927.1||g.11401  ,kiwa10852,_,2,-,-,-,N,-,162,-,-
gb|GBGI01012928.1||m.11402 gb|GBGI01012928.1||g.11402  ,kiwa10853,_,1,-,-,-,N,-,223,-,-
gb|GBGI01012928.1||m.11403 gb|GBGI01012928.1||g.11403  ,kiwa10854,_,1,-,-,-,N,-,155,-,-
gb|GBGI01012929.1||m.11404 gb|GBGI01012929.1||g.11404  ,kiwa10855,_,1,-,-,-,N,-,446,-,-
gb|GBGI01012930.1||m.11405 gb|GBGI01012930.1||g.11405  ,kiwa10856,_,1,-,-,-,N,-,446,-,-
gb|GBGI01012931.1||m.11406 gb|GBGI01012931.1||g.11406  ,kiwa10857,_,1,-,-,-,N,-,223,-,-
gb|GBGI01012931.1||m.11407 gb|GBGI01012931.1||g.11407  ,kiwa10858,_,1,-,-,-,N,-,155,-,-
gb|GBGI01012932.1||m.11408 gb|GBGI01012932.1||g.11408  ,kiwa10859,_,1,-,-,-,N,-,446,-,-
gb|GBGI01012936.1||m.11409 gb|GBGI01012936.1||g.11409  ,kiwa10860,_,3,-,-,-,N,-,106,-,-
gb|GBGI01012938.1||m.11410 gb|GBGI01012938.1||g.11410  ,kiwa10861,_,3,-,-,-,N,-,106,-,-
gb|GBGI01012939.1||m.11411 gb|GBGI01012939.1||g.11411  ,kiwa10862,_,3,-,-,-,N,-,106,-,-
gb|GBGI01012940.1||m.11412 gb|GBGI01012940.1||g.11412  ,kiwa10863,_,3,-,-,-,N,-,106,-,-
gb|GBGI01012942.1||m.11413 gb|GBGI01012942.1||g.11413  ,kiwa10864,_,3,-,-,-,N,-,106,-,-
gb|GBGI01012944.1||m.11414 gb|GBGI01012944.1||g.11414  ,kiwa10865,_,3,-,-,-,N,-,106,-,-
gb|GBGI01012945.1||m.11415 gb|GBGI01012945.1||g.11415  ,kiwa10866,_,3,-,-,-,N,-,106,-,-
gb|GBGI01012946.1||m.11416 gb|GBGI01012946.1||g.11416  ,kiwa10867,_,3,-,-,-,N,-,106,-,-
gb|GBGI01012948.1||m.11417 gb|GBGI01012948.1||g.11417  ,kiwa10868,_,3,-,-,-,N,-,106,-,-
gb|GBGI01012951.1||m.11418 gb|GBGI01012951.1||g.11418  ,kiwa10869,_,3,-,-,-,N,-,106,-,-
gb|GBGI01012954.1||m.11419 gb|GBGI01012954.1||g.11419  ,kiwa10870,_,3,-,-,-,N,-,106,-,-
gb|GBGI01012956.1||m.11420 gb|GBGI01012956.1||g.11420  ,kiwa10871,_,3,-,-,-,N,-,106,-,-
gb|GBGI01012958.1||m.11421 gb|GBGI01012958.1||g.11421  ,kiwa10872,_,3,-,-,-,N,-,106,-,-
gb|GBGI01012959.1||m.11422 gb|GBGI01012959.1||g.11422  ,kiwa10873,_,1,-,-,-,N,-,120,-,-
gb|GBGI01012960.1||m.11423 gb|GBGI01012960.1||g.11423  ,kiwa10874,S,1,-,-,-,N,-,172,-,-
gb|GBGI01012961.1||m.11424 gb|GBGI01012961.1||g.11424  ,kiwa10875,_,2,-,-,-,N,-,411,-,-
