transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
gi|671201487|gb|GBGH01010112.1||m.17919 gi|671201487|gb|GBGH01010112.1||g.17919  ,phyd12492,_,1,-,-,-,N,-,105,-,-
gi|671201488|gb|GBGH01010111.1||m.17918 gi|671201488|gb|GBGH01010111.1||g.17918  ,phyd12493,S,5,-,-,-,N,-,398,-,-
gi|671201489|gb|GBGH01010110.1||m.17917 gi|671201489|gb|GBGH01010110.1||g.17917  ,phyd12494,_,1,-,-,-,N,-,275,-,-
gi|671201490|gb|GBGH01010109.1||m.17913 gi|671201490|gb|GBGH01010109.1||g.17913  ,phyd12495,_,3,-,-,-,N,-,752,-,-
gi|671201492|gb|GBGH01010107.1||m.17912 gi|671201492|gb|GBGH01010107.1||g.17912  ,phyd12496,_,2,-,-,-,N,-,275,-,-
gi|671201493|gb|GBGH01010106.1||m.17911 gi|671201493|gb|GBGH01010106.1||g.17911  ,phyd12497,S,5,-,-,-,N,-,348,-,-
gi|671201494|gb|GBGH01010105.1||m.17907 gi|671201494|gb|GBGH01010105.1||g.17907  ,phyd12498,_,2,-,-,-,N,-,666,-,-
gi|671201495|gb|GBGH01010104.1||m.17906 gi|671201495|gb|GBGH01010104.1||g.17906  ,phyd12499,_,5,-,-,-,N,-,117,-,-
gi|671201496|gb|GBGH01010103.1||m.17904 gi|671201496|gb|GBGH01010103.1||g.17904  ,phyd12500,_,3,-,-,-,N,-,230,-,-
gi|671201497|gb|GBGH01010102.1||m.17900 gi|671201497|gb|GBGH01010102.1||g.17900  ,phyd12501,_,1,-,-,-,N,-,601,-,-
gi|671201498|gb|GBGH01010101.1||m.17898 gi|671201498|gb|GBGH01010101.1||g.17898  ,phyd12502,_,3,-,-,-,N,-,380,-,-
gi|671201499|gb|GBGH01010100.1||m.17894 gi|671201499|gb|GBGH01010100.1||g.17894  ,phyd12503,_,2,-,-,-,N,-,520,-,-
gi|671201500|gb|GBGH01010099.1||m.17893 gi|671201500|gb|GBGH01010099.1||g.17893  ,phyd12504,_,2,-,-,-,N,-,241,-,-
gi|671201501|gb|GBGH01010098.1||m.17892 gi|671201501|gb|GBGH01010098.1||g.17892  ,phyd12505,S,1,-,-,-,N,-,502,-,-
gi|671201502|gb|GBGH01010097.1||m.17891 gi|671201502|gb|GBGH01010097.1||g.17891  ,phyd12506,M,3,hsap2101,mmus713,scer713,Y,MPV17L2,204,Mpv17l2,SYM1
gi|671201504|gb|GBGH01010095.1||m.17890 gi|671201504|gb|GBGH01010095.1||g.17890  ,phyd12507,M,5,-,-,scer204,Y,-,561,-,HEM1
gi|671201505|gb|GBGH01010094.1||m.17885 gi|671201505|gb|GBGH01010094.1||g.17885  ,phyd12508,_,2,-,-,-,N,-,621,-,-
gi|671201506|gb|GBGH01010093.1||m.17884 gi|671201506|gb|GBGH01010093.1||g.17884  ,phyd12509,_,2,-,-,-,N,-,228,-,-
gi|671201507|gb|GBGH01010092.1||m.17883 gi|671201507|gb|GBGH01010092.1||g.17883  ,phyd12510,M,4,-,-,-,N,-,302,-,-
gi|671201508|gb|GBGH01010091.1||m.17881 gi|671201508|gb|GBGH01010091.1||g.17881  ,phyd12511,_,3,hsap704,-,-,Y,SLC25A46,449,-,-
gi|671201509|gb|GBGH01010090.1||m.17875 gi|671201509|gb|GBGH01010090.1||g.17875  ,phyd12512,_,4,-,-,-,N,-,998,-,-
gi|671201510|gb|GBGH01010089.1||m.17873 gi|671201510|gb|GBGH01010089.1||g.17873  ,phyd12513,_,5,-,-,-,N,-,828,-,-
gi|671201512|gb|GBGH01010087.1||m.17871 gi|671201512|gb|GBGH01010087.1||g.17871  ,phyd12514,_,4,hsap533,mmus1212,-,Y,TKT,632,Tkt,-
gi|671201513|gb|GBGH01010086.1||m.17869 gi|671201513|gb|GBGH01010086.1||g.17869  ,phyd12515,_,4,-,-,-,N,-,205,-,-
gi|671201514|gb|GBGH01010085.1||m.17868 gi|671201514|gb|GBGH01010085.1||g.17868  ,phyd12516,S,1,-,-,-,N,-,545,-,-
gi|671201515|gb|GBGH01010084.1||m.17867 gi|671201515|gb|GBGH01010084.1||g.17867  ,phyd12517,M,1,-,-,-,Y,-,254,-,-
gi|671201516|gb|GBGH01010083.1||m.17866 gi|671201516|gb|GBGH01010083.1||g.17866  ,phyd12518,S,2,-,-,-,N,-,99,-,-
gi|671201517|gb|GBGH01010082.1||m.17863 gi|671201517|gb|GBGH01010082.1||g.17863  ,phyd12519,S,1,-,-,-,N,-,548,-,-
gi|671201518|gb|GBGH01010081.1||m.17861 gi|671201518|gb|GBGH01010081.1||g.17861  ,phyd12520,_,4,-,-,scer473,Y,-,685,-,ATG7
gi|671201519|gb|GBGH01010080.1||m.17858 gi|671201519|gb|GBGH01010080.1||g.17858  ,phyd12521,M,2,hsap797,-,scer391,Y,VARS2,1097,-,VAS1
gi|671201521|gb|GBGH01010078.1||m.17855 gi|671201521|gb|GBGH01010078.1||g.17855  ,phyd12522,_,2,-,-,-,N,-,351,-,-
gi|671201522|gb|GBGH01010077.1||m.17852 gi|671201522|gb|GBGH01010077.1||g.17852  ,phyd12523,M,3,-,-,-,Y,-,839,-,-
gi|671201523|gb|GBGH01010076.1||m.17851 gi|671201523|gb|GBGH01010076.1||g.17851  ,phyd12524,_,2,-,-,-,N,-,265,-,-
gi|671201524|gb|GBGH01010075.1||m.17850 gi|671201524|gb|GBGH01010075.1||g.17850  ,phyd12525,M,2,-,-,-,Y,-,135,-,-
gi|671201525|gb|GBGH01010074.1||m.17849 gi|671201525|gb|GBGH01010074.1||g.17849  ,phyd12526,M,2,-,-,-,Y,-,176,-,-
gi|671201526|gb|GBGH01010073.1||m.17847 gi|671201526|gb|GBGH01010073.1||g.17847  ,phyd12527,_,3,-,-,-,N,-,344,-,-
gi|671201527|gb|GBGH01010072.1||m.17846 gi|671201527|gb|GBGH01010072.1||g.17846  ,phyd12528,M,4,-,-,-,N,-,433,-,-
gi|671201528|gb|GBGH01010071.1||m.17843 gi|671201528|gb|GBGH01010071.1||g.17843  ,phyd12529,M,3,hsap1750,mmus632,scer1003,Y,POLG,1128,Polg,MIP1
gi|671201529|gb|GBGH01010070.1||m.17841 gi|671201529|gb|GBGH01010070.1||g.17841  ,phyd12530,_,2,-,-,-,N,-,249,-,-
gi|671201530|gb|GBGH01010069.1||m.17839 gi|671201530|gb|GBGH01010069.1||g.17839  ,phyd12531,_,3,-,-,-,N,-,373,-,-
gi|671201531|gb|GBGH01010068.1||m.17838 gi|671201531|gb|GBGH01010068.1||g.17838  ,phyd12532,_,3,-,-,-,N,-,139,-,-
gi|671201532|gb|GBGH01010067.1||m.17837 gi|671201532|gb|GBGH01010067.1||g.17837  ,phyd12533,_,4,-,-,-,N,-,325,-,-
gi|671201533|gb|GBGH01010066.1||m.17836 gi|671201533|gb|GBGH01010066.1||g.17836  ,phyd12534,_,4,-,-,-,N,-,236,-,-
gi|671201534|gb|GBGH01010065.1||m.17834 gi|671201534|gb|GBGH01010065.1||g.17834  ,phyd12535,S,1,-,-,-,N,-,242,-,-
gi|671201535|gb|GBGH01010064.1||m.17833 gi|671201535|gb|GBGH01010064.1||g.17833  ,phyd12536,_,5,-,-,-,N,-,506,-,-
gi|671201536|gb|GBGH01010063.1||m.17832 gi|671201536|gb|GBGH01010063.1||g.17832  ,phyd12537,_,3,-,-,-,N,-,225,-,-
gi|671201537|gb|GBGH01010062.1||m.17830 gi|671201537|gb|GBGH01010062.1||g.17830  ,phyd12538,_,3,hsap540,mmus1349,-,Y,TRMT10C,311,Trmt10c,-
gi|671201539|gb|GBGH01010060.1||m.17829 gi|671201539|gb|GBGH01010060.1||g.17829  ,phyd12539,_,3,-,-,-,N,-,326,-,-
gi|671201540|gb|GBGH01010059.1||m.17828 gi|671201540|gb|GBGH01010059.1||g.17828  ,phyd12540,_,2,-,-,-,N,-,340,-,-
gi|671201541|gb|GBGH01010058.1||m.17827 gi|671201541|gb|GBGH01010058.1||g.17827  ,phyd12541,M,4,-,-,-,N,-,289,-,-
gi|671201542|gb|GBGH01010057.1||m.17825 gi|671201542|gb|GBGH01010057.1||g.17825  ,phyd12542,_,2,-,-,-,N,-,366,-,-
gi|671201543|gb|GBGH01010056.1||m.17824 gi|671201543|gb|GBGH01010056.1||g.17824  ,phyd12543,_,3,-,-,-,N,-,294,-,-
gi|671201545|gb|GBGH01010054.1||m.17822 gi|671201545|gb|GBGH01010054.1||g.17822  ,phyd12544,_,5,-,-,-,N,-,206,-,-
gi|671201547|gb|GBGH01010052.1||m.17821 gi|671201547|gb|GBGH01010052.1||g.17821  ,phyd12545,_,1,-,-,-,N,-,302,-,-
gi|671201548|gb|GBGH01010051.1||m.17818 gi|671201548|gb|GBGH01010051.1||g.17818  ,phyd12546,_,1,-,-,-,N,-,599,-,-
gi|671201549|gb|GBGH01010050.1||m.17817 gi|671201549|gb|GBGH01010050.1||g.17817  ,phyd12547,_,3,-,-,-,N,-,196,-,-
gi|671201550|gb|GBGH01010049.1||m.17814 gi|671201550|gb|GBGH01010049.1||g.17814  ,phyd12548,M,3,-,-,-,Y,-,624,-,-
gi|671201552|gb|GBGH01010047.1||m.17813 gi|671201552|gb|GBGH01010047.1||g.17813  ,phyd12549,_,2,-,-,-,N,-,347,-,-
gi|671201553|gb|GBGH01010046.1||m.17812 gi|671201553|gb|GBGH01010046.1||g.17812  ,phyd12550,M,5,-,-,-,N,-,503,-,-
gi|671201554|gb|GBGH01010045.1||m.17810 gi|671201554|gb|GBGH01010045.1||g.17810  ,phyd12551,_,5,-,-,-,N,-,250,-,-
gi|671201555|gb|GBGH01010044.1||m.17809 gi|671201555|gb|GBGH01010044.1||g.17809  ,phyd12552,S,1,-,-,-,N,-,435,-,-
gi|671201556|gb|GBGH01010043.1||m.17806 gi|671201556|gb|GBGH01010043.1||g.17806  ,phyd12553,S,3,-,-,-,N,-,290,-,-
gi|671201557|gb|GBGH01010042.1||m.17805 gi|671201557|gb|GBGH01010042.1||g.17805  ,phyd12554,_,2,-,-,-,N,-,197,-,-
gi|671201558|gb|GBGH01010041.1||m.17801 gi|671201558|gb|GBGH01010041.1||g.17801  ,phyd12555,_,2,-,-,-,N,-,717,-,-
gi|671201560|gb|GBGH01010039.1||m.17799 gi|671201560|gb|GBGH01010039.1||g.17799  ,phyd12556,_,3,-,-,-,N,-,178,-,-
gi|671201561|gb|GBGH01010038.1||m.17792 gi|671201561|gb|GBGH01010038.1||g.17792  ,phyd12557,M,3,-,-,scer169,Y,-,1045,-,ENA2
gi|671201562|gb|GBGH01010037.1||m.17791 gi|671201562|gb|GBGH01010037.1||g.17791  ,phyd12558,_,2,-,-,-,N,-,141,-,-
gi|671201563|gb|GBGH01010036.1||m.17789 gi|671201563|gb|GBGH01010036.1||g.17789  ,phyd12559,_,4,-,-,-,N,-,533,-,-
gi|671201564|gb|GBGH01010035.1||m.17788 gi|671201564|gb|GBGH01010035.1||g.17788  ,phyd12560,_,2,-,-,-,N,-,441,-,-
gi|671201565|gb|GBGH01010034.1||m.17785 gi|671201565|gb|GBGH01010034.1||g.17785  ,phyd12561,_,2,-,-,-,N,-,195,-,-
gi|671201566|gb|GBGH01010033.1||m.17783 gi|671201566|gb|GBGH01010033.1||g.17783  ,phyd12562,_,2,-,-,-,N,-,250,-,-
gi|671201567|gb|GBGH01010032.1||m.17781 gi|671201567|gb|GBGH01010032.1||g.17781  ,phyd12563,_,1,-,-,-,N,-,193,-,-
gi|671201569|gb|GBGH01010030.1||m.17778 gi|671201569|gb|GBGH01010030.1||g.17778  ,phyd12564,_,3,-,-,-,N,-,132,-,-
gi|671201570|gb|GBGH01010029.1||m.17777 gi|671201570|gb|GBGH01010029.1||g.17777  ,phyd12565,_,3,-,-,-,N,-,411,-,-
gi|671201571|gb|GBGH01010028.1||m.17775 gi|671201571|gb|GBGH01010028.1||g.17775  ,phyd12566,_,1,-,-,-,N,-,151,-,-
gi|671201572|gb|GBGH01010027.1||m.17774 gi|671201572|gb|GBGH01010027.1||g.17774  ,phyd12567,S,2,-,-,-,N,-,850,-,-
gi|671201573|gb|GBGH01010026.1||m.17772 gi|671201573|gb|GBGH01010026.1||g.17772  ,phyd12568,M,3,-,-,-,Y,-,844,-,-
gi|671201573|gb|GBGH01010026.1||m.17773 gi|671201573|gb|GBGH01010026.1||g.17773  ,phyd12569,_,3,-,-,-,N,-,100,-,-
gi|671201574|gb|GBGH01010025.1||m.17770 gi|671201574|gb|GBGH01010025.1||g.17770  ,phyd12570,M,5,-,-,-,N,-,584,-,-
gi|671201575|gb|GBGH01010024.1||m.17768 gi|671201575|gb|GBGH01010024.1||g.17768  ,phyd12571,_,1,-,-,-,N,-,593,-,-
gi|671201576|gb|GBGH01010023.1||m.17767 gi|671201576|gb|GBGH01010023.1||g.17767  ,phyd12572,_,2,-,-,-,N,-,804,-,-
gi|671201577|gb|GBGH01010022.1||m.17766 gi|671201577|gb|GBGH01010022.1||g.17766  ,phyd12573,_,1,-,-,-,N,-,863,-,-
gi|671201579|gb|GBGH01010020.1||m.17765 gi|671201579|gb|GBGH01010020.1||g.17765  ,phyd12574,_,5,-,-,-,N,-,149,-,-
gi|671201580|gb|GBGH01010019.1||m.17764 gi|671201580|gb|GBGH01010019.1||g.17764  ,phyd12575,_,3,-,-,-,N,-,201,-,-
gi|671201581|gb|GBGH01010018.1||m.17762 gi|671201581|gb|GBGH01010018.1||g.17762  ,phyd12576,_,4,hsap1484,mmus512,-,Y,MRPS35,319,Mrps35,-
gi|671201582|gb|GBGH01010017.1||m.17757 gi|671201582|gb|GBGH01010017.1||g.17757  ,phyd12577,M,2,-,-,-,Y,-,763,-,-
gi|671201585|gb|GBGH01010014.1||m.17756 gi|671201585|gb|GBGH01010014.1||g.17756  ,phyd12578,_,2,-,-,scer434,Y,-,405,-,YLF2
gi|671201586|gb|GBGH01010013.1||m.17755 gi|671201586|gb|GBGH01010013.1||g.17755  ,phyd12579,_,4,-,-,-,N,-,290,-,-
gi|671201587|gb|GBGH01010012.1||m.17754 gi|671201587|gb|GBGH01010012.1||g.17754  ,phyd12580,M,3,-,-,-,Y,-,100,-,-
gi|671201588|gb|GBGH01010011.1||m.17753 gi|671201588|gb|GBGH01010011.1||g.17753  ,phyd12581,_,4,-,-,-,N,-,129,-,-
gi|671201589|gb|GBGH01010010.1||m.17751 gi|671201589|gb|GBGH01010010.1||g.17751  ,phyd12582,S,3,-,-,-,N,-,405,-,-
gi|671201590|gb|GBGH01010009.1||m.17749 gi|671201590|gb|GBGH01010009.1||g.17749  ,phyd12583,S,4,-,-,-,N,-,133,-,-
gi|671201590|gb|GBGH01010009.1||m.17750 gi|671201590|gb|GBGH01010009.1||g.17750  ,phyd12584,S,3,-,-,-,N,-,109,-,-
gi|671201591|gb|GBGH01010008.1||m.17748 gi|671201591|gb|GBGH01010008.1||g.17748  ,phyd12585,_,2,-,-,-,N,-,155,-,-
gi|671201592|gb|GBGH01010007.1||m.17747 gi|671201592|gb|GBGH01010007.1||g.17747  ,phyd12586,M,4,-,-,-,N,-,737,-,-
gi|671201593|gb|GBGH01010006.1||m.17746 gi|671201593|gb|GBGH01010006.1||g.17746  ,phyd12587,M,2,-,-,-,Y,-,323,-,-
gi|671201594|gb|GBGH01010005.1||m.17745 gi|671201594|gb|GBGH01010005.1||g.17745  ,phyd12588,_,2,-,-,-,N,-,355,-,-
gi|671201595|gb|GBGH01010004.1||m.17743 gi|671201595|gb|GBGH01010004.1||g.17743  ,phyd12589,M,5,-,-,-,N,-,258,-,-
gi|671201596|gb|GBGH01010003.1||m.17740 gi|671201596|gb|GBGH01010003.1||g.17740  ,phyd12590,S,1,-,-,-,N,-,892,-,-
gi|671201597|gb|GBGH01010002.1||m.17738 gi|671201597|gb|GBGH01010002.1||g.17738  ,phyd12591,S,5,-,-,-,N,-,166,-,-
gi|671201598|gb|GBGH01010001.1||m.17735 gi|671201598|gb|GBGH01010001.1||g.17735  ,phyd12592,_,2,-,-,-,N,-,783,-,-
gi|671201599|gb|GBGH01010000.1||m.17733 gi|671201599|gb|GBGH01010000.1||g.17733  ,phyd12593,_,1,-,-,-,N,-,160,-,-
gi|671201600|gb|GBGH01009999.1||m.17731 gi|671201600|gb|GBGH01009999.1||g.17731  ,phyd12594,_,1,-,-,-,N,-,222,-,-
gi|671201601|gb|GBGH01009998.1||m.17730 gi|671201601|gb|GBGH01009998.1||g.17730  ,phyd12595,_,2,-,-,-,N,-,181,-,-
gi|671201602|gb|GBGH01009997.1||m.17729 gi|671201602|gb|GBGH01009997.1||g.17729  ,phyd12596,_,3,-,-,-,N,-,242,-,-
gi|671201603|gb|GBGH01009996.1||m.17728 gi|671201603|gb|GBGH01009996.1||g.17728  ,phyd12597,M,5,hsap1230,-,-,Y,DHTKD1,923,-,-
gi|671201604|gb|GBGH01009995.1||m.17727 gi|671201604|gb|GBGH01009995.1||g.17727  ,phyd12598,_,1,-,-,-,N,-,218,-,-
gi|671201605|gb|GBGH01009994.1||m.17724 gi|671201605|gb|GBGH01009994.1||g.17724  ,phyd12599,_,2,-,-,-,N,-,460,-,-
gi|671201607|gb|GBGH01009992.1||m.17721 gi|671201607|gb|GBGH01009992.1||g.17721  ,phyd12600,_,5,-,-,-,N,-,227,-,-
gi|671201608|gb|GBGH01009991.1||m.17720 gi|671201608|gb|GBGH01009991.1||g.17720  ,phyd12601,_,1,-,-,-,N,-,584,-,-
gi|671201609|gb|GBGH01009990.1||m.17719 gi|671201609|gb|GBGH01009990.1||g.17719  ,phyd12602,_,4,-,-,-,N,-,527,-,-
gi|671201610|gb|GBGH01009989.1||m.17718 gi|671201610|gb|GBGH01009989.1||g.17718  ,phyd12603,_,1,-,-,-,N,-,409,-,-
gi|671201611|gb|GBGH01009988.1||m.17716 gi|671201611|gb|GBGH01009988.1||g.17716  ,phyd12604,_,5,-,-,-,N,-,255,-,-
gi|671201612|gb|GBGH01009987.1||m.17715 gi|671201612|gb|GBGH01009987.1||g.17715  ,phyd12605,M,1,-,-,-,Y,-,746,-,-
gi|671201613|gb|GBGH01009986.1||m.17713 gi|671201613|gb|GBGH01009986.1||g.17713  ,phyd12606,_,2,-,-,-,N,-,514,-,-
gi|671201613|gb|GBGH01009986.1||m.17714 gi|671201613|gb|GBGH01009986.1||g.17714  ,phyd12607,_,2,-,-,-,N,-,232,-,-
gi|671201614|gb|GBGH01009985.1||m.17710 gi|671201614|gb|GBGH01009985.1||g.17710  ,phyd12608,M,2,-,-,-,Y,-,1067,-,-
gi|671201615|gb|GBGH01009984.1||m.17709 gi|671201615|gb|GBGH01009984.1||g.17709  ,phyd12609,_,3,hsap483,mmus555,-,Y,MRPS25,159,Mrps25,-
gi|671201617|gb|GBGH01009982.1||m.17707 gi|671201617|gb|GBGH01009982.1||g.17707  ,phyd12610,_,5,-,-,-,N,-,187,-,-
gi|671201619|gb|GBGH01009980.1||m.17702 gi|671201619|gb|GBGH01009980.1||g.17702  ,phyd12611,_,1,-,-,-,N,-,332,-,-
gi|671201620|gb|GBGH01009979.1||m.17701 gi|671201620|gb|GBGH01009979.1||g.17701  ,phyd12612,_,5,-,-,-,N,-,241,-,-
gi|671201621|gb|GBGH01009978.1||m.17700 gi|671201621|gb|GBGH01009978.1||g.17700  ,phyd12613,_,4,-,-,-,N,-,361,-,-
gi|671201622|gb|GBGH01009977.1||m.17699 gi|671201622|gb|GBGH01009977.1||g.17699  ,phyd12614,_,1,-,-,-,N,-,381,-,-
gi|671201623|gb|GBGH01009976.1||m.17695 gi|671201623|gb|GBGH01009976.1||g.17695  ,phyd12615,M,5,-,-,-,N,-,1364,-,-
gi|671201624|gb|GBGH01009975.1||m.17694 gi|671201624|gb|GBGH01009975.1||g.17694  ,phyd12616,_,2,-,-,-,N,-,164,-,-
gi|671201626|gb|GBGH01009973.1||m.17692 gi|671201626|gb|GBGH01009973.1||g.17692  ,phyd12617,_,1,-,-,-,N,-,399,-,-
gi|671201627|gb|GBGH01009972.1||m.17689 gi|671201627|gb|GBGH01009972.1||g.17689  ,phyd12618,_,2,-,-,-,N,-,1226,-,-
gi|671201628|gb|GBGH01009971.1||m.17687 gi|671201628|gb|GBGH01009971.1||g.17687  ,phyd12619,M,3,-,-,-,Y,-,335,-,-
gi|671201629|gb|GBGH01009970.1||m.17685 gi|671201629|gb|GBGH01009970.1||g.17685  ,phyd12620,M,2,-,-,-,Y,-,326,-,-
gi|671201630|gb|GBGH01009969.1||m.17683 gi|671201630|gb|GBGH01009969.1||g.17683  ,phyd12621,_,1,-,-,-,N,-,303,-,-
gi|671201631|gb|GBGH01009968.1||m.17682 gi|671201631|gb|GBGH01009968.1||g.17682  ,phyd12622,S,2,-,-,-,N,-,113,-,-
gi|671201634|gb|GBGH01009965.1||m.17681 gi|671201634|gb|GBGH01009965.1||g.17681  ,phyd12623,_,2,-,-,-,N,-,242,-,-
gi|671201636|gb|GBGH01009963.1||m.17680 gi|671201636|gb|GBGH01009963.1||g.17680  ,phyd12624,_,3,-,-,-,N,-,278,-,-
gi|671201637|gb|GBGH01009962.1||m.17679 gi|671201637|gb|GBGH01009962.1||g.17679  ,phyd12625,_,5,-,-,-,N,-,215,-,-
gi|671201638|gb|GBGH01009961.1||m.17678 gi|671201638|gb|GBGH01009961.1||g.17678  ,phyd12626,_,1,-,-,-,N,-,222,-,-
gi|671201639|gb|GBGH01009960.1||m.17675 gi|671201639|gb|GBGH01009960.1||g.17675  ,phyd12627,_,1,-,-,-,N,-,1174,-,-
gi|671201640|gb|GBGH01009959.1||m.17674 gi|671201640|gb|GBGH01009959.1||g.17674  ,phyd12628,_,3,-,-,-,N,-,220,-,-
gi|671201641|gb|GBGH01009958.1||m.17670 gi|671201641|gb|GBGH01009958.1||g.17670  ,phyd12629,_,2,-,-,-,N,-,701,-,-
gi|671201641|gb|GBGH01009958.1||m.17671 gi|671201641|gb|GBGH01009958.1||g.17671  ,phyd12630,_,2,-,-,-,N,-,264,-,-
gi|671201642|gb|GBGH01009957.1||m.17667 gi|671201642|gb|GBGH01009957.1||g.17667  ,phyd12631,M,5,-,-,-,N,-,561,-,-
gi|671201643|gb|GBGH01009956.1||m.17664 gi|671201643|gb|GBGH01009956.1||g.17664  ,phyd12632,_,4,-,-,-,N,-,787,-,-
gi|671201644|gb|GBGH01009955.1||m.17662 gi|671201644|gb|GBGH01009955.1||g.17662  ,phyd12633,M,2,hsap323,mmus503,-,Y,CCT7,570,Cct7,-
gi|671201645|gb|GBGH01009954.1||m.17658 gi|671201645|gb|GBGH01009954.1||g.17658  ,phyd12634,_,3,-,-,-,N,-,906,-,-
gi|671201646|gb|GBGH01009953.1||m.17657 gi|671201646|gb|GBGH01009953.1||g.17657  ,phyd12635,M,1,-,-,-,Y,-,157,-,-
gi|671201647|gb|GBGH01009952.1||m.17655 gi|671201647|gb|GBGH01009952.1||g.17655  ,phyd12636,_,2,-,-,-,N,-,273,-,-
gi|671201648|gb|GBGH01009951.1||m.17653 gi|671201648|gb|GBGH01009951.1||g.17653  ,phyd12637,M,5,-,-,-,N,-,222,-,-
gi|671201649|gb|GBGH01009950.1||m.17652 gi|671201649|gb|GBGH01009950.1||g.17652  ,phyd12638,M,4,-,-,-,N,-,252,-,-
gi|671201650|gb|GBGH01009949.1||m.17649 gi|671201650|gb|GBGH01009949.1||g.17649  ,phyd12639,_,1,-,-,-,N,-,669,-,-
gi|671201651|gb|GBGH01009948.1||m.17647 gi|671201651|gb|GBGH01009948.1||g.17647  ,phyd12640,M,5,-,-,-,N,-,372,-,-
gi|671201652|gb|GBGH01009947.1||m.17645 gi|671201652|gb|GBGH01009947.1||g.17645  ,phyd12641,_,3,-,-,-,N,-,220,-,-
gi|671201653|gb|GBGH01009946.1||m.17644 gi|671201653|gb|GBGH01009946.1||g.17644  ,phyd12642,S,2,-,-,-,N,-,333,-,-
gi|671201654|gb|GBGH01009945.1||m.17643 gi|671201654|gb|GBGH01009945.1||g.17643  ,phyd12643,_,1,-,-,-,N,-,119,-,-
gi|671201655|gb|GBGH01009944.1||m.17641 gi|671201655|gb|GBGH01009944.1||g.17641  ,phyd12644,_,1,-,-,-,N,-,137,-,-
gi|671201656|gb|GBGH01009943.1||m.17640 gi|671201656|gb|GBGH01009943.1||g.17640  ,phyd12645,S,1,-,-,-,N,-,120,-,-
gi|671201657|gb|GBGH01009942.1||m.17639 gi|671201657|gb|GBGH01009942.1||g.17639  ,phyd12646,_,5,hsap2081,-,-,Y,C19orf52,165,-,-
gi|671201658|gb|GBGH01009941.1||m.17637 gi|671201658|gb|GBGH01009941.1||g.17637  ,phyd12647,_,2,-,-,-,N,-,211,-,-
gi|671201659|gb|GBGH01009940.1||m.17636 gi|671201659|gb|GBGH01009940.1||g.17636  ,phyd12648,M,3,-,-,-,Y,-,605,-,-
gi|671201660|gb|GBGH01009939.1||m.17635 gi|671201660|gb|GBGH01009939.1||g.17635  ,phyd12649,_,3,-,-,-,N,-,439,-,-
gi|671201661|gb|GBGH01009938.1||m.17634 gi|671201661|gb|GBGH01009938.1||g.17634  ,phyd12650,_,1,-,-,-,N,-,135,-,-
gi|671201662|gb|GBGH01009937.1||m.17632 gi|671201662|gb|GBGH01009937.1||g.17632  ,phyd12651,_,3,-,-,-,N,-,267,-,-
gi|671201663|gb|GBGH01009936.1||m.17630 gi|671201663|gb|GBGH01009936.1||g.17630  ,phyd12652,_,1,-,-,-,N,-,501,-,-
gi|671201664|gb|GBGH01009935.1||m.17626 gi|671201664|gb|GBGH01009935.1||g.17626  ,phyd12653,_,1,-,-,-,N,-,1387,-,-
gi|671201665|gb|GBGH01009934.1||m.17625 gi|671201665|gb|GBGH01009934.1||g.17625  ,phyd12654,M,2,-,-,-,Y,-,988,-,-
gi|671201666|gb|GBGH01009933.1||m.17624 gi|671201666|gb|GBGH01009933.1||g.17624  ,phyd12655,S,5,-,-,-,N,-,571,-,-
gi|671201667|gb|GBGH01009932.1||m.17622 gi|671201667|gb|GBGH01009932.1||g.17622  ,phyd12656,_,3,-,-,-,N,-,256,-,-
gi|671201669|gb|GBGH01009930.1||m.17621 gi|671201669|gb|GBGH01009930.1||g.17621  ,phyd12657,S,2,-,-,-,N,-,518,-,-
gi|671201670|gb|GBGH01009929.1||m.17620 gi|671201670|gb|GBGH01009929.1||g.17620  ,phyd12658,_,3,-,-,-,N,-,352,-,-
gi|671201671|gb|GBGH01009928.1||m.17619 gi|671201671|gb|GBGH01009928.1||g.17619  ,phyd12659,_,3,-,-,-,N,-,108,-,-
gi|671201672|gb|GBGH01009927.1||m.17615 gi|671201672|gb|GBGH01009927.1||g.17615  ,phyd12660,_,3,hsap2094,mmus719,scer186,Y,TRMT1,484,Trmt1,TRM1
gi|671201672|gb|GBGH01009927.1||m.17616 gi|671201672|gb|GBGH01009927.1||g.17616  ,phyd12661,_,2,-,-,-,N,-,277,-,-
gi|671201673|gb|GBGH01009926.1||m.17614 gi|671201673|gb|GBGH01009926.1||g.17614  ,phyd12662,_,1,-,-,-,N,-,141,-,-
gi|671201674|gb|GBGH01009925.1||m.17611 gi|671201674|gb|GBGH01009925.1||g.17611  ,phyd12663,M,2,hsap1849,mmus743,-,Y,TUBB3,481,Tubb3,-
gi|671201675|gb|GBGH01009924.1||m.17609 gi|671201675|gb|GBGH01009924.1||g.17609  ,phyd12664,_,3,-,-,-,N,-,632,-,-
gi|671201676|gb|GBGH01009923.1||m.17606 gi|671201676|gb|GBGH01009923.1||g.17606  ,phyd12665,_,1,-,-,-,N,-,187,-,-
gi|671201677|gb|GBGH01009922.1||m.17605 gi|671201677|gb|GBGH01009922.1||g.17605  ,phyd12666,_,2,-,-,-,N,-,105,-,-
