transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
sctid63631,scil29719,_ , 2, -, -, -,  N,-,550,-,-
sctid63633,scil29720,M , 4, -, -, -,  N,-,291,-,-
sctid63634,scil29721,_ , 1, -, -, -,  N,-,231,-,-
sctid63635,scil29722,M , 3, hsap840, mmus1374, scer445,  Y,SOD2,222,Sod2,SOD2
sctid63636,scil29723,_ , 5, -, -, -,  N,-,319,-,-
sctid6363,scil29724,_ , 5, -, -, -,  N,-,384,-,-
sctid63641,scil29725,_ , 3, -, -, -,  N,-,612,-,-
sctid63642,scil29726,S , 3, -, -, -,  N,-,398,-,-
sctid63645,scil29727,_ , 2, -, -, -,  N,-,249,-,-
sctid63647,scil29728,S , 3, -, -, -,  N,-,390,-,-
sctid63648,scil29729,S , 1, -, -, -,  N,-,541,-,-
sctid63649,scil29730,_ , 1, -, -, -,  N,-,343,-,-
sctid6364,scil29731,_ , 3, -, -, -,  N,-,243,-,-
sctid63650,scil29732,S , 1, -, -, -,  N,-,481,-,-
sctid63651,scil29733,_ , 1, -, -, -,  N,-,467,-,-
sctid63652,scil29734,_ , 4, -, -, -,  N,-,281,-,-
sctid63654,scil29735,_ , 5, -, -, -,  N,-,445,-,-
sctid63655,scil29736,_ , 2, -, -, -,  N,-,283,-,-
sctid63657,scil29737,_ , 2, -, -, -,  N,-,599,-,-
sctid63660,scil29738,_ , 1, -, -, -,  N,-,253,-,-
sctid63661,scil29739,_ , 1, -, -, -,  N,-,518,-,-
sctid63664,scil29740,_ , 2, -, -, -,  N,-,185,-,-
sctid63665,scil29741,_ , 1, -, -, -,  N,-,102,-,-
sctid63665,scil29742,_ , 1, -, -, -,  N,-,150,-,-
sctid63666,scil29743,_ , 3, -, -, -,  N,-,123,-,-
sctid63668,scil29744,S , 1, -, -, -,  N,-,438,-,-
sctid63671,scil29745,_ , 2, -, -, -,  N,-,317,-,-
sctid63674,scil29746,_ , 2, -, -, -,  N,-,401,-,-
sctid63677,scil29747,_ , 2, -, -, -,  N,-,480,-,-
sctid63679,scil29748,_ , 2, -, -, -,  N,-,231,-,-
sctid63681,scil29749,_ , 2, -, -, -,  N,-,287,-,-
sctid63686,scil29750,_ , 1, -, -, -,  N,-,117,-,-
sctid63686,scil29751,_ , 2, -, -, -,  N,-,645,-,-
sctid63689,scil29752,_ , 1, -, -, -,  N,-,231,-,-
sctid63692,scil29753,_ , 2, -, -, -,  N,-,285,-,-
sctid63693,scil29754,S , 3, -, -, -,  N,-,104,-,-
sctid63694,scil29755,_ , 1, -, -, -,  N,-,558,-,-
sctid63697,scil29756,_ , 1, -, -, -,  N,-,449,-,-
sctid63699,scil29757,S , 1, -, -, -,  N,-,771,-,-
sctid63700,scil29758,M , 2, -, -, -,  Y,-,694,-,-
sctid63703,scil29759,M , 5, -, -, -,  N,-,435,-,-
sctid63704,scil29760,S , 2, -, -, -,  N,-,352,-,-
sctid63705,scil29761,S , 2, -, -, -,  N,-,549,-,-
sctid63706,scil29762,S , 2, -, -, -,  N,-,288,-,-
sctid63707,scil29763,_ , 1, -, -, -,  N,-,528,-,-
sctid63709,scil29764,_ , 4, -, -, -,  N,-,472,-,-
sctid63710,scil29765,_ , 1, -, -, -,  N,-,194,-,-
sctid63716,scil29766,_ , 2, -, -, -,  N,-,586,-,-
sctid63719,scil29767,S , 1, -, -, -,  N,-,418,-,-
sctid63720,scil29768,S , 1, -, -, -,  N,-,503,-,-
sctid63723,scil29769,_ , 2, -, -, -,  N,-,238,-,-
sctid63726,scil29770,_ , 5, -, -, -,  N,-,381,-,-
sctid63727,scil29771,S , 1, -, -, -,  N,-,313,-,-
sctid63729,scil29772,M , 4, -, -, -,  N,-,511,-,-
sctid63732,scil29773,M , 2, hsap2219, mmus1285, scer291,  Y,XPNPEP3,546,Xpnpep3,ICP55
sctid63733,scil29774,_ , 1, -, -, -,  N,-,377,-,-
sctid63735,scil29775,M , 2, -, -, -,  Y,-,312,-,-
sctid63736,scil29776,_ , 2, -, -, -,  N,-,300,-,-
sctid63738,scil29777,S , 3, -, -, -,  N,-,681,-,-
sctid63741,scil29778,_ , 3, -, -, -,  N,-,642,-,-
sctid63746,scil29779,S , 5, -, -, -,  N,-,153,-,-
sctid63748,scil29780,S , 5, -, -, -,  N,-,373,-,-
sctid63750,scil29781,S , 3, -, -, -,  N,-,374,-,-
sctid63756,scil29782,M , 4, -, -, -,  N,-,302,-,-
sctid63757,scil29783,_ , 2, -, -, -,  N,-,453,-,-
sctid63758,scil29784,_ , 2, -, -, -,  N,-,377,-,-
sctid6375,scil29785,_ , 3, -, -, -,  N,-,2161,-,-
sctid6375,scil29786,_ , 5, -, -, -,  N,-,330,-,-
sctid63763,scil29787,M , 2, -, -, -,  Y,-,103,-,-
sctid63764,scil29788,_ , 1, -, -, -,  N,-,482,-,-
sctid63765,scil29789,S , 3, -, -, -,  N,-,360,-,-
sctid63767,scil29790,_ , 2, -, -, -,  N,-,306,-,-
sctid63770,scil29791,S , 2, -, -, -,  N,-,481,-,-
sctid63771,scil29792,_ , 4, -, -, -,  N,-,247,-,-
sctid63774,scil29793,M , 3, -, -, -,  Y,-,410,-,-
sctid63778,scil29794,S , 1, -, -, -,  N,-,764,-,-
sctid63784,scil29795,_ , 5, -, -, -,  N,-,461,-,-
sctid63785,scil29796,M , 3, -, -, -,  Y,-,253,-,-
sctid63786,scil29797,S , 1, -, -, -,  N,-,360,-,-
sctid63787,scil29798,_ , 1, -, -, -,  N,-,598,-,-
sctid63788,scil29799,_ , 3, -, -, -,  N,-,712,-,-
sctid63791,scil29800,S , 4, -, -, -,  N,-,455,-,-
sctid63794,scil29801,_ , 2, -, -, -,  N,-,101,-,-
sctid63794,scil29802,S , 1, -, -, -,  N,-,512,-,-
sctid63796,scil29803,S , 1, -, -, -,  N,-,508,-,-
sctid63798,scil29804,M , 4, -, -, -,  N,-,298,-,-
sctid63800,scil29805,S , 1, -, -, -,  N,-,449,-,-
sctid63803,scil29806,S , 2, -, -, -,  N,-,387,-,-
sctid63804,scil29807,_ , 2, -, -, -,  N,-,607,-,-
sctid63805,scil29808,S , 5, -, -, -,  N,-,341,-,-
sctid63809,scil29809,S , 5, -, -, -,  N,-,203,-,-
sctid6380,scil29810,_ , 1, -, -, -,  N,-,1769,-,-
sctid63811,scil29811,_ , 1, -, -, -,  N,-,129,-,-
sctid63815,scil29812,_ , 1, -, -, -,  N,-,117,-,-
sctid63815,scil29813,_ , 2, -, -, -,  N,-,670,-,-
sctid63818,scil29814,S , 4, -, -, -,  N,-,398,-,-
sctid63819,scil29815,S , 1, -, -, -,  N,-,326,-,-
sctid63821,scil29816,_ , 4, -, -, -,  N,-,540,-,-
sctid63823,scil29817,_ , 2, -, -, -,  N,-,104,-,-
sctid63823,scil29818,S , 5, -, -, -,  N,-,157,-,-
sctid63825,scil29819,_ , 1, -, -, -,  N,-,686,-,-
sctid63827,scil29820,_ , 3, -, -, -,  N,-,449,-,-
sctid63828,scil29821,_ , 2, -, -, -,  N,-,376,-,-
sctid63831,scil29822,_ , 5, hsap1695, mmus1129, scer1086,  Y,SLC25A29,306,Slc25a29,YMC1
sctid63832,scil29823,S , 2, -, -, -,  N,-,528,-,-
sctid63836,scil29824,_ , 1, -, -, -,  N,-,294,-,-
sctid63837,scil29825,_ , 3, -, -, -,  N,-,304,-,-
sctid63840,scil29826,S , 1, -, -, -,  N,-,479,-,-
sctid63842,scil29827,_ , 2, -, -, -,  N,-,670,-,-
sctid63842,scil29828,_ , 1, -, -, -,  N,-,117,-,-
sctid63845,scil29829,_ , 2, -, -, -,  N,-,670,-,-
sctid63845,scil29830,_ , 1, -, -, -,  N,-,117,-,-
sctid63848,scil29831,S , 1, -, -, -,  N,-,352,-,-
sctid6384,scil29832,_ , 1, -, -, -,  N,-,1220,-,-
sctid63850,scil29833,_ , 2, -, -, -,  N,-,839,-,-
sctid63851,scil29834,_ , 1, -, -, -,  N,-,539,-,-
sctid63856,scil29835,S , 1, -, -, -,  N,-,295,-,-
sctid63858,scil29836,_ , 1, -, -, -,  N,-,711,-,-
sctid6385,scil29837,S , 5, -, -, -,  N,-,654,-,-
sctid63862,scil29838,M , 5, -, -, -,  N,-,339,-,-
sctid63865,scil29839,S , 1, -, -, -,  N,-,484,-,-
sctid63866,scil29840,_ , 4, -, -, -,  N,-,288,-,-
sctid63871,scil29841,M , 3, -, -, -,  Y,-,711,-,-
sctid63873,scil29842,_ , 2, -, -, -,  N,-,329,-,-
sctid63874,scil29843,_ , 3, -, -, -,  N,-,813,-,-
sctid63878,scil29844,_ , 2, -, -, -,  N,-,483,-,-
sctid63880,scil29845,_ , 5, -, -, -,  N,-,833,-,-
sctid63888,scil29846,_ , 2, -, -, -,  N,-,263,-,-
sctid63890,scil29847,_ , 1, -, -, -,  N,-,551,-,-
sctid63892,scil29848,_ , 1, -, -, -,  N,-,117,-,-
sctid63892,scil29849,_ , 2, -, -, -,  N,-,642,-,-
sctid63895,scil29850,_ , 1, -, -, -,  N,-,117,-,-
sctid63895,scil29851,_ , 2, -, -, -,  N,-,642,-,-
sctid63898,scil29852,_ , 3, -, -, -,  N,-,476,-,-
sctid63899,scil29853,_ , 3, -, -, -,  N,-,111,-,-
sctid63900,scil29854,_ , 3, -, -, -,  N,-,613,-,-
sctid63904,scil29855,_ , 1, -, -, -,  N,-,117,-,-
sctid63904,scil29856,_ , 2, -, -, -,  N,-,642,-,-
sctid63907,scil29857,_ , 2, -, -, -,  N,-,710,-,-
sctid63909,scil29858,_ , 2, -, -, -,  N,-,710,-,-
sctid6390,scil29859,_ , 2, -, -, -,  N,-,1578,-,-
sctid63911,scil29860,_ , 2, -, -, -,  N,-,710,-,-
sctid63913,scil29861,_ , 2, -, -, -,  N,-,710,-,-
sctid63915,scil29862,S , 1, -, -, -,  N,-,410,-,-
sctid63918,scil29863,_ , 2, -, -, -,  N,-,212,-,-
sctid63919,scil29864,_ , 3, -, -, -,  N,-,152,-,-
sctid63922,scil29865,_ , 1, -, -, -,  N,-,100,-,-
sctid63923,scil29866,_ , 2, -, -, -,  N,-,416,-,-
sctid63926,scil29867,_ , 4, -, -, -,  N,-,109,-,-
sctid63928,scil29868,_ , 2, -, -, -,  N,-,711,-,-
sctid63930,scil29869,_ , 5, -, -, -,  N,-,183,-,-
sctid63932,scil29870,_ , 1, -, -, -,  N,-,155,-,-
sctid63932,scil29871,_ , 5, -, -, -,  N,-,332,-,-
sctid63936,scil29872,_ , 3, -, -, -,  N,-,356,-,-
sctid63937,scil29873,_ , 2, -, -, -,  N,-,115,-,-
sctid63938,scil29874,M , 3, -, -, -,  Y,-,548,-,-
sctid63938,scil29875,_ , 2, -, -, -,  N,-,548,-,-
sctid63940,scil29876,_ , 2, -, -, -,  N,-,212,-,-
sctid63941,scil29877,_ , 5, -, -, -,  N,-,385,-,-
sctid63942,scil29878,_ , 1, -, -, -,  N,-,100,-,-
sctid63942,scil29879,_ , 5, -, -, -,  N,-,329,-,-
sctid63943,scil29880,_ , 2, -, -, -,  N,-,106,-,-
sctid63945,scil29881,_ , 5, -, -, -,  N,-,332,-,-
sctid63945,scil29882,_ , 1, -, -, -,  N,-,155,-,-
sctid63949,scil29883,M , 3, -, -, -,  Y,-,416,-,-
sctid63952,scil29884,_ , 3, -, -, -,  N,-,710,-,-
sctid63955,scil29885,_ , 4, -, -, -,  N,-,629,-,-
sctid63957,scil29886,M , 3, -, -, -,  Y,-,350,-,-
sctid63960,scil29887,_ , 5, -, -, -,  N,-,226,-,-
sctid63961,scil29888,_ , 2, -, -, -,  N,-,200,-,-
sctid63962,scil29889,_ , 3, -, -, -,  N,-,710,-,-
sctid63966,scil29890,_ , 1, -, -, -,  N,-,175,-,-
sctid63969,scil29891,_ , 1, -, -, -,  N,-,565,-,-
sctid63970,scil29892,S , 4, -, -, -,  N,-,252,-,-
sctid63973,scil29893,_ , 1, -, -, -,  N,-,578,-,-
sctid63974,scil29894,_ , 3, -, -, -,  N,-,651,-,-
sctid63977,scil29895,S , 5, -, -, -,  N,-,524,-,-
sctid63979,scil29896,_ , 1, -, -, -,  N,-,325,-,-
sctid6397,scil29897,M , 2, -, -, -,  Y,-,1899,-,-
sctid63980,scil29898,_ , 3, -, -, -,  N,-,123,-,-
sctid63980,scil29899,M , 5, -, -, -,  N,-,221,-,-
sctid63981,scil29900,_ , 2, -, -, -,  N,-,169,-,-
sctid63982,scil29901,M , 5, -, -, -,  N,-,164,-,-
sctid63985,scil29902,_ , 2, -, -, -,  N,-,546,-,-
sctid63987,scil29903,_ , 3, -, -, -,  N,-,727,-,-
sctid63991,scil29904,S , 1, -, -, -,  N,-,494,-,-
sctid63992,scil29905,_ , 1, -, -, -,  N,-,974,-,-
sctid63998,scil29906,M , 4, -, -, -,  N,-,461,-,-
sctid639,scil29907,M , 5, -, -, -,  N,-,5163,-,-
sctid64000,scil29908,M , 2, -, -, -,  Y,-,384,-,-
sctid64001,scil29909,_ , 5, -, -, -,  N,-,117,-,-
sctid64002,scil29910,M , 5, -, -, -,  N,-,502,-,-
sctid64004,scil29911,M , 3, -, -, -,  Y,-,104,-,-
sctid64004,scil29912,S , 1, -, -, -,  N,-,451,-,-
sctid64007,scil29913,_ , 2, -, -, -,  N,-,117,-,-
sctid64008,scil29914,_ , 2, -, -, -,  N,-,106,-,-
sctid64009,scil29915,_ , 5, -, -, -,  N,-,514,-,-
sctid64012,scil29916,_ , 1, -, -, -,  N,-,320,-,-
sctid64013,scil29917,S , 2, -, -, -,  N,-,115,-,-
sctid64016,scil29918,M , 3, -, -, -,  Y,-,361,-,-
sctid64017,scil29919,S , 1, -, -, -,  N,-,217,-,-
sctid64019,scil29920,M , 3, -, -, -,  Y,-,710,-,-
sctid64021,scil29921,_ , 1, -, -, -,  N,-,710,-,-
sctid64022,scil29922,_ , 2, -, -, -,  N,-,709,-,-
sctid64024,scil29923,_ , 4, -, -, -,  N,-,299,-,-
sctid64025,scil29924,_ , 1, -, -, -,  N,-,117,-,-
sctid64025,scil29925,_ , 2, -, -, -,  N,-,641,-,-
sctid64028,scil29926,_ , 4, -, -, -,  N,-,334,-,-
sctid6402,scil29927,S , 1, -, -, -,  N,-,421,-,-
sctid6402,scil29928,S , 2, -, -, -,  N,-,1465,-,-
sctid64030,scil29929,M , 2, -, -, -,  Y,-,710,-,-
sctid64031,scil29930,M , 5, -, -, -,  N,-,331,-,-
sctid64031,scil29931,_ , 1, -, -, -,  N,-,154,-,-
sctid64035,scil29932,_ , 3, -, -, -,  N,-,616,-,-
sctid64037,scil29933,_ , 3, -, -, -,  N,-,419,-,-
sctid64038,scil29934,S , 1, -, -, -,  N,-,437,-,-
sctid64040,scil29935,S , 4, -, -, -,  N,-,586,-,-
sctid64042,scil29936,_ , 3, -, -, -,  N,-,471,-,-
sctid64043,scil29937,M , 2, -, -, -,  Y,-,470,-,-
sctid64045,scil29938,_ , 2, -, -, -,  N,-,441,-,-
sctid64046,scil29939,_ , 1, -, -, -,  N,-,117,-,-
sctid64046,scil29940,_ , 2, -, -, -,  N,-,641,-,-
sctid64049,scil29941,S , 4, -, -, -,  N,-,665,-,-
sctid6404,scil29942,S , 1, -, -, -,  N,-,330,-,-
sctid64054,scil29943,M , 5, -, -, -,  N,-,114,-,-
sctid64055,scil29944,S , 1, -, -, -,  N,-,371,-,-
sctid64056,scil29945,_ , 2, -, -, -,  N,-,148,-,-
sctid64058,scil29946,M , 3, -, -, -,  Y,-,546,-,-
sctid64060,scil29947,_ , 3, -, -, -,  N,-,163,-,-
sctid64061,scil29948,S , 5, -, -, -,  N,-,142,-,-
sctid64062,scil29949,S , 5, -, -, -,  N,-,129,-,-
sctid64064,scil29950,_ , 3, -, -, -,  N,-,101,-,-
sctid64065,scil29951,S , 3, -, -, -,  N,-,348,-,-
sctid64066,scil29952,S , 1, -, -, -,  N,-,601,-,-
sctid64068,scil29953,M , 1, -, -, -,  N,-,428,-,-
sctid64070,scil29954,_ , 4, -, -, -,  N,-,488,-,-
sctid64074,scil29955,_ , 5, -, -, -,  N,-,461,-,-
sctid64075,scil29956,_ , 1, -, -, -,  N,-,311,-,-
sctid64076,scil29957,_ , 2, -, -, -,  N,-,145,-,-
sctid64077,scil29958,_ , 5, -, -, -,  N,-,113,-,-
sctid64083,scil29959,_ , 1, -, -, -,  N,-,395,-,-
sctid64084,scil29960,S , 1, -, -, -,  N,-,594,-,-
sctid64086,scil29961,S , 2, -, -, -,  N,-,156,-,-
sctid64086,scil29962,_ , 2, -, -, -,  N,-,905,-,-
sctid64090,scil29963,M , 3, -, -, -,  Y,-,275,-,-
sctid64093,scil29964,M , 4, -, -, -,  N,-,984,-,-
sctid64098,scil29965,_ , 5, -, -, -,  N,-,297,-,-
sctid6409,scil29966,M , 4, -, -, -,  N,-,1335,-,-
sctid64100,scil29967,S , 1, -, -, -,  N,-,397,-,-
sctid64102,scil29968,S , 1, -, -, -,  N,-,449,-,-
sctid64106,scil29969,S , 1, -, -, -,  N,-,351,-,-
sctid64109,scil29970,_ , 1, -, -, -,  N,-,645,-,-
sctid6410,scil29971,M , 2, -, -, -,  Y,-,303,-,-
sctid64113,scil29972,_ , 2, -, -, -,  N,-,153,-,-
sctid64114,scil29973,_ , 3, -, -, -,  N,-,697,-,-
sctid64117,scil29974,_ , 3, -, -, -,  N,-,469,-,-
sctid64120,scil29975,_ , 2, -, -, -,  N,-,238,-,-
sctid64123,scil29976,S , 3, -, -, -,  N,-,263,-,-
sctid64125,scil29977,_ , 4, -, -, -,  N,-,130,-,-
sctid64126,scil29978,_ , 3, -, -, -,  N,-,319,-,-
sctid6412,scil29979,_ , 2, -, -, -,  N,-,225,-,-
sctid6412,scil29980,M , 2, -, -, -,  Y,-,125,-,-
sctid64130,scil29981,S , 1, -, -, -,  N,-,544,-,-
sctid64132,scil29982,M , 4, -, -, -,  N,-,499,-,-
sctid64133,scil29983,M , 2, -, -, -,  Y,-,502,-,-
sctid64135,scil29984,_ , 1, -, -, -,  N,-,352,-,-
sctid64137,scil29985,_ , 2, -, -, -,  N,-,373,-,-
sctid64140,scil29986,S , 1, -, -, -,  N,-,457,-,-
sctid64141,scil29987,S , 1, -, -, -,  N,-,457,-,-
sctid64142,scil29988,_ , 1, -, -, -,  N,-,357,-,-
sctid64145,scil29989,_ , 3, -, -, -,  N,-,339,-,-
sctid64146,scil29990,_ , 1, -, -, -,  N,-,582,-,-
sctid64150,scil29991,_ , 1, -, -, -,  N,-,570,-,-
sctid64154,scil29992,_ , 1, -, -, -,  N,-,510,-,-
sctid64156,scil29993,_ , 4, -, -, -,  N,-,316,-,-
sctid64159,scil29994,_ , 2, -, -, -,  N,-,110,-,-
sctid64160,scil29995,_ , 2, -, -, -,  N,-,513,-,-
sctid64161,scil29996,S , 1, -, -, -,  N,-,177,-,-
sctid64163,scil29997,_ , 2, -, -, -,  N,-,544,-,-
sctid64165,scil29998,M , 5, -, -, -,  N,-,597,-,-
sctid64170,scil29999,_ , 1, -, -, -,  N,-,433,-,-
sctid64172,scil30000,_ , 3, -, -, -,  N,-,964,-,-
sctid64175,scil30001,_ , 5, -, -, -,  N,-,792,-,-
sctid64177,scil30002,S , 2, -, -, -,  N,-,513,-,-
sctid64180,scil30003,_ , 3, -, -, -,  N,-,605,-,-
sctid64182,scil30004,S , 1, -, -, -,  N,-,565,-,-
sctid64186,scil30005,M , 5, -, -, -,  N,-,333,-,-
sctid6418,scil30006,S , 4, -, -, -,  N,-,1960,-,-
sctid64190,scil30007,_ , 4, -, -, -,  N,-,652,-,-
sctid64192,scil30008,_ , 2, -, -, -,  N,-,372,-,-
sctid64195,scil30009,_ , 2, -, -, -,  N,-,506,-,-
sctid64197,scil30010,_ , 2, -, -, -,  N,-,707,-,-
sctid64199,scil30011,M , 5, -, -, -,  N,-,698,-,-
sctid64201,scil30012,_ , 2, -, -, -,  N,-,138,-,-
sctid64202,scil30013,M , 5, -, -, -,  N,-,105,-,-
sctid64203,scil30014,M , 5, -, -, -,  N,-,227,-,-
sctid64204,scil30015,S , 1, -, -, -,  N,-,106,-,-
sctid64205,scil30016,_ , 3, -, -, -,  N,-,593,-,-
sctid64208,scil30017,S , 2, -, -, -,  N,-,523,-,-
sctid64209,scil30018,_ , 4, -, -, -,  N,-,496,-,-
sctid64212,scil30019,_ , 5, -, -, -,  N,-,562,-,-
sctid64214,scil30020,_ , 2, -, -, -,  N,-,566,-,-
sctid64217,scil30021,_ , 1, -, -, -,  N,-,321,-,-
sctid64218,scil30022,S , 5, -, -, -,  N,-,687,-,-
sctid64223,scil30023,_ , 3, -, -, -,  N,-,443,-,-
sctid64227,scil30024,_ , 1, -, -, -,  N,-,323,-,-
sctid64229,scil30025,_ , 1, -, -, -,  N,-,320,-,-
sctid64231,scil30026,_ , 2, -, -, -,  N,-,299,-,-
sctid64232,scil30027,_ , 1, -, -, -,  N,-,317,-,-
sctid64233,scil30028,_ , 3, -, -, -,  N,-,589,-,-
sctid64234,scil30029,_ , 5, -, -, -,  N,-,365,-,-
sctid64238,scil30030,S , 4, -, -, -,  N,-,585,-,-
sctid64240,scil30031,S , 1, -, -, -,  N,-,357,-,-
sctid64242,scil30032,_ , 1, -, -, -,  N,-,484,-,-
sctid64244,scil30033,_ , 3, -, -, -,  N,-,662,-,-
sctid64244,scil30034,S , 5, -, -, -,  N,-,474,-,-
sctid64247,scil30035,M , 2, hsap613, mmus387, scer914,  Y,COQ2,357,Coq2,COQ2
sctid64248,scil30036,_ , 2, -, -, -,  N,-,159,-,-
sctid64249,scil30037,_ , 1, -, -, -,  N,-,626,-,-
sctid6424,scil30038,_ , 2, -, -, -,  N,-,1978,-,-
sctid64251,scil30039,S , 4, -, -, -,  N,-,493,-,-
sctid64253,scil30040,S , 2, -, -, -,  N,-,212,-,-
sctid64262,scil30041,M , 3, -, -, -,  Y,-,312,-,-
sctid64262,scil30042,_ , 1, -, -, -,  N,-,484,-,-
sctid64265,scil30043,_ , 2, hsap305, -, -,  Y,TRMT61B,577,-,-
sctid64267,scil30044,_ , 3, -, -, -,  N,-,398,-,-
sctid64268,scil30045,S , 1, -, -, -,  N,-,429,-,-
sctid64269,scil30046,_ , 2, -, -, -,  N,-,312,-,-
sctid64271,scil30047,_ , 3, -, -, -,  N,-,344,-,-
sctid64272,scil30048,M , 3, -, -, -,  Y,-,682,-,-
sctid64273,scil30049,M , 4, -, -, -,  N,-,706,-,-
sctid64279,scil30050,_ , 2, -, -, -,  N,-,706,-,-
sctid64281,scil30051,_ , 2, -, -, -,  N,-,706,-,-
sctid64283,scil30052,_ , 1, -, -, -,  N,-,117,-,-
sctid64283,scil30053,_ , 2, -, -, -,  N,-,638,-,-
sctid64286,scil30054,_ , 2, -, -, -,  N,-,706,-,-
sctid64288,scil30055,_ , 4, -, -, -,  N,-,667,-,-
sctid64293,scil30056,S , 1, -, -, -,  N,-,368,-,-
sctid64294,scil30057,_ , 2, -, -, -,  N,-,237,-,-
sctid64295,scil30058,_ , 5, -, -, -,  N,-,209,-,-
sctid64297,scil30059,S , 3, -, -, -,  N,-,236,-,-
sctid64299,scil30060,_ , 5, -, -, -,  N,-,125,-,-
sctid64301,scil30061,_ , 2, -, -, -,  N,-,502,-,-
sctid64303,scil30062,_ , 2, -, -, -,  N,-,280,-,-
sctid64304,scil30063,_ , 2, -, -, -,  N,-,122,-,-
sctid64308,scil30064,_ , 3, -, -, -,  N,-,510,-,-
sctid64315,scil30065,S , 4, -, -, -,  N,-,110,-,-
sctid64317,scil30066,S , 1, -, -, -,  N,-,558,-,-
sctid64321,scil30067,_ , 5, -, -, -,  N,-,252,-,-
sctid64324,scil30068,_ , 2, -, -, -,  N,-,261,-,-
sctid64327,scil30069,_ , 2, -, -, -,  N,-,311,-,-
sctid64328,scil30070,_ , 4, -, -, -,  N,-,209,-,-
sctid64330,scil30071,M , 5, hsap387, -, -,  Y,CASP8,428,-,-
sctid64331,scil30072,_ , 3, -, -, -,  N,-,706,-,-
sctid64334,scil30073,S , 1, -, -, -,  N,-,544,-,-
sctid64336,scil30074,_ , 2, -, -, -,  N,-,403,-,-
sctid64338,scil30075,S , 1, -, -, -,  N,-,306,-,-
sctid6433,scil30076,_ , 1, -, -, -,  N,-,1570,-,-
sctid64340,scil30077,_ , 1, -, -, -,  N,-,334,-,-
sctid64344,scil30078,S , 1, -, -, -,  N,-,365,-,-
sctid64345,scil30079,_ , 2, -, -, -,  N,-,360,-,-
sctid64349,scil30080,_ , 1, -, -, -,  N,-,542,-,-
sctid64351,scil30081,S , 3, -, -, -,  N,-,331,-,-
sctid64351,scil30082,_ , 2, -, -, -,  N,-,443,-,-
sctid64355,scil30083,_ , 5, -, -, -,  N,-,706,-,-
sctid64357,scil30084,S , 4, -, -, -,  N,-,379,-,-
sctid64358,scil30085,_ , 2, hsap1217, mmus1469, -,  Y,MARCH5,359,March5,-
sctid64360,scil30086,_ , 2, -, -, -,  N,-,470,-,-
sctid64363,scil30087,_ , 1, -, -, -,  N,-,553,-,-
sctid64365,scil30088,S , 3, -, -, -,  N,-,299,-,-
sctid64366,scil30089,_ , 2, -, -, -,  N,-,183,-,-
sctid64368,scil30090,_ , 2, hsap651, mmus1146, -,  Y,NDUFAF2,226,Ndufaf2,-
sctid64369,scil30091,_ , 2, -, -, -,  N,-,705,-,-
sctid64371,scil30092,M , 2, -, -, -,  N,-,512,-,-
sctid64374,scil30093,_ , 1, -, -, -,  N,-,952,-,-
sctid64376,scil30094,_ , 3, -, -, -,  N,-,482,-,-
sctid64376,scil30095,S , 5, -, -, -,  N,-,209,-,-
sctid64378,scil30096,_ , 2, -, -, -,  N,-,172,-,-
sctid64380,scil30097,_ , 1, -, -, -,  N,-,150,-,-
sctid64380,scil30098,M , 5, -, -, -,  N,-,327,-,-
sctid64384,scil30099,_ , 1, -, -, -,  N,-,516,-,-
sctid64386,scil30100,_ , 3, -, -, -,  N,-,754,-,-
sctid64392,scil30101,_ , 2, -, -, -,  N,-,705,-,-
sctid64394,scil30102,_ , 1, -, -, -,  N,-,401,-,-
sctid64397,scil30103,_ , 5, -, -, -,  N,-,101,-,-
sctid64397,scil30104,_ , 2, -, -, -,  N,-,635,-,-
sctid6439,scil30105,M , 3, -, -, -,  Y,-,1713,-,-
sctid643,scil30106,M , 5, -, -, -,  N,-,5160,-,-
sctid64402,scil30107,_ , 2, -, -, -,  N,-,705,-,-
sctid64407,scil30108,_ , 3, -, -, scer302,  Y,-,530,-,BEM2
sctid64413,scil30109,S , 1, -, -, -,  N,-,565,-,-
sctid64415,scil30110,_ , 5, -, -, -,  N,-,274,-,-
sctid64417,scil30111,M , 3, -, -, -,  Y,-,411,-,-
sctid64420,scil30112,M , 3, -, -, -,  Y,-,310,-,-
sctid64422,scil30113,_ , 2, -, -, -,  N,-,362,-,-
sctid64423,scil30114,M , 4, -, -, -,  N,-,550,-,-
sctid64426,scil30115,_ , 2, -, -, -,  N,-,539,-,-
sctid64428,scil30116,_ , 2, -, -, -,  N,-,581,-,-
sctid6442,scil30117,_ , 1, -, -, -,  N,-,1835,-,-
sctid64430,scil30118,S , 2, -, -, -,  N,-,514,-,-
sctid64432,scil30119,_ , 1, -, -, -,  N,-,200,-,-
sctid64433,scil30120,S , 1, -, -, -,  N,-,522,-,-
sctid64435,scil30121,S , 1, -, -, -,  N,-,185,-,-
sctid64437,scil30122,S , 2, -, -, -,  N,-,503,-,-
sctid64439,scil30123,_ , 4, -, -, -,  N,-,295,-,-
sctid64441,scil30124,S , 3, -, -, -,  N,-,452,-,-
sctid64443,scil30125,_ , 4, -, -, -,  N,-,421,-,-
sctid64445,scil30126,M , 4, -, -, -,  N,-,317,-,-
