transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
jgi|Triad1|52514|fgeneshTA2_pg.C_scaffold_1001261|m.7598 jgi|Triad1|52514|fgeneshTA2_pg.C_scaffold_1001261|g.7598  ,tadh4454,S,3,-,-,-,N,-,519,-,-
jgi|Triad1|52515|fgeneshTA2_pg.C_scaffold_1001262|m.7599 jgi|Triad1|52515|fgeneshTA2_pg.C_scaffold_1001262|g.7599  ,tadh4455,_,1,-,-,-,N,-,278,-,-
jgi|Triad1|52516|fgeneshTA2_pg.C_scaffold_1001263|m.7600 jgi|Triad1|52516|fgeneshTA2_pg.C_scaffold_1001263|g.7600  ,tadh4456,_,2,-,-,-,N,-,158,-,-
jgi|Triad1|52519|fgeneshTA2_pg.C_scaffold_1001266|m.7603 jgi|Triad1|52519|fgeneshTA2_pg.C_scaffold_1001266|g.7603  ,tadh4457,_,2,-,-,-,N,-,598,-,-
jgi|Triad1|52520|fgeneshTA2_pg.C_scaffold_1001267|m.7605 jgi|Triad1|52520|fgeneshTA2_pg.C_scaffold_1001267|g.7605  ,tadh4458,_,1,-,-,-,N,-,236,-,-
jgi|Triad1|52521|fgeneshTA2_pg.C_scaffold_1001268|m.7606 jgi|Triad1|52521|fgeneshTA2_pg.C_scaffold_1001268|g.7606  ,tadh4459,_,1,-,-,-,N,-,146,-,-
jgi|Triad1|52522|fgeneshTA2_pg.C_scaffold_1001269|m.7607 jgi|Triad1|52522|fgeneshTA2_pg.C_scaffold_1001269|g.7607  ,tadh4460,_,2,-,-,-,N,-,603,-,-
jgi|Triad1|52524|fgeneshTA2_pg.C_scaffold_1001271|m.7609 jgi|Triad1|52524|fgeneshTA2_pg.C_scaffold_1001271|g.7609  ,tadh4461,S,2,-,-,-,N,-,194,-,-
jgi|Triad1|52525|fgeneshTA2_pg.C_scaffold_1001272|m.7610 jgi|Triad1|52525|fgeneshTA2_pg.C_scaffold_1001272|g.7610  ,tadh4462,_,1,-,-,-,N,-,141,-,-
jgi|Triad1|52526|fgeneshTA2_pg.C_scaffold_1001273|m.7611 jgi|Triad1|52526|fgeneshTA2_pg.C_scaffold_1001273|g.7611  ,tadh4463,M,5,-,-,-,N,-,111,-,-
jgi|Triad1|52529|fgeneshTA2_pg.C_scaffold_1001276|m.7613 jgi|Triad1|52529|fgeneshTA2_pg.C_scaffold_1001276|g.7613  ,tadh4464,_,3,-,-,-,N,-,538,-,-
jgi|Triad1|52531|fgeneshTA2_pg.C_scaffold_1001278|m.7616 jgi|Triad1|52531|fgeneshTA2_pg.C_scaffold_1001278|g.7616  ,tadh4465,_,2,-,-,-,N,-,409,-,-
jgi|Triad1|52532|fgeneshTA2_pg.C_scaffold_1001279|m.7617 jgi|Triad1|52532|fgeneshTA2_pg.C_scaffold_1001279|g.7617  ,tadh4466,S,2,-,-,-,N,-,337,-,-
jgi|Triad1|52533|fgeneshTA2_pg.C_scaffold_1001280|m.7620 jgi|Triad1|52533|fgeneshTA2_pg.C_scaffold_1001280|g.7620  ,tadh4467,_,1,-,-,scer613,Y,-,303,-,YJU3
jgi|Triad1|52534|fgeneshTA2_pg.C_scaffold_1001281|m.7621 jgi|Triad1|52534|fgeneshTA2_pg.C_scaffold_1001281|g.7621  ,tadh4468,_,3,-,-,-,N,-,454,-,-
jgi|Triad1|52537|fgeneshTA2_pg.C_scaffold_1001284|m.7624 jgi|Triad1|52537|fgeneshTA2_pg.C_scaffold_1001284|g.7624  ,tadh4469,_,3,hsap167,mmus261,-,Y,THEM4,194,Them4,-
jgi|Triad1|52538|fgeneshTA2_pg.C_scaffold_1001285|m.7625 jgi|Triad1|52538|fgeneshTA2_pg.C_scaffold_1001285|g.7625  ,tadh4470,_,2,-,-,-,N,-,881,-,-
jgi|Triad1|52540|fgeneshTA2_pg.C_scaffold_1001287|m.7628 jgi|Triad1|52540|fgeneshTA2_pg.C_scaffold_1001287|g.7628  ,tadh4471,M,5,-,-,-,N,-,320,-,-
jgi|Triad1|52541|fgeneshTA2_pg.C_scaffold_1001288|m.7629 jgi|Triad1|52541|fgeneshTA2_pg.C_scaffold_1001288|g.7629  ,tadh4472,S,4,-,-,-,N,-,534,-,-
jgi|Triad1|52543|fgeneshTA2_pg.C_scaffold_1001290|m.7631 jgi|Triad1|52543|fgeneshTA2_pg.C_scaffold_1001290|g.7631  ,tadh4473,S,1,-,-,-,N,-,353,-,-
jgi|Triad1|52547|fgeneshTA2_pg.C_scaffold_1001294|m.7634 jgi|Triad1|52547|fgeneshTA2_pg.C_scaffold_1001294|g.7634  ,tadh4474,_,1,-,-,-,N,-,149,-,-
jgi|Triad1|52550|fgeneshTA2_pg.C_scaffold_1001297|m.7637 jgi|Triad1|52550|fgeneshTA2_pg.C_scaffold_1001297|g.7637  ,tadh4475,S,3,-,-,scer87,Y,-,328,-,TSC10
jgi|Triad1|52553|fgeneshTA2_pg.C_scaffold_1001300|m.7640 jgi|Triad1|52553|fgeneshTA2_pg.C_scaffold_1001300|g.7640  ,tadh4476,S,2,-,-,-,N,-,141,-,-
jgi|Triad1|52557|fgeneshTA2_pg.C_scaffold_1001304|m.7644 jgi|Triad1|52557|fgeneshTA2_pg.C_scaffold_1001304|g.7644  ,tadh4477,_,1,-,-,-,N,-,692,-,-
jgi|Triad1|52558|fgeneshTA2_pg.C_scaffold_1001305|m.7645 jgi|Triad1|52558|fgeneshTA2_pg.C_scaffold_1001305|g.7645  ,tadh4478,_,2,-,-,-,N,-,1570,-,-
jgi|Triad1|52559|fgeneshTA2_pg.C_scaffold_1001306|m.7646 jgi|Triad1|52559|fgeneshTA2_pg.C_scaffold_1001306|g.7646  ,tadh4479,_,2,-,-,-,N,-,2093,-,-
jgi|Triad1|5255|gw1.1.651.1|m.6866 jgi|Triad1|5255|gw1.1.651.1|g.6866  ,tadh4480,_,1,-,-,-,N,-,283,-,-
jgi|Triad1|52561|fgeneshTA2_pg.C_scaffold_1001308|m.7650 jgi|Triad1|52561|fgeneshTA2_pg.C_scaffold_1001308|g.7650  ,tadh4481,_,2,-,-,-,N,-,217,-,-
jgi|Triad1|52562|fgeneshTA2_pg.C_scaffold_1001309|m.7651 jgi|Triad1|52562|fgeneshTA2_pg.C_scaffold_1001309|g.7651  ,tadh4482,_,2,-,-,-,N,-,1459,-,-
jgi|Triad1|52564|fgeneshTA2_pg.C_scaffold_1001311|m.7652 jgi|Triad1|52564|fgeneshTA2_pg.C_scaffold_1001311|g.7652  ,tadh4483,M,3,hsap1359,mmus173,-,Y,NDUFS3,270,Ndufs3,-
jgi|Triad1|52566|fgeneshTA2_pg.C_scaffold_1001313|m.7654 jgi|Triad1|52566|fgeneshTA2_pg.C_scaffold_1001313|g.7654  ,tadh4484,S,5,-,-,-,N,-,144,-,-
jgi|Triad1|52567|fgeneshTA2_pg.C_scaffold_1001314|m.7655 jgi|Triad1|52567|fgeneshTA2_pg.C_scaffold_1001314|g.7655  ,tadh4485,_,1,-,-,-,N,-,686,-,-
jgi|Triad1|52568|fgeneshTA2_pg.C_scaffold_1001315|m.7656 jgi|Triad1|52568|fgeneshTA2_pg.C_scaffold_1001315|g.7656  ,tadh4486,_,2,-,-,-,N,-,532,-,-
jgi|Triad1|52570|fgeneshTA2_pg.C_scaffold_1001317|m.7658 jgi|Triad1|52570|fgeneshTA2_pg.C_scaffold_1001317|g.7658  ,tadh4487,S,1,-,-,-,N,-,480,-,-
jgi|Triad1|52571|fgeneshTA2_pg.C_scaffold_1001318|m.7659 jgi|Triad1|52571|fgeneshTA2_pg.C_scaffold_1001318|g.7659  ,tadh4488,_,4,-,-,-,N,-,406,-,-
jgi|Triad1|52572|fgeneshTA2_pg.C_scaffold_1001319|m.7660 jgi|Triad1|52572|fgeneshTA2_pg.C_scaffold_1001319|g.7660  ,tadh4489,_,1,-,-,-,N,-,905,-,-
jgi|Triad1|52573|fgeneshTA2_pg.C_scaffold_1001320|m.7661 jgi|Triad1|52573|fgeneshTA2_pg.C_scaffold_1001320|g.7661  ,tadh4490,_,2,-,-,-,N,-,726,-,-
jgi|Triad1|52575|fgeneshTA2_pg.C_scaffold_1001322|m.7663 jgi|Triad1|52575|fgeneshTA2_pg.C_scaffold_1001322|g.7663  ,tadh4491,_,1,-,-,-,N,-,530,-,-
jgi|Triad1|52576|fgeneshTA2_pg.C_scaffold_1001323|m.7664 jgi|Triad1|52576|fgeneshTA2_pg.C_scaffold_1001323|g.7664  ,tadh4492,_,2,-,-,-,N,-,965,-,-
jgi|Triad1|52577|fgeneshTA2_pg.C_scaffold_1001324|m.7665 jgi|Triad1|52577|fgeneshTA2_pg.C_scaffold_1001324|g.7665  ,tadh4493,_,2,-,-,-,N,-,713,-,-
jgi|Triad1|52578|fgeneshTA2_pg.C_scaffold_1001325|m.7666 jgi|Triad1|52578|fgeneshTA2_pg.C_scaffold_1001325|g.7666  ,tadh4494,S,1,-,-,-,N,-,600,-,-
jgi|Triad1|52579|fgeneshTA2_pg.C_scaffold_1001326|m.7667 jgi|Triad1|52579|fgeneshTA2_pg.C_scaffold_1001326|g.7667  ,tadh4495,_,5,-,-,-,N,-,773,-,-
jgi|Triad1|52580|fgeneshTA2_pg.C_scaffold_1001327|m.7668 jgi|Triad1|52580|fgeneshTA2_pg.C_scaffold_1001327|g.7668  ,tadh4496,S,1,-,-,-,N,-,431,-,-
jgi|Triad1|52581|fgeneshTA2_pg.C_scaffold_1001328|m.7669 jgi|Triad1|52581|fgeneshTA2_pg.C_scaffold_1001328|g.7669  ,tadh4497,_,3,-,-,-,N,-,164,-,-
jgi|Triad1|52582|fgeneshTA2_pg.C_scaffold_1001329|m.7670 jgi|Triad1|52582|fgeneshTA2_pg.C_scaffold_1001329|g.7670  ,tadh4498,S,1,-,-,-,N,-,818,-,-
jgi|Triad1|52584|fgeneshTA2_pg.C_scaffold_1001331|m.7672 jgi|Triad1|52584|fgeneshTA2_pg.C_scaffold_1001331|g.7672  ,tadh4499,_,2,-,-,-,N,-,239,-,-
jgi|Triad1|52586|fgeneshTA2_pg.C_scaffold_1001333|m.7674 jgi|Triad1|52586|fgeneshTA2_pg.C_scaffold_1001333|g.7674  ,tadh4500,S,1,-,-,-,N,-,496,-,-
jgi|Triad1|52590|fgeneshTA2_pg.C_scaffold_1001337|m.7678 jgi|Triad1|52590|fgeneshTA2_pg.C_scaffold_1001337|g.7678  ,tadh4501,_,2,-,-,-,N,-,463,-,-
jgi|Triad1|52591|fgeneshTA2_pg.C_scaffold_1001338|m.7679 jgi|Triad1|52591|fgeneshTA2_pg.C_scaffold_1001338|g.7679  ,tadh4502,_,1,-,-,-,N,-,282,-,-
jgi|Triad1|52592|fgeneshTA2_pg.C_scaffold_1001339|m.7680 jgi|Triad1|52592|fgeneshTA2_pg.C_scaffold_1001339|g.7680  ,tadh4503,_,1,-,-,-,N,-,118,-,-
jgi|Triad1|52594|fgeneshTA2_pg.C_scaffold_1001341|m.7682 jgi|Triad1|52594|fgeneshTA2_pg.C_scaffold_1001341|g.7682  ,tadh4504,_,4,-,-,-,N,-,481,-,-
jgi|Triad1|52598|fgeneshTA2_pg.C_scaffold_1001345|m.7686 jgi|Triad1|52598|fgeneshTA2_pg.C_scaffold_1001345|g.7686  ,tadh4505,S,1,-,-,-,N,-,321,-,-
jgi|Triad1|52599|fgeneshTA2_pg.C_scaffold_1001346|m.7687 jgi|Triad1|52599|fgeneshTA2_pg.C_scaffold_1001346|g.7687  ,tadh4506,_,5,-,-,-,N,-,301,-,-
jgi|Triad1|52600|fgeneshTA2_pg.C_scaffold_1001347|m.7688 jgi|Triad1|52600|fgeneshTA2_pg.C_scaffold_1001347|g.7688  ,tadh4507,_,1,-,-,-,N,-,860,-,-
jgi|Triad1|52602|fgeneshTA2_pg.C_scaffold_1001349|m.7691 jgi|Triad1|52602|fgeneshTA2_pg.C_scaffold_1001349|g.7691  ,tadh4508,_,1,-,-,-,N,-,155,-,-
jgi|Triad1|52603|fgeneshTA2_pg.C_scaffold_1001350|m.7692 jgi|Triad1|52603|fgeneshTA2_pg.C_scaffold_1001350|g.7692  ,tadh4509,_,1,-,-,-,N,-,294,-,-
jgi|Triad1|52608|fgeneshTA2_pg.C_scaffold_1001355|m.7698 jgi|Triad1|52608|fgeneshTA2_pg.C_scaffold_1001355|g.7698  ,tadh4510,_,5,-,-,-,N,-,135,-,-
jgi|Triad1|52608|fgeneshTA2_pg.C_scaffold_1001355|m.7697 jgi|Triad1|52608|fgeneshTA2_pg.C_scaffold_1001355|g.7697  ,tadh4511,_,2,-,-,-,N,-,3640,-,-
jgi|Triad1|52611|fgeneshTA2_pg.C_scaffold_1001358|m.7702 jgi|Triad1|52611|fgeneshTA2_pg.C_scaffold_1001358|g.7702  ,tadh4512,_,1,-,-,-,N,-,802,-,-
jgi|Triad1|52612|fgeneshTA2_pg.C_scaffold_1001359|m.7703 jgi|Triad1|52612|fgeneshTA2_pg.C_scaffold_1001359|g.7703  ,tadh4513,_,2,-,-,-,N,-,236,-,-
jgi|Triad1|52613|fgeneshTA2_pg.C_scaffold_1001360|m.7704 jgi|Triad1|52613|fgeneshTA2_pg.C_scaffold_1001360|g.7704  ,tadh4514,_,2,-,-,-,N,-,883,-,-
jgi|Triad1|52615|fgeneshTA2_pg.C_scaffold_1001362|m.7707 jgi|Triad1|52615|fgeneshTA2_pg.C_scaffold_1001362|g.7707  ,tadh4515,S,3,-,-,-,N,-,811,-,-
jgi|Triad1|52620|fgeneshTA2_pg.C_scaffold_1001367|m.7714 jgi|Triad1|52620|fgeneshTA2_pg.C_scaffold_1001367|g.7714  ,tadh4516,S,5,-,-,-,N,-,1271,-,-
jgi|Triad1|52621|fgeneshTA2_pg.C_scaffold_1001368|m.7715 jgi|Triad1|52621|fgeneshTA2_pg.C_scaffold_1001368|g.7715  ,tadh4517,_,1,-,-,-,N,-,537,-,-
jgi|Triad1|52623|fgeneshTA2_pg.C_scaffold_1001370|m.7718 jgi|Triad1|52623|fgeneshTA2_pg.C_scaffold_1001370|g.7718  ,tadh4518,_,2,-,-,-,N,-,558,-,-
jgi|Triad1|52625|fgeneshTA2_pg.C_scaffold_1001372|m.7720 jgi|Triad1|52625|fgeneshTA2_pg.C_scaffold_1001372|g.7720  ,tadh4519,S,4,-,-,-,N,-,353,-,-
jgi|Triad1|52629|fgeneshTA2_pg.C_scaffold_1001376|m.7723 jgi|Triad1|52629|fgeneshTA2_pg.C_scaffold_1001376|g.7723  ,tadh4520,_,1,-,-,-,N,-,628,-,-
jgi|Triad1|52630|fgeneshTA2_pg.C_scaffold_1001377|m.7725 jgi|Triad1|52630|fgeneshTA2_pg.C_scaffold_1001377|g.7725  ,tadh4521,_,5,-,-,-,N,-,233,-,-
jgi|Triad1|52631|fgeneshTA2_pg.C_scaffold_1001378|m.7726 jgi|Triad1|52631|fgeneshTA2_pg.C_scaffold_1001378|g.7726  ,tadh4522,_,2,-,-,-,N,-,345,-,-
jgi|Triad1|52632|fgeneshTA2_pg.C_scaffold_1001379|m.7728 jgi|Triad1|52632|fgeneshTA2_pg.C_scaffold_1001379|g.7728  ,tadh4523,S,1,-,-,-,N,-,153,-,-
jgi|Triad1|52633|fgeneshTA2_pg.C_scaffold_1001380|m.7729 jgi|Triad1|52633|fgeneshTA2_pg.C_scaffold_1001380|g.7729  ,tadh4524,_,4,-,-,-,N,-,615,-,-
jgi|Triad1|52634|fgeneshTA2_pg.C_scaffold_1001381|m.7730 jgi|Triad1|52634|fgeneshTA2_pg.C_scaffold_1001381|g.7730  ,tadh4525,_,2,-,-,-,N,-,210,-,-
jgi|Triad1|52637|fgeneshTA2_pg.C_scaffold_1001384|m.7733 jgi|Triad1|52637|fgeneshTA2_pg.C_scaffold_1001384|g.7733  ,tadh4526,_,2,-,-,-,N,-,103,-,-
jgi|Triad1|52639|fgeneshTA2_pg.C_scaffold_1001386|m.7735 jgi|Triad1|52639|fgeneshTA2_pg.C_scaffold_1001386|g.7735  ,tadh4527,_,1,-,-,-,N,-,257,-,-
jgi|Triad1|52640|fgeneshTA2_pg.C_scaffold_1001387|m.7736 jgi|Triad1|52640|fgeneshTA2_pg.C_scaffold_1001387|g.7736  ,tadh4528,_,2,-,-,-,N,-,414,-,-
jgi|Triad1|52641|fgeneshTA2_pg.C_scaffold_1001388|m.7737 jgi|Triad1|52641|fgeneshTA2_pg.C_scaffold_1001388|g.7737  ,tadh4529,_,1,-,-,-,N,-,186,-,-
jgi|Triad1|52642|fgeneshTA2_pg.C_scaffold_1001389|m.7738 jgi|Triad1|52642|fgeneshTA2_pg.C_scaffold_1001389|g.7738  ,tadh4530,S,1,-,-,-,N,-,472,-,-
jgi|Triad1|52645|fgeneshTA2_pg.C_scaffold_1001392|m.7741 jgi|Triad1|52645|fgeneshTA2_pg.C_scaffold_1001392|g.7741  ,tadh4531,S,1,-,-,-,N,-,365,-,-
jgi|Triad1|52648|fgeneshTA2_pg.C_scaffold_1001395|m.7743 jgi|Triad1|52648|fgeneshTA2_pg.C_scaffold_1001395|g.7743  ,tadh4532,_,1,-,-,-,N,-,227,-,-
jgi|Triad1|52650|fgeneshTA2_pg.C_scaffold_1001397|m.7745 jgi|Triad1|52650|fgeneshTA2_pg.C_scaffold_1001397|g.7745  ,tadh4533,S,2,-,-,-,N,-,580,-,-
jgi|Triad1|52654|fgeneshTA2_pg.C_scaffold_1001401|m.7748 jgi|Triad1|52654|fgeneshTA2_pg.C_scaffold_1001401|g.7748  ,tadh4534,_,2,-,-,-,N,-,120,-,-
jgi|Triad1|52656|fgeneshTA2_pg.C_scaffold_1001403|m.7751 jgi|Triad1|52656|fgeneshTA2_pg.C_scaffold_1001403|g.7751  ,tadh4535,_,1,-,-,-,N,-,1659,-,-
jgi|Triad1|52657|fgeneshTA2_pg.C_scaffold_1001404|m.7752 jgi|Triad1|52657|fgeneshTA2_pg.C_scaffold_1001404|g.7752  ,tadh4536,_,4,-,-,-,N,-,124,-,-
jgi|Triad1|52665|fgeneshTA2_pg.C_scaffold_1001412|m.7762 jgi|Triad1|52665|fgeneshTA2_pg.C_scaffold_1001412|g.7762  ,tadh4537,_,3,-,-,-,N,-,125,-,-
jgi|Triad1|52668|fgeneshTA2_pg.C_scaffold_1001415|m.7765 jgi|Triad1|52668|fgeneshTA2_pg.C_scaffold_1001415|g.7765  ,tadh4538,_,2,-,-,-,N,-,373,-,-
jgi|Triad1|52673|fgeneshTA2_pg.C_scaffold_1001420|m.7770 jgi|Triad1|52673|fgeneshTA2_pg.C_scaffold_1001420|g.7770  ,tadh4539,_,1,-,-,-,N,-,910,-,-
jgi|Triad1|52674|fgeneshTA2_pg.C_scaffold_1001421|m.7771 jgi|Triad1|52674|fgeneshTA2_pg.C_scaffold_1001421|g.7771  ,tadh4540,_,3,hsap310,mmus1421,-,Y,NDUFAF7,435,Ndufaf7,-
jgi|Triad1|52675|fgeneshTA2_pg.C_scaffold_1001422|m.7772 jgi|Triad1|52675|fgeneshTA2_pg.C_scaffold_1001422|g.7772  ,tadh4541,_,1,-,-,-,N,-,298,-,-
jgi|Triad1|52679|fgeneshTA2_pg.C_scaffold_1001426|m.7776 jgi|Triad1|52679|fgeneshTA2_pg.C_scaffold_1001426|g.7776  ,tadh4542,M,4,hsap1826,mmus730,-,Y,DDX28,513,Ddx28,-
jgi|Triad1|52680|fgeneshTA2_pg.C_scaffold_1001427|m.7777 jgi|Triad1|52680|fgeneshTA2_pg.C_scaffold_1001427|g.7777  ,tadh4543,_,5,-,-,-,N,-,291,-,-
jgi|Triad1|52681|fgeneshTA2_pg.C_scaffold_1001428|m.7778 jgi|Triad1|52681|fgeneshTA2_pg.C_scaffold_1001428|g.7778  ,tadh4544,_,1,-,-,-,N,-,368,-,-
jgi|Triad1|52682|fgeneshTA2_pg.C_scaffold_1001429|m.7779 jgi|Triad1|52682|fgeneshTA2_pg.C_scaffold_1001429|g.7779  ,tadh4545,_,1,-,-,-,N,-,531,-,-
jgi|Triad1|52683|fgeneshTA2_pg.C_scaffold_1001430|m.7780 jgi|Triad1|52683|fgeneshTA2_pg.C_scaffold_1001430|g.7780  ,tadh4546,_,1,-,-,-,N,-,160,-,-
jgi|Triad1|52685|fgeneshTA2_pg.C_scaffold_1001432|m.7782 jgi|Triad1|52685|fgeneshTA2_pg.C_scaffold_1001432|g.7782  ,tadh4547,M,4,hsap1959,mmus962,-,Y,MRPS23,158,Mrps23,-
jgi|Triad1|52686|fgeneshTA2_pg.C_scaffold_1001433|m.7783 jgi|Triad1|52686|fgeneshTA2_pg.C_scaffold_1001433|g.7783  ,tadh4548,_,2,-,-,-,N,-,102,-,-
jgi|Triad1|52687|fgeneshTA2_pg.C_scaffold_1001434|m.7784 jgi|Triad1|52687|fgeneshTA2_pg.C_scaffold_1001434|g.7784  ,tadh4549,_,2,-,-,-,N,-,330,-,-
jgi|Triad1|52688|fgeneshTA2_pg.C_scaffold_1001435|m.7785 jgi|Triad1|52688|fgeneshTA2_pg.C_scaffold_1001435|g.7785  ,tadh4550,M,4,-,-,-,N,-,192,-,-
jgi|Triad1|52689|fgeneshTA2_pg.C_scaffold_1001436|m.7786 jgi|Triad1|52689|fgeneshTA2_pg.C_scaffold_1001436|g.7786  ,tadh4551,_,2,-,-,-,N,-,534,-,-
jgi|Triad1|52690|fgeneshTA2_pg.C_scaffold_1001437|m.7787 jgi|Triad1|52690|fgeneshTA2_pg.C_scaffold_1001437|g.7787  ,tadh4552,M,5,-,-,-,N,-,466,-,-
jgi|Triad1|52695|fgeneshTA2_pg.C_scaffold_1001442|m.7791 jgi|Triad1|52695|fgeneshTA2_pg.C_scaffold_1001442|g.7791  ,tadh4553,_,1,-,-,-,N,-,143,-,-
jgi|Triad1|52697|fgeneshTA2_pg.C_scaffold_1001444|m.7793 jgi|Triad1|52697|fgeneshTA2_pg.C_scaffold_1001444|g.7793  ,tadh4554,_,2,-,-,-,N,-,874,-,-
jgi|Triad1|52698|fgeneshTA2_pg.C_scaffold_1001445|m.7794 jgi|Triad1|52698|fgeneshTA2_pg.C_scaffold_1001445|g.7794  ,tadh4555,M,4,-,-,-,N,-,750,-,-
jgi|Triad1|52699|fgeneshTA2_pg.C_scaffold_1001446|m.7795 jgi|Triad1|52699|fgeneshTA2_pg.C_scaffold_1001446|g.7795  ,tadh4556,S,1,-,-,-,N,-,245,-,-
jgi|Triad1|52700|fgeneshTA2_pg.C_scaffold_1001447|m.7796 jgi|Triad1|52700|fgeneshTA2_pg.C_scaffold_1001447|g.7796  ,tadh4557,S,1,-,-,-,N,-,534,-,-
jgi|Triad1|52704|fgeneshTA2_pg.C_scaffold_1001451|m.7801 jgi|Triad1|52704|fgeneshTA2_pg.C_scaffold_1001451|g.7801  ,tadh4558,M,3,hsap1813,mmus666,-,Y,BCKDK,329,Bckdk,-
jgi|Triad1|52705|fgeneshTA2_pg.C_scaffold_1001452|m.7802 jgi|Triad1|52705|fgeneshTA2_pg.C_scaffold_1001452|g.7802  ,tadh4559,_,4,-,-,-,N,-,183,-,-
jgi|Triad1|52708|fgeneshTA2_pg.C_scaffold_1001455|m.7804 jgi|Triad1|52708|fgeneshTA2_pg.C_scaffold_1001455|g.7804  ,tadh4560,S,5,-,-,-,N,-,388,-,-
jgi|Triad1|52710|fgeneshTA2_pg.C_scaffold_1001457|m.7806 jgi|Triad1|52710|fgeneshTA2_pg.C_scaffold_1001457|g.7806  ,tadh4561,S,3,-,-,-,N,-,136,-,-
jgi|Triad1|52711|fgeneshTA2_pg.C_scaffold_1001458|m.7807 jgi|Triad1|52711|fgeneshTA2_pg.C_scaffold_1001458|g.7807  ,tadh4562,S,2,-,-,scer826,Y,-,1297,-,YMR221C
jgi|Triad1|52712|fgeneshTA2_pg.C_scaffold_1001459|m.7808 jgi|Triad1|52712|fgeneshTA2_pg.C_scaffold_1001459|g.7808  ,tadh4563,_,1,-,-,-,N,-,236,-,-
jgi|Triad1|52713|fgeneshTA2_pg.C_scaffold_1001460|m.7809 jgi|Triad1|52713|fgeneshTA2_pg.C_scaffold_1001460|g.7809  ,tadh4564,_,2,-,-,-,N,-,202,-,-
jgi|Triad1|52719|fgeneshTA2_pg.C_scaffold_1001466|m.7818 jgi|Triad1|52719|fgeneshTA2_pg.C_scaffold_1001466|g.7818  ,tadh4565,_,1,-,-,-,N,-,270,-,-
jgi|Triad1|52720|fgeneshTA2_pg.C_scaffold_1001467|m.7819 jgi|Triad1|52720|fgeneshTA2_pg.C_scaffold_1001467|g.7819  ,tadh4566,_,2,-,mmus1096,-,Y,-,738,Ttc7b,-
jgi|Triad1|52721|fgeneshTA2_pg.C_scaffold_1001468|m.7820 jgi|Triad1|52721|fgeneshTA2_pg.C_scaffold_1001468|g.7820  ,tadh4567,M,5,-,-,-,N,-,813,-,-
jgi|Triad1|52723|fgeneshTA2_pg.C_scaffold_1001470|m.7823 jgi|Triad1|52723|fgeneshTA2_pg.C_scaffold_1001470|g.7823  ,tadh4568,M,2,hsap1662,mmus1108,-,Y,ARG2,344,Arg2,-
jgi|Triad1|52727|fgeneshTA2_pg.C_scaffold_1001474|m.7829 jgi|Triad1|52727|fgeneshTA2_pg.C_scaffold_1001474|g.7829  ,tadh4569,M,4,-,-,-,N,-,164,-,-
jgi|Triad1|52729|fgeneshTA2_pg.C_scaffold_1001476|m.7831 jgi|Triad1|52729|fgeneshTA2_pg.C_scaffold_1001476|g.7831  ,tadh4570,_,2,-,-,-,N,-,912,-,-
jgi|Triad1|52733|fgeneshTA2_pg.C_scaffold_1001480|m.7835 jgi|Triad1|52733|fgeneshTA2_pg.C_scaffold_1001480|g.7835  ,tadh4571,_,2,-,-,-,N,-,364,-,-
jgi|Triad1|52734|fgeneshTA2_pg.C_scaffold_1001481|m.7836 jgi|Triad1|52734|fgeneshTA2_pg.C_scaffold_1001481|g.7836  ,tadh4572,_,3,-,-,-,N,-,760,-,-
jgi|Triad1|52736|fgeneshTA2_pg.C_scaffold_1001483|m.7838 jgi|Triad1|52736|fgeneshTA2_pg.C_scaffold_1001483|g.7838  ,tadh4573,S,5,-,-,-,N,-,394,-,-
jgi|Triad1|52738|fgeneshTA2_pg.C_scaffold_1001485|m.7841 jgi|Triad1|52738|fgeneshTA2_pg.C_scaffold_1001485|g.7841  ,tadh4574,_,1,-,-,-,N,-,166,-,-
jgi|Triad1|52740|fgeneshTA2_pg.C_scaffold_1001487|m.7843 jgi|Triad1|52740|fgeneshTA2_pg.C_scaffold_1001487|g.7843  ,tadh4575,_,5,-,-,-,N,-,959,-,-
jgi|Triad1|52741|fgeneshTA2_pg.C_scaffold_1001488|m.7844 jgi|Triad1|52741|fgeneshTA2_pg.C_scaffold_1001488|g.7844  ,tadh4576,_,5,-,-,-,N,-,4950,-,-
jgi|Triad1|52743|fgeneshTA2_pg.C_scaffold_1001490|m.7846 jgi|Triad1|52743|fgeneshTA2_pg.C_scaffold_1001490|g.7846  ,tadh4577,_,1,-,-,-,N,-,252,-,-
jgi|Triad1|52746|fgeneshTA2_pg.C_scaffold_1001493|m.7849 jgi|Triad1|52746|fgeneshTA2_pg.C_scaffold_1001493|g.7849  ,tadh4578,_,1,-,-,-,N,-,1405,-,-
jgi|Triad1|52747|fgeneshTA2_pg.C_scaffold_1001494|m.7850 jgi|Triad1|52747|fgeneshTA2_pg.C_scaffold_1001494|g.7850  ,tadh4579,_,2,-,-,-,N,-,454,-,-
jgi|Triad1|52748|fgeneshTA2_pg.C_scaffold_1001495|m.7851 jgi|Triad1|52748|fgeneshTA2_pg.C_scaffold_1001495|g.7851  ,tadh4580,_,1,-,-,-,N,-,549,-,-
